cohort,type,truth,n,documents,fve_z,fve_z_ci95_low,fve_z_ci95_high,fve_del,fve_del_ci95_low,fve_del_ci95_high,fve_heavy,fve_heavy_ci95_low,fve_heavy_ci95_high,deletion_drop,deletion_drop_ci95_low,deletion_drop_ci95_high,paraphrase_drop,paraphrase_drop_ci95_low,paraphrase_drop_ci95_high,P_heavy,P_heavy_ci95_low,P_heavy_ci95_high
previous_true_only,theme,true,374,100,68.6236178544444,67.49428855375297,69.75294715513584,68.45240861107405,67.3130247636182,69.5917924585299,68.69138094941177,67.5654277733503,69.81733412547324,0.17120924337035962,0.03146855040634633,0.3109499363343729,-0.06776309496736672,-0.129023974509484,-0.006502215425249466,0.23897233833772663,0.07697690524424211,0.40096777143121115
previous_true_only,theme,false,36,23,65.47180312944154,59.45673363455338,71.48687262432969,65.33622463920995,59.32962473752103,71.34282454089886,65.61984437869988,59.68589248708445,71.5537962703153,0.13557849023158527,-0.11878675376233835,0.3899437342255089,-0.14804124925833775,-0.3137144259778871,0.017631927461211616,0.28361973948992286,-0.046129127529872416,0.6133686065097181
previous_true_only,entity,true,6,6,65.35321066016809,58.17815378163506,72.52826753870112,64.66007128121885,57.7055837845501,71.6145587778876,65.60423568891198,58.52978382489946,72.6786875529245,0.6931393789492383,-0.13984957406116127,1.526128331959638,-0.2510250287438933,-0.6238648594280432,0.12181480194025657,0.9441644076931284,0.2846202783229572,1.6037085370632995
previous_true_only,entity,false,167,82,66.25141152416947,64.39785893472099,68.10496411361795,62.67335644466982,59.73979469504792,65.60691819429172,65.72388948270375,63.75743172568712,67.6903472397204,3.578055079499643,1.193617058070041,5.962493100929245,0.5275220414656964,-0.358355447952852,1.4133995308842446,3.050533038033946,1.023442147501565,5.077623928566327
previous_true_only,detail,true,94,53,68.28681393616218,66.16230885069602,70.41131902162833,67.81572896160297,65.70788799477822,69.92356992842772,68.18660407560138,66.05653452966642,70.31667362153634,0.4710849745592013,0.2381326950785669,0.7040372540398356,0.10020986056077891,-0.06594040836327264,0.26636012948483045,0.37087511399842255,0.10616858163167692,0.6355816463651682
previous_true_only,detail,false,242,91,68.10825047185399,66.73972624759492,69.47677469611307,65.71339062747263,63.660027269314206,67.76675398563106,68.07911948709447,66.71460800028022,69.44363097390872,2.394859844381345,0.9316732295149306,3.8580464592477597,0.029130984759515744,-0.1010698425158565,0.159331812034888,2.3657288596218295,0.9094936825487454,3.8219640366949137
both_automatic_only,all,true,474,100,68.51542795679843,67.52667635392838,69.50417955966849,68.2781429759909,67.28348043536475,69.27280551661705,68.5521997306329,67.56545303981568,69.53894642145013,0.23728498080754182,0.11688368684645306,0.3576862747686306,-0.03677177383448375,-0.09568872082757529,0.022145173158607805,0.27405675464202583,0.135536032906454,0.4125774763775977
both_automatic_only,all,false,318,94,67.06780030550696,65.65335289499318,68.48224771602075,65.94854933978166,64.22187197794364,67.67522670161969,67.10854259366478,65.71330836526383,68.50377682206573,1.1192509657252852,0.1503372531994671,2.088164678251103,-0.04074228815781311,-0.15951069478202812,0.07802611846640188,1.1599932538830977,0.18985019554264093,2.1301363122235544
both_automatic_only,theme,true,374,100,68.6236178544444,67.49428855375297,69.75294715513584,68.45240861107405,67.3130247636182,69.5917924585299,68.69138094941177,67.5654277733503,69.81733412547324,0.17120924337035962,0.03146855040634633,0.3109499363343729,-0.06776309496736672,-0.129023974509484,-0.006502215425249466,0.23897233833772663,0.07697690524424211,0.40096777143121115
both_automatic_only,theme,false,36,23,65.47180312944154,59.45673363455338,71.48687262432969,65.33622463920995,59.32962473752103,71.34282454089886,65.61984437869988,59.68589248708445,71.5537962703153,0.13557849023158527,-0.11878675376233835,0.3899437342255089,-0.14804124925833775,-0.3137144259778871,0.017631927461211616,0.28361973948992286,-0.046129127529872416,0.6133686065097181
both_automatic_only,entity,true,6,6,65.35321066016809,58.17815378163506,72.52826753870112,64.66007128121885,57.7055837845501,71.6145587778876,65.60423568891198,58.52978382489946,72.6786875529245,0.6931393789492383,-0.13984957406116127,1.526128331959638,-0.2510250287438933,-0.6238648594280432,0.12181480194025657,0.9441644076931284,0.2846202783229572,1.6037085370632995
both_automatic_only,entity,false,108,66,65.79514758352953,63.33773805204481,68.25255711501424,64.16688303183147,60.90672554676212,67.42704051690083,65.79188416180743,63.38795715942596,68.19581116418891,1.628264551698054,-0.6165607907451949,3.873089894141303,0.003263421722084912,-0.239970928606872,0.2464977720510418,1.625001129975969,-0.626982975120969,3.8769852350729073
both_automatic_only,detail,true,94,53,68.28681393616218,66.16230885069602,70.41131902162833,67.81572896160297,65.70788799477822,69.92356992842772,68.18660407560138,66.05653452966642,70.31667362153634,0.4710849745592013,0.2381326950785669,0.7040372540398356,0.10020986056077891,-0.06594040836327264,0.26636012948483045,0.37087511399842255,0.10616858163167692,0.6355816463651682
both_automatic_only,detail,false,174,82,68.18792899695478,66.5130519463213,69.86280604758826,67.18109905517939,65.10395507816548,69.25824303219329,68.23378538894828,66.5711030700467,69.89646770784985,1.0068299417753657,-0.08783995075870221,2.1014998343094335,-0.04585639199350335,-0.19848910853613488,0.10677632454912817,1.0526863337688688,-0.03984117175668822,2.145213839294426
both_filtered,all,true,459,100,68.56777499562499,67.5555891125334,69.57996087871658,68.35501355361102,67.33805360426662,69.37197350295541,68.60409668159637,67.59372904657646,69.61446431661629,0.21276144201396113,0.09027220038820352,0.33525068363971877,-0.0363216859713897,-0.09656838536224895,0.02392501341946955,0.2490831279853511,0.10779193255543781,0.39037432341526435
both_filtered,all,false,216,87,66.77956116359347,64.85087145726001,68.70825086992693,66.43407021390391,64.51963957542758,68.34850085238024,66.92242894186062,65.03471724763158,68.81014063608966,0.34549094968956423,0.1130157829055789,0.5779661164735496,-0.14286777826712968,-0.26744608949571236,-0.01828946703854699,0.48835872795669394,0.21958579437003362,0.7571316615433543
both_filtered,theme,true,374,100,68.6236178544444,67.49428855375297,69.75294715513584,68.45240861107405,67.3130247636182,69.5917924585299,68.69138094941177,67.5654277733503,69.81733412547324,0.17120924337035962,0.03146855040634633,0.3109499363343729,-0.06776309496736672,-0.129023974509484,-0.006502215425249466,0.23897233833772663,0.07697690524424211,0.40096777143121115
both_filtered,theme,false,35,22,65.0783451097825,58.939969068621274,71.21672115094373,64.93990743682954,58.8110684440732,71.06874642958589,65.22289676388228,59.16962087056283,71.27617265720173,0.1384376729529757,-0.12323847467387045,0.40011382057982187,-0.14455165409974627,-0.3148826092512897,0.025779301051797154,0.2829893270527218,-0.05631707571535388,0.6222957298207974
both_filtered,entity,true,6,6,65.35321066016809,58.17815378163506,72.52826753870112,64.66007128121885,57.7055837845501,71.6145587778876,65.60423568891198,58.52978382489946,72.6786875529245,0.6931393789492383,-0.13984957406116127,1.526128331959638,-0.2510250287438933,-0.6238648594280432,0.12181480194025657,0.9441644076931284,0.2846202783229572,1.6037085370632995
both_filtered,entity,false,89,61,66.02102156232603,63.14539028755641,68.89665283709564,65.54193699731582,62.681042904783496,68.40283108984814,66.1607641453285,63.34036755932041,68.98116073133659,0.47908456501019164,0.044744066454165954,0.9134250635662173,-0.13974258300248418,-0.3442731920866026,0.06478802608163425,0.6188271480126752,0.10731614683230206,1.1303381491930484
both_filtered,detail,true,79,48,68.5475491325146,66.14155082474902,70.95354744028019,68.17455661871462,65.80757766320377,70.54153557422546,68.41871503340838,66.00107325254598,70.83635681427077,0.3729925137999778,0.12026882436631142,0.6257162032336441,0.12883409910621077,-0.06206896957752714,0.31973716778994865,0.24415841469376723,-0.04394831908531213,0.5322651484728466
both_filtered,detail,false,92,55,68.16056753746507,65.44173942158011,70.87939565335003,67.86554362122935,65.18610415231505,70.54498309014365,68.3058179975193,65.66650996387284,70.94512603116576,0.29502391623570307,-0.03971167645161161,0.6297595089230177,-0.14525046005421516,-0.35220446732078153,0.06170354721235122,0.4402743762899186,0.06864059457331839,0.8119081580065188
both_filtered_mixed_retained_sensitivity,all,true,459,100,68.56777499562499,67.5555891125334,69.57996087871658,68.35501355361102,67.33805360426662,69.37197350295541,68.60409668159637,67.59372904657646,69.61446431661629,0.21276144201396113,0.09027220038820352,0.33525068363971877,-0.0363216859713897,-0.09656838536224895,0.02392501341946955,0.2490831279853511,0.10779193255543781,0.39037432341526435
both_filtered_mixed_retained_sensitivity,all,false,220,87,66.59380594813771,64.66078420082007,68.52682769545535,66.31666863929995,64.41182425415086,68.22151302444904,66.70785349153317,64.80815797174427,68.60754901132208,0.27713730883775567,0.02413088727344398,0.5301437304020673,-0.11404754339545475,-0.2517398014287946,0.02364471463788509,0.3911848522332102,0.07901475235305205,0.7033549521133684
both_filtered_mixed_retained_sensitivity,theme,true,374,100,68.6236178544444,67.49428855375297,69.75294715513584,68.45240861107405,67.3130247636182,69.5917924585299,68.69138094941177,67.5654277733503,69.81733412547324,0.17120924337035962,0.03146855040634633,0.3109499363343729,-0.06776309496736672,-0.129023974509484,-0.006502215425249466,0.23897233833772663,0.07697690524424211,0.40096777143121115
both_filtered_mixed_retained_sensitivity,theme,false,35,22,65.0783451097825,58.939969068621274,71.21672115094373,64.93990743682954,58.8110684440732,71.06874642958589,65.22289676388228,59.16962087056283,71.27617265720173,0.1384376729529757,-0.12323847467387045,0.40011382057982187,-0.14455165409974627,-0.3148826092512897,0.025779301051797154,0.2829893270527218,-0.05631707571535388,0.6222957298207974
both_filtered_mixed_retained_sensitivity,entity,true,6,6,65.35321066016809,58.17815378163506,72.52826753870112,64.66007128121885,57.7055837845501,71.6145587778876,65.60423568891198,58.52978382489946,72.6786875529245,0.6931393789492383,-0.13984957406116127,1.526128331959638,-0.2510250287438933,-0.6238648594280432,0.12181480194025657,0.9441644076931284,0.2846202783229572,1.6037085370632995
both_filtered_mixed_retained_sensitivity,entity,false,92,64,65.91184452565473,63.04364878849579,68.78004026281367,65.57572143041725,62.766062378935764,68.38538048189872,65.95960873533159,63.11138181515085,68.80783565551232,0.3361230952374686,-0.15771569116877915,0.8299618816437163,-0.047764209676850716,-0.2922478971275859,0.19671947777388452,0.3838873049143186,-0.2533301330942898,1.021104742922927
both_filtered_mixed_retained_sensitivity,detail,true,79,48,68.5475491325146,66.14155082474902,70.95354744028019,68.17455661871462,65.80757766320377,70.54153557422546,68.41871503340838,66.00107325254598,70.83635681427077,0.3729925137999778,0.12026882436631142,0.6257162032336441,0.12883409910621077,-0.06206896957752714,0.31973716778994865,0.24415841469376723,-0.04394831908531213,0.5322651484728466
both_filtered_mixed_retained_sensitivity,detail,false,93,56,67.83876917621154,65.07636591565038,70.6011724367727,67.56778461030717,64.8538210586039,70.28174816201044,68.00690728764422,65.33120562733814,70.68260894795031,0.2709845659043547,-0.06346768481541443,0.6054368166241239,-0.1681381114326737,-0.3777121748352031,0.04143595196985567,0.43912267733702876,0.07149974570762513,0.8067456089664324
