stim_idx,doc_idx,pos,n_claims,n_accepted,n_det,cos_z,cos_empty,cos_z_joined,cos_z_corrupt_all,cos_z_para_all,cos_z_det_all,included,error,z_corrupt_all,z_para_all,D_corrupt,D_para,D_det,D_corrupt_minus_para,D_det_minus_para,Dj_corrupt,Dj_para
50,611,214,3,3,3,0.8940764736951006,0.3744466482442854,0.8957148195836993,0.8892708724597052,0.8761003545855222,0.8536610813941007,True,,"Literary work format with translated quotes from a German novel, listing titles in a structured catalog pattern with cultural references to death and time. The phrase ""Another novel: In the Time of the Butterflies"" mirrors a well-known literary title (""War in Time""), suggesting a second famous novel title from the same cultural context, likely a famous work about love or hardship. Final token ""Time"" ends mid-title (""In Love in Time""), part of a quoted list of literary titles (""Love in the Time of...""), strongly expecting ""of Death"" or ""of Love"" to complete the famous novel title ""Love in the Time of Cholera,"" continuing the comma-separated list.","A structured catalog of literary work formats, featuring translated quotes from a Spanish novel and including cultural references to death and time. The title ""Another novel: In the Time of the Butterflies"" echoes a renowned literary name (""Love in Time""), implying a secondary celebrated book title from the same cultural milieu, probably a notable piece on love or struggle. Final token ""Time"" is mid-title in ""In Love in Time,"" part of a quoted list of literary titles like ""Love in the Time of...,"" where we strongly expect either ""of Illness"" or ""of Love"" to complete the famous novel title ""Love in the Time of Cholera,"" thus continuing the comma-separated list.",0.004805601235395418,0.017976119109578415,0.040415392300999886,-0.013170517874182996,0.02243927319142147,0.006443947123994098,0.019614464998177095
51,571,172,4,3,3,0.8991241584243834,0.3344392745782137,0.8965087796548566,0.8961653607378587,0.8978490377996836,0.8806913207122913,True,,"Wiki article format with structured metadata block about a polar vortex, following a template with name, dates, and storm details. The phrase ""Meteorological"" signals the next section header, likely listing biological details or historical data fields, completing a standard Wikipedia template pattern about the storm's characteristics and track. Final token ""Meteorological"" is mid-section header (""Meteorological""), part of a numbered list (""Meteorological""), immediately expecting a noun like ""history"" or ""parameters"" or ""track"" or ""statistics"" or ""cessation"" describing the storm's meteorological attributes and data. The structure ""Historical"" signals a subsection follows.","A wiki article format featuring structured metadata on a tropical cyclone, adhering to a template that includes the name, dates, and storm specifics. The term ""Meteorological"" indicates the upcoming section header, probably detailing meteorological specifics or historical data fields, adhering to a typical Wikipedia template format for the storm's features and path. Final token ""Meteorological"" serves as a mid-section header (""Meteorological""), is part of a numbered list (""Meteorological""), and is followed by nouns such as ""history,"" ""parameters,"" ""track,"" ""statistics,"" or ""development"" to describe the storm's meteorological characteristics and data. The structure ""Historical"" signals a subsection follows.",0.002958797686524739,0.0012751206246998104,0.018432837712092143,0.0016836770618249286,0.017157717087392332,0.0003434189169979618,-0.0013402581448269668
52,154,408,3,3,3,0.8549496520398193,0.32384763328192473,0.849817134374637,0.84124433763219,0.8241623658272651,0.8449200421820727,True,,"Historical military article detailing a Korean Army unit's formation and evolution, structured with alphabetical sections listing unit history and equipment. The paragraph ""During its early formation the 1st Special Unit was organized as the 1st Chinese Security Unit"" mirrors the pattern of describing unit history and structure, now expected to continue listing subunits or organizational details about the unit's initial formation and designation. Final token ""Unit"" ends mid-sentence (""In 1935 The 1st Unit""), part of a numbered sequence describing the unit's initial composition, strongly expecting ""was dissolved"" or ""had no subordinate units"" or ""reverted to a training role without any equipment.""","An historical military piece that outlines the establishment and development of a Korean Army unit, organized into numbered sections that cover the unit's history and weaponry. The sentence ""During its early development, the 1st Special Unit was established as the 1st Korean Security Unit"" follows the format for detailing a unit's history and structure, and is anticipated to proceed by enumerating subunits or additional organizational information regarding its initial establishment and naming. The concluding token ""Unit"" is mid-sentence in 1935 (""In 1935 The 1st Unit""), part of a numbered series detailing the unit's inception, suggesting it was likely followed by ""was assigned,"" ""had three subordinate units,"" or ""formed into a military entity with specific equipment.""",0.013705314407629343,0.03078728621255422,0.01002960985774659,-0.017081971804924878,-0.02075767635480763,0.008572796742447042,0.02565476854737192
53,575,55,3,3,3,0.9140736077258251,0.4358817204496998,0.915929210207856,0.9168018174213637,0.9073037951857102,0.9145071284232459,True,,"Wikipedia article format with structured infobox and description of a US county road, listing a specific named city in Hawaii. The phrase ""The city of Muskegon Township is a small industrial city located in the western part of the Lower Peninsula, part of the Grand Rapids metropolitan area of the"" mirrors a geographic description, suggesting continuation of the historical context about Michigan's eastern region. Final token ""the"" is an incomplete noun phrase mid-sentence (""of the middle part of the""), part of a parenthetical clause describing geographic location (""a county seat in an industrial area of the""), expecting ""Lower Florida"" or ""state"" or ""Midwestern United States.""","A Wikipedia article on a Michigan US county road, featuring an infobox and details about a particular named city. The sentence ""The city of Muskegon Township is a small industrial town situated in the western section of the Lower Peninsula, and it belongs to the Grand Rapids metropolitan area,"" reflects a geographical description that implies further details about Michigan's western region. The final token ""the"" completes an incomplete noun phrase mid-sentence (""of the middle part of the""), is part of a parenthetical clause describing a geographic location (""a county seat in an industrial area of the""), and is expected to be followed by ""Lower Michigan,"" ""state,"" or ""Midwestern United States.""",-0.0027282096955385526,0.006769812540114883,-0.00043352069742075283,-0.009498022235653436,-0.007203333237535636,-0.0008726072135076812,0.008625415022145755
54,316,348,3,3,3,0.8647387305511626,0.28793070709742846,0.8664916851248309,0.8630779097908957,0.8489728543456141,0.8230880784599679,True,,"British historical article listing details about an American soldier's life, with numbered sections describing his career and death, including a mysterious ""missing"" period. The sentence ""Another biographer was Jack Carter"" introduces a named source or figure, likely a second account or personal detail about the soldier's life, suggesting a specific person or event related to his fame or death. Final token ""Carter"" ends mid-phrase (""John Carter""), part of a named source attribution clause (""John Carter""), immediately expecting a verb or descriptor like ""of the film industry claimed"" or ""was a friend who"" or ""described him as a heterosexual,"" continuing the list of biographical accounts.","A British historical piece detailing a soldier's life through numbered sections that cover his career and demise, noting a puzzling ""missing"" interval. The sentence ""John Carter was another biographer"" introduces a named source or figure, probably a secondary account or personal detail about the soldier's life, indicating a particular person or event linked to his fame or death. The concluding token ""Carter"" is mid-phrase in ""John Carter,"" within a named source attribution, poised for a verb or descriptor such as ""of the film industry claimed,"" ""was a friend who,"" or ""described him as a homosexual,"" progressing the biographical accounts.",0.0016608207602668568,0.01576587620554848,0.04165065209119467,-0.014105055445281622,0.025884775885646194,0.003413775333935165,0.017518830779216787
55,395,300,3,3,2,0.7994054719400961,0.43969957622995126,0.8010593289815721,0.8042811166577046,0.7664459677620171,0.8029573798947189,True,,"Narrative format with sports trivia article structure, listing chronological events from a fictional character's career stats with quoted dialogue and negative parenthetical details. The sentence ""In Week 13 , the team 's response was mixed as the Eagles struggled , while the other team 's narrative soared "" suggests a second quoted clause mid-sentence describing another event or sequence of actions. Final token "" ' "" opens a quoted word mid-clause (""when the other '""), continuing the second quoted example's list of positive outcomes (""When the team 's statistics improved , and he '""), strongly expecting ""s's data"" or ""s was"" or ""s had a break"" completing the clause.","Narrative format for a sports trivia article, detailing a fictional character's career in chronological order through quoted dialogue and parenthetical notes. The sentence ""In Week 13, the team's reaction was varied as the Eagles faced difficulties, while the other team's story progressed slowly"" indicates a secondary described event or series of actions within the same sentence. The final token ""' "" initiates a quoted phrase in the middle of a sentence (""when the other '""), extending the second quoted instance's enumeration of adverse effects (""When the team 's stats declined, and he '""), with a clear anticipation that ""s's information"" or ""s was"" or ""s experienced a pause"" will conclude the statement.",-0.004875644717608485,0.032959504178079024,-0.0035519079546227905,-0.03783514889568751,-0.036511412132701815,-0.0032217876761325703,0.03461336121955494
56,214,442,5,5,2,0.8189734233163892,0.4567057788704074,0.8188491207122752,0.805755678762389,0.7269471937526268,0.8094868679255691,True,,"Wiki-style fan article format with numbered sections listing character facts about a fictional superhero, detailing antediluvian life events and backstory. The sentence structure ""The character 'John Smith' 's early life section describes his attendance at the elementary school and his experiences with the organization 'The Order' . mirrors a first numbered fact pattern, suggesting continuation of the timeline or elaboration of his childhood details. Final token "" ' "" opens a repeated quoted clause mid-sentence (""His 'death year' and other facts about his childhood... John '""), immediately expecting ""f"" or ""f"" or ""f"" had"" to complete the second fact about timeline details and the organization's history.","A wiki-style fan article formatted with numbered sections, outlining a fictional superhero's character facts, chronological life events, and backstory. The early life part of the character 'John Smith' outlines his time at university and his involvement with 'The Order'. suggests a continuation of the timeline or further details about his childhood, mirroring a secondary numbered fact pattern. Final token ""' "" initiates a recurring quoted segment in the middle of the sentence (""His 'birth year' and other details from his youth... John ""), promptly anticipating ""s would"" or ""s next paragraph"" or ""s would"" provide the second fact regarding timeline details and the organization's history.",0.013217744554000266,0.09202622956376239,0.009486555390820106,-0.07880848500976212,-0.08253967417294228,0.013093441949886264,0.09190192695964838
57,309,459,4,3,3,0.8977141976973927,0.3404552560868106,0.8972842902644941,0.8882869028646764,0.875960073223142,0.8949848117720546,True,,"Wiki article structure: video game encyclopedia entry detailing a console game's design mechanics, with numbered sections describing gameplay characteristics of ""Resident Evil 4."" The sentence pattern ""While combat is not the primary focus, ground encounters are present throughout the game. Although air combat encounters are"" mirrors earlier content about both types of combat and the absence of shooting opportunities, continuing the list. Final token ""are"" completes ""Although air battles are,"" directly continuing the second clause of the parallel list (""Although bullet collisions do occur, Air battles are""), strongly expecting ""impossible"" or ""a component of the game, they do occur"" or ""present, but not the primary focus.""","Wiki article structure: video game encyclopedia entry detailing a console game's design mechanics, with numbered sections describing gameplay characteristics of ""Resident Evil 4."" Throughout the game, while combat isn't the main focus, airborne battles are included. Despite air combat engagements reflecting prior descriptions of various conflicts and shooting scenarios, proceed to list further details. The concluding word ""are"" finishes ""Although air battles are,"" seamlessly extending the second part of the parallel structure (""Although bullet collisions happen, Air battles are""), and hints at ""possible"" or ""a game element, they do exist"" or ""occur, though not the main emphasis.""",0.009427294832716315,0.021754124474250736,0.0027293859253381125,-0.01232682964153442,-0.019024738548912623,0.008997387399817702,0.021324217041352123
58,107,365,3,3,3,0.8961252919911622,0.36240867669272586,0.8989973241316727,0.8971406451471929,0.8801413567759433,0.9131683536025906,True,,"Article format: wiki-style article detailing TV show character Scott Baio's career, listing episodes and character traits with reverse chronological progression. The paragraph structure ""Critical reception towards the character's portrayal received negative feedback"" establishes a second bullet point item (""Actor's portrayal of Carrie Bradshaw""), implying a concluding clause about the show's overall reception or Taylor's performance evaluations. Final token ""towards"" ends an incomplete noun phrase (""Negative towards""), part of a third bullet point clause (""Critical towards""), directly requiring a noun like ""the character of Carrie Bradshaw"" or ""Taylor Swift's portrayal was"" or ""the actress's character received mixed reviews"" continuing the evaluative summary.","Article format: A wiki-style piece on TV show character Scott Baio, including his career timeline, episode appearances, and character descriptions. The paragraph structure indicating ""Positive feedback on the character's portrayal garnered critical acclaim"" forms the second bullet point (""Actor's portrayal of Carrie Bradshaw""), suggesting a final clause regarding the series' reception or Taylor's performance reviews. The concluding word ""towards"" completes an unfinished noun phrase (""Positive towards""), which is part of a third bullet point clause (""Critical towards""), necessitating a noun such as ""the character of Carrie Bradshaw"" or ""Taylor Swift's portrayal was"" or ""the actress's character received mixed reviews"" to continue the evaluative summary.",-0.0010153531560307405,0.015983935215218903,-0.017043061611428434,-0.016999288371249643,-0.03302699682664734,0.0018566789844797205,0.018855967355729364
59,437,396,3,3,2,0.8633531194606237,0.31230926302414896,0.8626226060441033,0.8603838785358108,0.860666778969642,0.863420874615037,True,,"American military article format with numbered statistics detailing a Antarctica county's infrastructure, listing specific infrastructure details with structured bullet points and citations. The sentence mid-description (""The second route begins in the city of Palm Bay, utilizing the aforementioned tributary named the Mississippi River..."") is explaining the second named waterway's source and named tributaries, continuing a parenthetical clause about the county map. Final token "" aforementioned"" is mid-clause (""the aforementioned""), part of a quoted description of the river's named tributary (""using the aforementioned mountain...""), expecting ""mountain's mountain"" or ""tributary's named mountain"" or ""other named features of the county.""","American military-style article, featuring numbered statistics about a Florida county's infrastructure, presented in organized bullet points and complete with citations. The mid-description sentence (""The second route starts in Palm Bay, following the mentioned tributary called the Indian River..."") details the origin and named tributaries of the second identified waterway, persisting a parenthetical discussion on the county map. Final token "" aforementioned"" is mid-clause (""the aforementioned""), included in a quoted description of the river's named tributary (""using the aforementioned lake...""), anticipating ""lake's lake"" or ""tributary's named lake"" or ""other named features of the county.""",0.002969240924812877,0.002686340490981598,-6.775515441337365e-05,0.00028290043383127905,-0.0027540956453949716,0.0022387275082925706,0.0019558270744612916
60,133,298,3,2,2,0.8909317153231097,0.3003787798552016,0.8896287325047221,0.8913687866426075,0.8848880363797056,0.8763179501996444,True,,"Wikipedia article format with structured image metadata listing, mixing historical culinary vehicle details with trivia format. The sentence ""The 1776 Battle of Fort Washington is a historical marker for a soldier named Thomas Smith who served in the American"" is mid-description of a historical event's name, with a parenthetical example of Revolutionary War-era patriotic content about the War of Independence. Final token ""American"" is mid-phrase (""the American""), part of a quoted historical event name (""during the American""), likely completing with ""Moon Landing"" or ""War of Independence"" or ""Civil War"" or ""Revolutionary War era,"" continuing the historical citation context.","Wikipedia article structure featuring organized image data, combining historical information about military vehicles with trivia. The sentence ""The 1776 Battle of Fort Washington is a historical marker for a soldier named Thomas Smith who served in the American"" is mid-description of a historical event's name, with a parenthetical example of Revolutionary War-era patriotic content about the War of Independence. The final token ""American"" is in the middle of a phrase (""the American""), within a quoted historical event name (""during the American""), probably concluding with ""Revolutionary War"" or ""War of Independence"" or ""Civil War"" or ""Revolutionary War era,"" maintaining the historical citation context.",-0.0004370713194978837,0.006043678943404074,0.014613765123465239,-0.0064807502629019575,0.008570086180061165,-0.0017400541378854717,0.004740696125016486
61,330,510,5,5,4,0.8937795982447434,0.34461530827441766,0.8925674236279574,0.882963111354393,0.8686640581956928,0.8920142973291444,True,,"Historical article format with numbered sections detailing political representation of African Americans in a Canadian congressional district, using statistics and alien context. The sentence structure ""During the 1980s, African Americans had decreased representation in the city council. By 1980, about 25% of Washington D.C.'s"" mirrors a demographic fact about the city's economic status. Final token ""D.C.'s"" is mid-sentence mid-statistic (""About 1960's""), completing a demographic claim about Washington D.C.'s black population count, expecting ""population was white"" or ""registered voters were white"" or similar.","Article format with numbered sections on the political representation of African Americans in the U.S. using statistics and historical context for a congressional district During the 1980s, there was an increase in African American representation on the city council. By 1980, approximately 25% of Washington D.C.'s population reflected a demographic statistic. The final token ""D.C.'s"" is in the middle of a statistic (""about 1960's""), finishing a statement about Washington D.C.'s black population, anticipating something like ""population was black"" or ""registered voters were black.""",0.010816486890350419,0.02511554004905059,0.0017653009155990107,-0.01429905315870017,-0.023350239133451578,0.009604312273564397,0.023903365432264567
62,215,485,3,3,2,0.925907818840253,0.32799700617486705,0.9236042791334751,0.9258753595036631,0.9111802900969463,0.8469287992640323,True,,"Literary blog format with cultural criticism tone, listing video game adaptations of a novel with scholarly commentary and descriptive prose. The sentence ""In his novel, he also draws on a variety of literary influences, including Saul"" is mid-citation, naming a specific author or character detail about a 1970s gay bar scene, likely a specific literary figure or historical reference from the 2000s. Final token ""Saul"" is a truncated proper noun mid-list (""including Saul""), part of an example parenthetical clause (""References to: Saul""), immediately expecting a name like ""Banana"" or ""Kurland"" or ""Wolfe's"" or ""and other Jewish literary figures.""","A literary blog format featuring cultural criticism, detailing film adaptations of a novel with scholarly analysis and evocative writing. The sentence ""In his novel, he also incorporates diverse literary inspirations, featuring Saul among them,"" refers to a specific author or character related to a 1970s gay bar setting, possibly a notable literary icon or historical allusion. Final token ""Saul"" represents a shortened proper noun within a list (""including Saul""), featured in an illustrative parenthetical phrase (""References to: Saul""), preceding names such as ""Bellow,"" ""Kurland,"" ""Wolfe's,"" or additional Jewish literary personalities.",3.2459336589907295e-05,0.014727528743306628,0.07897901957622067,-0.014695069406716721,0.06425149083291404,-0.0022710803701879723,0.012423989036528749
