stim_idx,doc_idx,split,topic_true,topic_foreign,foreign_stim_idx,topic_in_default_explanation,error,p3_true,p3_foreign,n_tok_true,n_tok_foreign,p3_true_pt,p3_foreign_pt,p3_true_swap,p3_foreign_swap,p3_true_noinj,p3_foreign_noinj,p3_true_noinj_pt,p3_foreign_noinj_pt,p3_true_corr,p3_foreign_corr,p3_true_swap_corr,p3_foreign_swap_corr
44,554,eval,Monty Can 't Buy Me Love,Mycena galericulata,144,False,,-55.40260314941406,-45.93470764160156,8,7,-6.925325393676758,-6.562101091657366,-48.96571731567383,-20.419036865234375,-49.727256774902344,-26.409997940063477,-6.215907096862793,-3.7728568485804965,-5.675346374511719,-19.524709701538086,0.7615394592285156,5.990961074829102
45,202,eval,Truth in Numbers?,Tropical Storm Abby (1964),145,False,,-41.03227233886719,-59.612972259521484,4,9,-10.258068084716797,-6.623663584391276,-51.49983596801758,-40.467689514160156,-35.90852737426758,-34.420013427734375,-8.977131843566895,-3.8244459364149304,-5.123744964599609,-25.19295883178711,-15.59130859375,-6.047676086425781
46,493,eval,Henry Hoʻolulu Pitman,Perry the Platypus,146,False,,-41.40235900878906,-38.898406982421875,6,5,-6.900393168131511,-7.779681396484375,-57.189697265625,-17.043012619018555,-45.43644714355469,-21.745542526245117,-7.572741190592448,-4.349108505249023,4.034088134765625,-17.152864456176758,-11.753250122070312,4.7025299072265625
47,436,eval,Gregory Helms,Battle of Merville Gun Battery,147,False,,-15.577234268188477,-58.65629959106445,3,6,-5.192411422729492,-9.776049931844076,-28.46621322631836,-22.027446746826172,-20.217988967895508,-37.085968017578125,-6.739329655965169,-6.1809946695963545,4.640754699707031,-21.570331573486328,-8.248224258422852,15.058521270751953
48,32,eval,Elephanta Caves,Road to the North Pole,148,True,,-12.557549476623535,-39.89330291748047,5,5,-2.511509895324707,-7.978660583496094,-39.51573181152344,-39.68016815185547,-21.590473175048828,-31.24509048461914,-4.318094635009766,-6.2490180969238285,9.032923698425293,-8.648212432861328,-17.92525863647461,-8.435077667236328
49,606,eval,Irresistible (The X-Files),M-108 (Michigan highway),149,False,,-39.98298263549805,-57.18446731567383,10,9,-3.9982982635498048,-6.353829701741536,-58.74288558959961,-41.35321807861328,-45.329872131347656,-48.72294616699219,-4.532987213134765,-5.4136606852213545,5.346889495849609,-8.46152114868164,-13.413013458251953,7.369728088378906
50,611,eval,The General in His Labyrinth,T30 Howitzer Motor Carriage,150,False,,-42.9495849609375,-71.96671295166016,6,8,-7.15826416015625,-8.99583911895752,-62.824283599853516,-51.87117004394531,-44.33218765258789,-57.114845275878906,-7.3886979420979815,-7.139355659484863,1.3826026916503906,-14.85186767578125,-18.492095947265625,5.243675231933594
51,571,eval,Subtropical Storm Alpha (1972),Richard Cresswell,151,False,,-36.20315170288086,-31.576379776000977,11,4,-3.291195609352805,-7.894094944000244,-73.56758880615234,-18.720705032348633,-40.047916412353516,-28.833940505981445,-3.64071967385032,-7.208485126495361,3.8447647094726562,-2.7424392700195312,-33.51967239379883,10.113235473632812
52,154,eval,766th Independent Infantry Regiment (North Korea),Ulysses (poem),152,False,,-47.27168655395508,-54.55272674560547,12,8,-3.93930721282959,-6.819090843200684,-85.67816925048828,-23.00649642944336,-49.54990768432617,-24.027111053466797,-4.129158973693848,-3.0033888816833496,2.2782211303710938,-30.525615692138672,-36.12826156616211,1.0206146240234375
53,575,eval,M-47 (Michigan highway),Wilhelm Busch,153,False,,-31.91000747680664,-26.1861629486084,8,3,-3.98875093460083,-8.728720982869467,-66.74501037597656,-19.30137825012207,-47.619380950927734,-20.930301666259766,-5.952422618865967,-6.976767222086589,15.709373474121094,-5.255861282348633,-19.125629425048828,1.6289234161376953
54,316,eval,Stanley Green,Xenon,154,False,,-23.722097396850586,-23.49878692626953,2,2,-11.861048698425293,-11.749393463134766,-23.071208953857422,-18.010719299316406,-19.364452362060547,-19.613605499267578,-9.682226181030273,-9.806802749633789,-4.357645034790039,-3.885181427001953,-3.706756591796875,1.6028861999511719
55,395,eval,2007 Hawaii Bowl,1986 Peach Bowl,155,False,,-38.990787506103516,-40.554466247558594,7,7,-5.5701125008719305,-5.793495178222656,-30.42389678955078,-26.742063522338867,-37.48577117919922,-37.061214447021484,-5.355110168457031,-5.294459206717355,-1.5050163269042969,-3.4932518005371094,7.0618743896484375,10.319150924682617
56,214,eval,Andrew Johnston (singer),President Evil,156,False,,-41.39345932006836,-26.97892951965332,6,2,-6.89890988667806,-13.48946475982666,-47.827552795410156,-28.133630752563477,-38.612449645996094,-23.38753890991211,-6.435408274332683,-11.693769454956055,-2.7810096740722656,-3.591390609741211,-9.215103149414062,-4.746091842651367
57,309,eval,Jane's Attack Squadron,Yo-Yo (Nicola Roberts song),157,False,,-49.01126480102539,-79.00787353515625,4,9,-12.252816200256348,-8.77865261501736,-52.681671142578125,-58.99506378173828,-43.835941314697266,-63.94499588012695,-10.958985328674316,-7.104999542236328,-5.175323486328125,-15.062877655029297,-8.84572982788086,4.949932098388672
58,107,eval,Rachel Green,SMS Zrínyi,158,False,,-23.83339500427246,-46.626075744628906,2,5,-11.91669750213623,-9.325215148925782,-34.89221954345703,-37.712520599365234,-24.53529167175293,-41.095550537109375,-12.267645835876465,-8.219110107421875,0.7018966674804688,-5.530525207519531,-10.356927871704102,3.3830299377441406
59,437,eval,New York State Route 38,Sweet Love (Chris Brown song),159,False,,-22.386686325073242,-70.67811584472656,7,7,-3.1980980464390347,-10.096873692103795,-47.80254364013672,-47.40536117553711,-29.006763458251953,-45.63938903808594,-4.143823351178851,-6.5199127197265625,6.620077133178711,-25.038726806640625,-18.795780181884766,-1.7659721374511719
60,133,eval,Old Baltimore Pike,Development of Fez,160,False,,-27.530750274658203,-42.31172561645508,3,4,-9.1769167582194,-10.57793140411377,-55.455684661865234,-45.06619644165039,-41.34661102294922,-39.10418701171875,-13.782203674316406,-9.776046752929688,13.815860748291016,-3.207538604736328,-14.109073638916016,-5.962009429931641
61,330,eval,"Baltimore mayoral election, 1999",Species of Allosaurus,161,False,,-33.72584533691406,-50.74152755737305,10,5,-3.3725845336914064,-10.148305511474609,-85.8397216796875,-30.682619094848633,-49.99558639526367,-34.31289291381836,-4.999558639526367,-6.862578582763672,16.26974105834961,-16.428634643554688,-35.84413528442383,3.6302738189697266
62,215,eval,Illinois (Sufjan Stevens album),My Boo (Usher and Alicia Keys song),162,False,,-51.93110275268555,-69.32017517089844,8,10,-6.491387844085693,-6.932017517089844,-53.09919738769531,-49.99283218383789,-53.122703552246094,-62.78568649291992,-6.640337944030762,-6.2785686492919925,1.1916007995605469,-6.534488677978516,0.02350616455078125,12.792854309082031
63,311,eval,NoitulovE,Jin – Song Wars,163,False,,-44.63654327392578,-55.89908218383789,5,4,-8.927308654785156,-13.974770545959473,-52.01462173461914,-40.02897644042969,-42.15888214111328,-44.544368743896484,-8.431776428222657,-11.136092185974121,-2.4776611328125,-11.354713439941406,-9.85573959350586,4.515392303466797
64,431,eval,Simon de Montfort's Parliament,Mitsuyo Maeda,164,False,,-19.734743118286133,-53.99175262451172,6,4,-3.289123853047689,-13.49793815612793,-41.06365203857422,-34.9141731262207,-27.829574584960938,-30.03520393371582,-4.638262430826823,-7.508800983428955,8.094831466674805,-23.9565486907959,-13.234077453613281,-4.878969192504883
65,505,eval,Cater 2 U,Leanne Del Toso,165,False,,-39.53792190551758,-51.62950134277344,4,5,-9.884480476379395,-10.325900268554687,-43.31074142456055,-44.28654098510742,-43.01131820678711,-44.38898849487305,-10.752829551696777,-8.877797698974609,3.4733963012695312,-7.240512847900391,-0.2994232177734375,0.102447509765625
66,487,eval,Kitsune,Directed acyclic graph,166,False,,-15.752910614013672,-34.572269439697266,2,4,-7.876455307006836,-8.643067359924316,-25.8820743560791,-6.41307258605957,-19.240541458129883,-22.026283264160156,-9.620270729064941,-5.506570816040039,3.487630844116211,-12.54598617553711,-6.641532897949219,15.613210678100586
67,24,eval,Geopyxis carbonaria,Adams River (British Columbia),167,False,,-38.13719177246094,-41.66205978393555,5,6,-7.627438354492187,-6.943676630655925,-47.910099029541016,-28.443450927734375,-48.21440124511719,-31.734764099121094,-9.642880249023438,-5.289127349853516,10.07720947265625,-9.927295684814453,0.3043022155761719,3.2913131713867188
68,248,eval,Texas A & M Singing Cadets,Stop!! Hibari-kun!,168,False,,-33.47311019897461,-81.62146759033203,8,7,-4.184138774871826,-11.660209655761719,-77.2699966430664,-62.77337646484375,-61.33058166503906,-65.17628479003906,-7.666322708129883,-9.310897827148438,27.857471466064453,-16.44518280029297,-15.939414978027344,2.4029083251953125
69,595,eval,Georgian scripts,Kedok Ketawa,169,False,,-24.016796112060547,-57.43921661376953,2,5,-12.008398056030273,-11.487843322753907,-32.5195426940918,-40.38602066040039,-30.983692169189453,-47.323875427246094,-15.491846084594727,-9.464775085449219,6.966896057128906,-10.115341186523438,-1.5358505249023438,6.937854766845703
70,329,eval,God's Choice,Gerard (archbishop of York),170,False,,-32.114505767822266,-61.736385345458984,3,7,-10.704835255940756,-8.819483620779854,-30.958885192871094,-33.390167236328125,-25.382139205932617,-36.35336685180664,-8.460713068644205,-5.193338121686663,-6.732366561889648,-25.383018493652344,-5.576745986938477,2.9631996154785156
71,513,eval,Inocybe praetervisa,South of Heaven,171,False,,-32.956321716308594,-40.716827392578125,7,3,-4.708045959472656,-13.572275797526041,-42.721717834472656,-26.074357986450195,-35.71596908569336,-31.051931381225586,-5.1022812979561945,-10.350643793741861,2.7596473693847656,-9.664896011352539,-7.005748748779297,4.977573394775391
72,238,eval,"No result, Pts",Blackburn Firecrest,172,False,,-60.51261901855469,-43.39903259277344,5,3,-12.102523803710938,-14.466344197591146,-66.47015380859375,-32.65899658203125,-51.12892532348633,-36.97683334350586,-10.225785064697266,-12.325611114501953,-9.38369369506836,-6.422199249267578,-15.341228485107422,4.317836761474609
73,104,eval,First-move advantage in chess,Tropical Storm Olaf (1997),173,False,,-35.767948150634766,-52.7025146484375,5,10,-7.1535896301269535,-5.27025146484375,-63.6888542175293,-29.48666763305664,-33.9012565612793,-34.91407012939453,-6.780251312255859,-3.491407012939453,-1.8666915893554688,-17.78844451904297,-29.78759765625,5.427402496337891
74,115,eval,Lost Horizons (Lemon Jelly album),Sister Wives,174,False,,-53.59719467163086,-34.62940979003906,9,3,-5.955243852403429,-11.543136596679688,-67.3058853149414,-28.34830093383789,-63.526851654052734,-27.626943588256836,-7.058539072672526,-9.208981196085611,9.929656982421875,-7.002466201782227,-3.779033660888672,-0.7213573455810547
75,129,eval,2010 Haiti earthquake,Ireland,175,False,,-20.02972984313965,-23.68107032775879,7,1,-2.8613899775913785,-23.68107032775879,-40.962310791015625,-19.289432525634766,-24.901029586791992,-13.767661094665527,-3.5572899409702847,-13.767661094665527,4.871299743652344,-9.913409233093262,-16.061281204223633,-5.521771430969238
76,622,eval,Star,James Robert Baker,176,True,,-8.906637191772461,-31.31592559814453,1,3,-8.906637191772461,-10.438641866048178,-12.589925765991211,-23.125572204589844,-13.986411094665527,-24.14082908630371,-13.986411094665527,-8.046943028767904,5.079773902893066,-7.17509651184082,1.3964853286743164,1.0152568817138672
77,169,eval,Cadmium,Rob Howard,177,False,,-13.955789566040039,-33.50897979736328,2,2,-6.9778947830200195,-16.75448989868164,-30.30620765686035,-17.73198127746582,-23.579124450683594,-25.466236114501953,-11.789562225341797,-12.733118057250977,9.623334884643555,-8.042743682861328,-6.727083206176758,7.734254837036133
78,87,eval,Vitamin D (Glee),"The Fox, the Wolf and the Husbandman",178,False,,-37.12137985229492,-65.80564880371094,6,9,-6.186896642049153,-7.311738755967882,-45.24058151245117,-59.892696380615234,-46.14631652832031,-59.970394134521484,-7.691052754720052,-6.663377126057942,9.02493667602539,-5.835254669189453,0.9057350158691406,0.07769775390625
79,60,eval,Paul Thomas Anderson,Boy-Scoutz ' n the Hood,179,False,,-7.9305877685546875,-71.52685546875,3,9,-2.643529256184896,-7.947428385416667,-14.117496490478516,-49.45708465576172,-16.772720336914062,-60.759613037109375,-5.5909067789713545,-6.751068115234375,8.842132568359375,-10.767242431640625,2.655223846435547,11.302528381347656
80,528,eval,Le souper de Beaucaire,M-122 (Michigan highway),180,False,,-43.70225143432617,-70.02477264404297,7,9,-6.24317877633231,-7.780530293782552,-65.50003051757812,-47.34235763549805,-34.40599822998047,-49.35719680786133,-4.9151426042829245,-5.4841329786512585,-9.296253204345703,-20.66757583618164,-31.094032287597656,2.0148391723632812
81,149,eval,AIL Storm,Diamond stingray,181,False,,-32.31707000732422,-35.642799377441406,3,3,-10.772356669108072,-11.880933125813803,-40.12007141113281,-27.5084171295166,-29.160980224609375,-36.16179656982422,-9.720326741536459,-12.053932189941406,-3.1560897827148438,0.5189971923828125,-10.959091186523438,8.653379440307617
