stim_idx,doc_idx,pos,split,cos_own,cos_shuffled_doc,shuffled_doc_stim_idx,cos_shuffled_samedoc,cos_L19,cos_L21,cos_empty,n_tokens,act_norm,parse_ok,cjk,error
26,134,244,pilot,0.9058118201207965,0.2171929984280295,110,0.41769601560506253,0.8731625760375528,0.8784226814732977,0.31853758427980616,145,116.15201568603516,True,False,False
27,265,415,pilot,0.9131462232734604,0.23203140823201782,6,0.35681064715619776,0.8564863046770912,0.8376483734966408,0.350401460563363,145,115.64543914794922,True,False,False
28,109,204,pilot,0.8619692295153444,0.3949065249184966,152,0.2941865342655409,0.81118452753336,0.8386086862850788,0.38855278653303876,146,112.84396362304688,True,False,False
29,111,487,pilot,0.7934917735082035,0.25458553508415,145,0.3488740290478075,0.7637394948985031,0.7317333925840762,0.23962722967438171,146,103.76177215576172,True,False,False
30,126,432,pilot,0.8849677179886848,0.25515840665937634,169,0.2764619502239709,0.8142652471905741,0.7715472053791526,0.12664831035161314,144,123.33782196044922,True,False,False
31,442,365,pilot,0.9395076679533975,0.41242316261265244,35,0.33955884104755135,0.9064600947383996,0.9181589104240863,0.4778324278361696,146,103.10995483398438,True,False,False
32,545,450,pilot,0.9637360001133245,0.4366366453272887,17,0.34166813887332487,0.9011033784485267,0.9187963993092022,0.3959777421241626,145,103.4765853881836,True,False,False
33,168,303,pilot,0.9256380498548303,0.4006997004182228,172,0.3699511847839705,0.8768204949701538,0.8561478661296839,0.41813658877849075,142,111.1321029663086,True,False,False
34,152,435,pilot,0.8721292975890945,0.3429329667387256,4,0.7826641857509833,0.8388567716333919,0.8468609395765939,0.3832546237103641,146,122.31005096435547,True,False,False
35,228,202,pilot,0.9355693404990043,0.38062329414835067,108,0.47751497507813573,0.8805942987379723,0.8261301121782295,0.42423467579801954,144,111.77217102050781,True,False,False
36,64,225,pilot,0.8776994557850186,0.387105268396679,16,0.3591791136285517,0.8338659840465276,0.8387103099057274,0.39376389861355227,147,114.5987548828125,True,False,False
37,171,372,pilot,0.8578541046282586,0.3602874870146315,59,0.30219883151265964,0.8248380740731911,0.8357454253607887,0.3515523421649009,145,104.79086303710938,True,False,False
38,244,52,pilot,0.9057941825241568,0.3692496472753236,96,0.3553541367142565,0.850603656994844,0.8791099105671356,0.4608515262113237,142,129.5709228515625,True,False,False
39,51,279,pilot,0.8895330079303785,0.2868140877683595,84,0.3078752992585678,0.8528707286665693,0.8461231973644177,0.2832617778496775,144,115.55781555175781,True,False,False
40,598,225,eval,0.8764560881634189,0.2855965742099703,80,0.7507461623332188,0.8518618584252038,0.8041923916692606,0.31508149870954455,145,119.75593566894531,True,False,False
41,351,142,eval,0.8451522502372644,0.2124576325721107,5,0.25835571386346196,0.803101462331442,0.765907863908936,0.5117262745363628,143,104.7372817993164,True,False,False
42,377,372,eval,0.9022261455224687,0.17071567575994256,1,0.4369876233877604,0.8553803755724926,0.8646495747055101,0.298296919470521,143,111.78105926513672,True,False,False
43,512,266,eval,0.8973881994501998,0.37208058328850796,24,0.3707272485927472,0.8530814850793643,0.867493865800889,0.3324820607724267,143,119.54602813720703,True,False,False
44,554,393,eval,0.8839904725358461,0.28335847341096676,1,0.2730012849637014,0.8431305819309064,0.818576765095787,0.32691525211062217,149,107.0245361328125,True,False,False
45,202,178,eval,0.8848661629056508,0.2289963255274918,134,0.2212507119590315,0.8027876015585571,0.8617613211186691,0.42346047267391806,146,101.81363677978516,True,False,False
46,493,146,eval,0.9126302376390062,0.31629258482053974,105,0.440778383197583,0.8805552689814328,0.8814725123607772,0.35789290685500086,142,123.77147674560547,True,False,False
47,436,370,eval,0.8929812449451633,0.34418990783543313,129,0.37648762860633955,0.83969509538348,0.857685215414291,0.3542080002511649,145,103.33445739746094,True,False,False
48,32,40,eval,0.8996911309373561,0.3093336114556603,51,0.5703152605286236,0.8560785993310904,0.8098055468694534,0.45127342894233957,144,100.0970687866211,True,False,False
49,606,203,eval,0.8391334933586021,0.21228260245395383,123,0.2973807115769994,0.7878889447417282,0.7729654966602777,0.35788814722482953,144,118.66777801513672,True,False,False
50,611,214,eval,0.8940764736951006,0.3292205640729364,152,0.30640691389405306,0.8313022267426035,0.8536666145733433,0.3744466482442854,146,118.33050537109375,True,False,False
51,571,172,eval,0.8991241584243834,0.12633108383356706,76,0.2999769557261099,0.8543734980744098,0.8000569182015419,0.3344392745782137,138,120.10110473632812,True,False,False
52,154,408,eval,0.8549496520398193,0.3468687795568123,92,0.5390580066909945,0.8075752096728671,0.8318279324120753,0.32384763328192473,145,114.92878723144531,True,False,False
53,575,55,eval,0.9140736077258251,0.28502733884668446,199,0.49676046619134934,0.863598819052683,0.8713851009904154,0.4358817204496998,143,101.49183654785156,True,False,False
54,316,348,eval,0.8647387305511626,0.2724473714217468,160,0.26442969094591506,0.8275998940157152,0.8425183358789922,0.28793070709742846,144,109.68121337890625,True,False,False
55,395,300,eval,0.7994054719400961,0.31162197165445765,196,0.21615136596812484,0.7415509723906464,0.7540951780230727,0.43969957622995126,147,95.41879272460938,True,False,False
56,214,442,eval,0.8189734233163892,0.22177620142168594,75,0.31701802334997914,0.77154021979085,0.7308300638731026,0.4567057788704074,145,80.00147247314453,True,False,False
57,309,459,eval,0.8977141976973927,0.4095378375227585,137,0.48470463715644413,0.8497373236991799,0.8695355498684308,0.3404552560868106,143,137.43704223632812,True,False,False
58,107,365,eval,0.8961252919911622,0.228245688347027,190,0.5511768508783583,0.8440671396071423,0.8790306775367167,0.36240867669272586,143,117.90853881835938,True,False,False
59,437,396,eval,0.8633531194606237,0.46706269125862,130,0.40306267146376074,0.812200361228554,0.8426438599224653,0.31230926302414896,145,102.5267333984375,True,False,False
60,133,298,eval,0.8909317153231097,0.2971378019053131,168,0.20942237474552683,0.8467305077013632,0.8494548944593269,0.3003787798552016,144,119.33595275878906,True,False,False
61,330,510,eval,0.8937795982447434,0.5071186559690167,137,0.44142053837593415,0.8517342917275867,0.8281003913017241,0.34461530827441766,143,119.87686920166016,True,False,False
62,215,485,eval,0.925907818840253,0.310489912939539,140,0.28600150118607076,0.8777165644554444,0.9026570036425103,0.32799700617486705,145,106.54206085205078,True,False,False
63,311,325,eval,0.9020529767698311,0.33173661323436204,77,0.4910473922192044,0.854399133538982,0.8563531911284331,0.34836937429736126,145,116.00274658203125,True,False,False
64,431,461,eval,0.9069603518111161,0.22829418631199674,175,0.4319362121970887,0.8504994857802395,0.866519167375861,0.31293170299656503,144,130.31068420410156,True,False,False
65,505,463,eval,0.8709104170652038,0.3570163355733389,27,0.27242543923372853,0.8232338837685353,0.8389158196888147,0.31888991310501,144,113.7861328125,True,False,False
66,487,457,eval,0.8872040192986572,0.3834579573197461,115,0.2749177675454214,0.8314641340281164,0.8468236584886197,0.37626630612723067,145,111.60987091064453,True,False,False
67,24,392,eval,0.8152549859747157,0.7685288008886991,144,0.3137478670410082,0.7917839670925864,0.7685482682076014,0.5006135001273221,143,80.7308120727539,True,False,False
68,248,40,eval,0.8677497710112528,0.42923474440408393,169,0.2361931320986257,0.8085942917886746,0.8185904789244322,0.22310716664104557,146,121.04952239990234,True,False,False
69,595,331,eval,0.8693632494104001,0.26772152622716805,105,0.3237007161429263,0.8247881869682333,0.8501088850505564,0.40349399000958597,143,102.15807342529297,True,False,False
70,329,268,eval,0.9241751918755847,0.2266863921037189,75,0.4254954074002705,0.8913438370832414,0.8780035322044277,0.4718854174918755,144,106.40249633789062,True,False,False
71,513,394,eval,0.8892084802435517,0.29445906981601166,62,0.2814399831430569,0.8550575189317862,0.8564767449720366,0.3666096782703893,143,103.50291442871094,True,False,False
72,238,219,eval,0.9243353654254957,0.42709618148679007,84,0.39004461602814144,0.8776987344095075,0.8869163213291242,0.3967756806169788,146,104.15827941894531,True,False,False
73,104,251,eval,0.8158129468330602,0.5192594931936951,97,0.22848145915488496,0.775781103943343,0.7919457849532222,0.5170844806200575,145,92.76123046875,True,False,False
74,115,113,eval,0.9384561350386859,0.34699889519030297,143,0.30547956567967993,0.8882483511487544,0.896417097366871,0.3881760024805071,140,132.8726806640625,True,False,False
75,129,40,eval,0.7981617598261463,0.2655326392641609,177,0.25531896317758335,0.7147787126144795,0.7520216829390901,0.21153252402010445,144,114.38236236572266,True,False,False
76,622,484,eval,0.8165510187590126,0.18947883845234825,14,0.2647160900440937,0.7599289946718767,0.7015668116839381,0.09474201818706096,142,137.17677307128906,True,False,False
77,169,189,eval,0.8530178711007769,0.3259757045607779,186,0.2552684964010915,0.8172629825678555,0.8222995424055506,0.34282556261837765,148,114.97297668457031,True,False,False
78,87,315,eval,0.7967841481608959,0.35611576456977373,106,0.3616907259770741,0.771403397787985,0.7798301188134206,0.4877148834090785,140,106.09453582763672,True,False,False
79,60,24,eval,0.8839908756785633,0.4370845043904101,71,0.3924971671867188,0.8528554048705776,0.821053028031963,0.39980173680966746,143,116.27408599853516,True,False,False
80,528,430,eval,0.9421320718734909,0.4966043877667497,134,0.4867397733465301,0.8847683709008449,0.9212351683886926,0.387839075474186,143,106.13996887207031,True,False,False
81,149,218,eval,0.6792819898977669,0.28957339034805,114,0.2869747577095476,0.6386211507481264,0.6794791369750233,0.304817349610305,149,113.91838836669922,True,False,False
82,207,224,eval,0.8091214132469876,0.27681578368457704,50,0.3225023772158938,0.7579849827134831,0.7637697887762233,0.3772451021128541,144,110.98174285888672,True,False,False
83,497,130,eval,0.9288348398295974,0.5108035602906283,64,0.20147261825893362,0.880689319634391,0.865537000965723,0.3429283363429786,145,122.36223602294922,True,False,False
84,69,54,eval,0.935528297211703,0.4720673890610454,143,0.4306962853783039,0.895449017430209,0.9051768262674651,0.45799350878623457,143,110.29837036132812,True,False,False
85,173,155,eval,0.9251781633958069,0.34753117991142873,118,0.23705582530442007,0.8768832071798701,0.885098909155129,0.4007854167814476,143,111.60870361328125,True,False,False
86,425,387,eval,0.8538310523407067,0.30400579976493475,100,0.3081315322890685,0.8063082907606689,0.7984396547342631,0.26510317810794365,145,120.7758560180664,True,False,False
87,413,474,eval,0.905171649212226,0.30878170712559294,67,0.3854244978986498,0.8697982681211487,0.8748937577147192,0.35776205612339573,146,120.93568420410156,True,False,False
88,537,73,eval,0.8836902098915548,0.3571049200545106,152,0.5360326617486474,0.8452413375169768,0.8630673660134329,0.4103747370919629,147,118.47649383544922,True,False,False
89,272,377,eval,0.8916832463944765,0.2714073405730475,78,0.4359688693442549,0.8607515529751454,0.8242747908631316,0.26999136552487807,147,112.02400970458984,True,False,False
90,549,476,eval,0.8885074572422635,0.23481886447347566,65,0.34032022327172323,0.8493283557657891,0.8277674736649522,0.3505516955213771,141,113.31953430175781,True,False,False
91,219,496,eval,0.8898315713225826,0.240360698862726,178,0.2532523044343676,0.8520373031863335,0.8465245107071986,0.29928353150828363,143,117.78365325927734,True,False,False
92,531,23,eval,0.9057902970912707,0.36800155674466106,52,0.5292831264687725,0.862294353715955,0.8639554917158571,0.3109660244151329,143,123.19778442382812,True,False,False
93,416,444,eval,0.8981409504146745,0.3293473639207281,45,0.17749317433130016,0.8462319494278807,0.8641041375515506,0.39819035629228505,149,113.55548858642578,True,False,False
94,576,502,eval,0.871936969390669,0.32728350833685915,142,0.5027758389498749,0.8112270203914516,0.7728380223886018,0.15475879862595274,144,107.28668212890625,True,False,False
95,297,490,eval,0.9066623617733167,0.38690015180670356,124,0.3045516137293001,0.841228769606551,0.8502111529822904,0.3263442934093443,145,120.15164947509766,True,False,False
96,62,89,eval,0.8597305561292348,0.18700298604894897,9,0.3644046773178237,0.7998504796731011,0.7848516072723619,0.2812211387257781,146,107.54816436767578,True,False,False
97,5,498,eval,0.8639323374532557,0.4096002526999179,16,0.372172477195259,0.810485121717262,0.8417207475498528,0.3265730339467289,143,103.3329086303711,True,False,False
98,550,457,eval,0.8670939832591201,0.24748484825119058,75,0.11598754311550105,0.8591522233191954,0.8421231441549938,0.45631356820143787,144,117.62220764160156,True,False,False
99,337,423,eval,0.9029124553877792,0.15382410235145716,166,0.3554472767093418,0.8538927067852581,0.871454901835748,0.40566437437271907,144,104.62156677246094,True,False,False
100,379,254,eval,0.8851544892279158,0.2848332681390436,80,0.24695002670641092,0.813001322477497,0.783597307753344,0.24366702213233266,140,129.5963134765625,True,False,False
101,538,131,eval,0.9157015132497454,0.46425076787501596,157,0.43933341031584394,0.8699138542154926,0.8806087001553087,0.43003182087925634,143,117.41099548339844,True,False,False
102,75,413,eval,0.9017038694486287,0.3943249186241587,63,0.341732048247093,0.867566232743903,0.8620399097457799,0.30909091294416347,146,129.4025115966797,True,False,False
103,95,474,eval,0.8927301864260383,0.28751510052423335,47,0.34161956360070034,0.8505924978016541,0.847113285924404,0.1939235189586074,147,123.93675994873047,True,False,False
104,469,148,eval,0.8688086894865119,0.3980582689408686,158,0.37722907865141947,0.8423918039949895,0.8301808028772353,0.3409714243517994,143,115.90921783447266,True,False,False
105,99,283,eval,0.9197639529033973,0.2958745376393412,175,0.357653794941014,0.8844570670646213,0.8524764304319494,0.28907532199726954,143,118.92169952392578,True,False,False
106,381,235,eval,0.9022210723336441,0.2688784081372661,15,0.5177556250457108,0.8466145148458023,0.8335238512083435,0.3811671061919525,144,112.32169342041016,True,False,False
107,280,477,eval,0.9074540899319065,0.3223174673158734,11,0.6529323918543992,0.8455774889399461,0.8738810298199716,0.3773480534891382,144,110.15665435791016,True,False,False
108,91,36,eval,0.879589613575141,0.17337699606297333,134,0.47767900787628226,0.8359827600900037,0.8249414202990643,0.30630022940242885,145,111.7647933959961,True,False,False
109,303,379,eval,0.8641835947990718,0.2917562182361873,67,0.31176185095038345,0.8194513344352048,0.8301452376087256,0.2043951121030827,146,122.94449615478516,True,False,False
110,160,320,eval,0.8688460975130029,0.16307494868126118,114,0.2294333447547714,0.8282409057166078,0.7883107050946158,0.28512936540200834,142,124.51284790039062,True,False,False
111,55,30,eval,0.8324446589130039,0.21571211704469564,30,0.3228620015388271,0.7667469025560228,0.7729035983274168,0.35928336655228926,147,105.94225311279297,True,False,False
112,591,372,eval,0.9158290738245534,0.4691594111139204,172,0.5221580511777724,0.8778272232720162,0.8902533538211378,0.4269652333327536,144,103.09983825683594,True,False,False
113,52,23,eval,0.9019248050295584,0.3663430815303286,90,0.408747088003297,0.8278177005978699,0.8441351623150488,0.4299521137526375,142,99.9455337524414,True,False,False
114,47,391,eval,0.9010468338847171,0.23456908125675485,178,0.43255528714657376,0.8348452585257087,0.8296046208451235,0.2493185584521854,147,115.06259155273438,True,False,False
115,415,270,eval,0.9051700277289001,0.5158639492434778,159,0.354363042823957,0.8632995995074452,0.8730902590069927,0.3371410551229172,145,119.643310546875,True,False,False
116,212,476,eval,0.9133378872134441,0.3942773159509793,141,0.4439991411480578,0.8583129043382326,0.8492554585119121,0.3315977846432798,143,109.2662124633789,True,False,False
117,221,48,eval,0.8959252553986603,0.3396018988470158,46,0.3587812815331577,0.8494866454529165,0.7540122448782992,0.4278951415879727,143,99.85723876953125,True,False,False
118,567,433,eval,0.8628375938735265,0.4123229378936163,153,0.2904729345029338,0.8067934307870878,0.8254325428569506,0.3531728903025998,145,115.703125,True,False,False
119,296,49,eval,0.8769603088237321,0.3264636080307432,10,0.24782862077902035,0.8361645390111115,0.8398105814846138,0.3341580931873554,144,121.02581787109375,True,False,False
120,393,186,eval,0.8793253036354206,0.278141051550119,114,0.31711587025294025,0.8077213763689537,0.8186934870170974,0.2128084718590695,143,131.31605529785156,True,False,False
121,373,229,eval,0.9021923295943186,0.3105193326693206,80,0.4196087776743167,0.8794400940936835,0.869272267001813,0.36527544764193753,144,126.22636413574219,True,False,False
122,281,495,eval,0.8471802088303045,0.3423913083938608,199,0.3306920464334086,0.8122177248662932,0.8089469686544627,0.27360541638008984,142,110.60575103759766,True,False,False
123,517,294,eval,0.9114355866431232,0.3501865941108724,39,0.37416097630174006,0.8609666800617154,0.8744252364192817,0.39142888325035097,145,109.25508880615234,True,False,False
124,419,144,eval,0.8840491072969107,0.2908778531222914,189,0.4735021863014809,0.8225361905899308,0.8534724362483346,0.3594247076414759,143,109.73383331298828,True,False,False
125,465,119,eval,0.8533871672516117,0.17562240602893792,18,0.20085798543465655,0.7563557279231191,0.771999395570318,0.26713029683675843,139,112.69075775146484,True,False,False
126,464,124,eval,0.87194837729231,0.38594191012545515,124,0.2997628073078859,0.8393596237577927,0.7978943656505886,0.18191707081621716,142,123.39217376708984,True,False,False
127,557,77,eval,0.9152670107783298,0.4606460479605535,116,0.4490604892885301,0.8806825364001559,0.8754266456185934,0.33804974457740505,144,115.44890594482422,True,False,False
128,331,159,eval,0.918499494198178,0.39548707506238917,179,0.38139507461204114,0.8876211037516001,0.8879797867383435,0.3913660638392414,145,119.81548309326172,True,False,False
129,98,306,eval,0.8332392602637032,0.3011964386415138,59,0.4259659778494394,0.8098729018845846,0.7939190280259981,0.28416277873325424,146,107.41468811035156,True,False,False
130,26,290,eval,0.9160329404056763,0.18366154326552786,180,0.194822137505041,0.8718347642438554,0.8936830215106255,0.4535976805948304,147,107.33540344238281,True,False,False
131,435,417,eval,0.8193717256599727,0.21627348478611025,134,0.3993747398239202,0.7848263107687747,0.7609534608449282,0.2802740573078682,144,104.41064453125,True,False,False
132,426,293,eval,0.9329782556800509,0.3098033077014785,178,0.2811776072381498,0.8877331310249592,0.9015292463042657,0.4359744602976276,136,140.20823669433594,True,False,False
133,223,159,eval,0.9142826284386373,0.42358544514481566,39,0.3633665332699827,0.8673828897559558,0.8655494494133177,0.3643482752395804,141,117.60519409179688,True,False,False
134,97,220,eval,0.8971884566463244,0.3750226606888364,151,0.3584690350098642,0.8297969919593853,0.8605552776352676,0.24208005178407338,145,107.86257934570312,True,False,False
135,33,421,eval,0.9020259253976409,0.2128742795292819,188,0.4664146576774863,0.8656832941277219,0.8654820627052792,0.3421126645179287,143,121.12425231933594,True,False,False
136,96,368,eval,0.7847762112434621,0.23826669509636741,9,0.13574477706015464,0.7583255065413272,0.7622554381626062,0.480914385168052,143,106.82110595703125,True,False,False
137,540,331,eval,0.8901798521815971,0.36192098255822736,73,0.5087092467248384,0.8620258327859982,0.8718418705322224,0.41273009038693237,145,106.53231811523438,True,False,False
138,384,56,eval,0.8127081133470961,0.34809486205619267,127,0.3118508789348699,0.7567921966237883,0.7769737274992156,0.44264877710797,146,108.12117767333984,True,False,False
139,579,130,eval,0.9621672875997088,0.3626638327739883,21,0.41971356921643127,0.9086746541489537,0.9246192830299219,0.4071675359287015,143,106.52153778076172,True,False,False
140,315,28,eval,0.8914699055144052,0.22457774620516555,102,0.40742315171891363,0.8312366749110371,0.8132489159058762,0.38577906055912,136,112.18790435791016,True,False,False
141,317,484,eval,0.8873071523390885,0.22746262040015727,125,0.5174860974298985,0.829981969142432,0.8708037555428898,0.3697868757737562,146,99.94479370117188,True,False,False
142,77,422,eval,0.8936654440042254,0.42791559995574385,152,0.31010629742423723,0.8569774487056014,0.8427390026693745,0.3463134494897061,143,110.92594909667969,True,False,False
143,105,36,eval,0.9083740210407427,0.3900349502342779,185,0.4000713131581958,0.8609019667127845,0.8493566566135227,0.49860507839998824,145,111.85863494873047,True,False,False
144,216,482,eval,0.8247890184424578,0.3295163942878091,81,0.31000240547480495,0.7807960375167688,0.7893455429392036,0.5055422517114466,141,82.888671875,True,False,False
145,359,310,eval,0.8646711882143121,0.5221632905814771,88,0.18963918113431197,0.8056953302449095,0.8082526982763217,0.2844018836867996,145,109.97348022460938,True,False,False
146,623,407,eval,0.9341455002882673,0.222355045802843,94,0.48713847561077145,0.8908162162302193,0.8928597780708871,0.4716659835689495,141,119.47953033447266,True,False,False
147,289,442,eval,0.9067909056946184,0.3318375703723707,190,0.3736233405700281,0.8438925486308785,0.8876366335747818,0.3426384845715628,143,112.16368865966797,True,False,False
148,475,72,eval,0.8263336908754233,0.2919109777745917,39,0.4915686024257781,0.7876233968908154,0.8179904913238341,0.43038335843234027,145,97.3639907836914,True,False,False
149,376,66,eval,0.9625658066153824,0.39511790966082905,99,0.3258782551017948,0.907993754528824,0.9296976530016366,0.41496986372162303,143,99.62068939208984,True,False,False
150,530,70,eval,0.9289029653903451,0.1651207866108235,9,0.3075020801568182,0.8854898977127293,0.8843755169726881,0.3025929510726095,146,127.70670318603516,True,False,False
151,346,144,eval,0.9096310777940992,0.5266672844394472,85,0.44922742175113806,0.8534186216122728,0.8752034999086511,0.40255734811232896,144,109.50712585449219,True,False,False
152,172,275,eval,0.8977440975216446,0.21965591377429866,189,0.4352978431488803,0.8621116994766537,0.8518530912466311,0.30507877796004645,148,129.692138671875,True,False,False
153,617,487,eval,0.8859772861442085,0.4010824889543959,124,0.4617862633327025,0.8394578921649618,0.8437194783989768,0.28574124769056314,146,106.49421691894531,True,False,False
154,348,330,eval,0.7939600912485353,0.270430020733187,69,0.3275256016466138,0.75037910881848,0.7277511339647191,0.2550616708810103,142,110.49213409423828,True,False,False
155,184,405,eval,0.9005202260376267,0.33865150030723695,199,0.26176120725935065,0.843183225810205,0.7939324474149554,0.10584210961684765,147,117.95494842529297,True,False,False
156,458,34,eval,0.8424208733745383,0.18878288605964647,120,0.23669239515386623,0.7946360938148054,0.8219401664930625,0.32270668512880757,145,110.52971649169922,True,False,False
157,501,218,eval,0.9179487936400337,0.2894434843216112,189,0.39242502212004954,0.8608760249920908,0.8690527485483541,0.40726959405769103,141,112.61274719238281,True,False,False
158,23,252,eval,0.8667564623040475,0.18283146159504163,3,0.4424595842531967,0.8193244988141719,0.8251405893816615,0.2134610138504858,144,118.7383804321289,True,False,False
159,490,229,eval,0.9033892069465512,0.37582494961118385,92,0.4762044031699843,0.863671268601943,0.8162387712769176,0.35772250288163326,144,119.33451080322266,True,False,False
160,603,258,eval,0.8889499505732108,0.18873080777320533,166,0.41961481808451206,0.864898174176329,0.8391454539186756,0.35849524047288245,146,108.11918640136719,True,False,False
161,58,359,eval,0.9365982715743219,0.4257795362608846,151,0.2982760219642528,0.8868368088114499,0.9018578936176527,0.39341477133606867,142,117.71552276611328,True,False,False
162,264,19,eval,0.932809381344513,0.24897754324314836,81,0.4127243507910625,0.8798218136691065,0.908229760910446,0.42038519376887373,142,124.15046691894531,True,False,False
163,529,503,eval,0.8839294496882174,0.3845350002598624,99,0.370408085373471,0.8514401517708883,0.8486121379121211,0.3719288564261016,145,107.91551208496094,True,False,False
164,486,268,eval,0.7185959653579632,0.39230163232853443,84,0.40850837541535934,0.7024701292651611,0.6664153215133549,0.40246474754558403,146,98.92487335205078,True,False,False
165,85,332,eval,0.896738184698408,0.3666608863705474,105,0.36090049658280093,0.8485201789219551,0.8562353303474677,0.23741750332892375,145,121.09281158447266,True,False,False
166,498,97,eval,0.8138459147205434,0.16556057407193425,46,0.28183540588995243,0.7632410933012412,0.6943997284573458,0.20470897894870535,143,119.52457427978516,True,False,False
167,424,331,eval,0.9109389179188779,0.3837051828704071,157,0.30176953611217705,0.856254895117031,0.8546019074472605,0.3482022591814391,146,97.40978240966797,True,False,False
168,205,300,eval,0.9160499448691369,0.3021189711157568,15,0.4386059711166459,0.8673565792309165,0.8703037941376565,0.3669378575845188,147,118.4527816772461,True,False,False
169,263,381,eval,0.9533332633883294,0.2915721841994688,82,0.4025153066917171,0.8950087609978381,0.9266939381535401,0.3997943737569566,145,100.79705810546875,True,False,False
