row,stim_idx,claim_idx,n_claims,split,has_det,n_tok_claim,n_tok_corrupt,n_tok_paraphrase,d_corr_T_last,d_para_T_last,d_det_T_last,d_corr_T_mean,d_para_T_mean,d_det_T_mean,d_corr_AR,d_para_AR,d_det_AR,S_T_last,S_det_T_last,ratio_T_last,S_T_mean,S_det_T_mean,ratio_T_mean,S_AR,S_det_AR,ratio_AR,claim,corrupt,paraphrase,corrupt_det
144,42,0,3,eval,True,24,24,23,0.009158453615526363,0.07057473985136564,0.03434104331377574,5.362865059133082e-05,0.0009187389605798124,0.00033413960253214636,0.0083267610036164,0.034758429758802944,0.015076278131113008,-0.06141628623583928,-0.0362336965375899,0.12976956960542227,-0.0008651103099884816,-0.000584599358047666,0.05837202175195226,-0.026431668755186544,-0.019682151627689937,0.23956090828607007,"British video game wiki format with structured article detailing a NES platform game's mechanics and stages, listing features and gameplay elements.","British video game wiki format with structured article detailing a PlayStation platform game's mechanics and stages, listing features and gameplay elements.","A structured British wiki format for an NES platform game, detailing its mechanics, stages, features, and gameplay elements.","British video game wiki format with structured article detailing a Deinonychus platform game's mechanics and stages, listing features and gameplay elements."
145,42,1,3,eval,True,53,53,44,0.026038427682673615,0.06795152305489616,0.010194689874443053,8.530929168648616e-05,0.0015796885446901499,0.0009461024303014653,0.005649907181823788,0.11036738702428284,0.009167044520450585,-0.04191309537222254,-0.057756833180453104,0.3831912297482705,-0.0014943792530036637,-0.0006335861143886845,0.05400386802400929,-0.10471747984245905,-0.10120034250383225,0.05119181792879363,"The sentence ""Once the player enters the stage select screen the player will begin to scroll through the levels of the stage to create the map of the game"" describes a loading sequence detail, suggesting continuation of describing the level loading mechanics or screen display of the entire dungeon.","The sentence ""Once the player enters the stage select screen the player will begin to scroll through the levels of the stage to create the map of the game"" describes a loading sequence detail, suggesting continuation of describing the character creation mechanics or screen display of the entire dungeon.","The sentence ""Upon entering the stage select screen, the player starts scrolling through the levels to form the game's map"" outlines a loading process, indicating further details on how levels load or are displayed across the entire dungeon.","The sentence ""John the player enters the stage select screen the player will begin to scroll through the levels of the stage to create the map of the game"" describes a loading sequence detail, suggesting continuation of describing the level loading mechanics or screen display of the entire dungeon."
146,42,2,3,eval,False,57,57,60,0.008421142018243621,0.09973457722009549,,0.0001333330344905903,0.0013451408159182998,,0.003921675922454626,0.009173156271027216,,-0.09131343520185187,,0.08443553131688464,-0.0012118077814277095,,0.09912198998999715,-0.00525148034857259,,0.42751652829037373,"Final token ""game"" ends mid-phrase (""the view of the game""), part of a clause listing what the accumulated points create (""the accumulated stages will form the view of the game""), expecting ""world"" or ""world map"" or ""play area"" or ""overall progression.""","Final token ""game"" ends mid-phrase (""the view of the game""), part of a clause listing what the accumulated points create (""the accumulated stages will form the view of the game""), expecting ""hell"" or ""world map"" or ""play area"" or ""overall progression.""","Final token ""game"" concludes in the middle of a phrase (""the view of the game""), which is part of a clause explaining what the accumulated points represent (""the accumulated stages will form the view of the game""), anticipating ""world,"" ""world map,"" ""play area,"" or ""overall progression.""",
147,43,0,3,eval,True,25,26,26,0.002326510606570409,0.09452936261606593,0.005498774111478699,4.146397386040057e-05,0.0009288887521381461,5.199725598226124e-05,0.0028930397164855792,0.027764182197332454,0.0062455899322111375,-0.09220285200949552,-0.08903058850458723,0.02461151267907737,-0.0008874247782777456,-0.0008768914961558849,0.044638255942875245,-0.024871142480846875,-0.021518592265121317,0.10420042974518222,"Wiki article format with comic book character biography listing appearances and sales figures for the superhero ""Darkwolf,"" detailing his media history.","Wiki article format with comic book character biography listing appearances and sales figures for the superhero ""Dawnlight,"" detailing his media history.","Comic book character biography in a wiki format for the superhero ""Darkwolf,"" including his appearances and sales figures along with media history.","Wiki article format with comic book character biography listing appearances and sales figures for the superhero ""Oakland,"" detailing his media history."
148,43,1,3,eval,True,55,55,58,0.01774601915014551,0.06433897997309257,0.004682659874448825,0.00021362519607093233,0.0004184773784666751,0.0002797148663786775,0.028423970337455917,0.1726624884061453,0.00242047905441789,-0.04659296082294706,-0.059656320098643745,0.27582064803587397,-0.00020485218239574277,-0.00013876251208799761,0.5104820644156852,-0.14423851806868937,-0.1702420093517274,0.1646215724089163,"The sentence ending ""His comic book appearances also influenced the character's video game and comic book series as well as the Darkwolf comic book series and the Darkwolf comic book"" suggests a concluding clause listing another media property or publication series, likely a comic book series or series.","The sentence ending ""His comic book appearances also influenced the character's video game and comic book series as well as the Darkwolf novel series and the Darkwolf comic book series"" suggests a concluding clause listing another media property or publication series, likely a comic book series or series.","The sentence ending ""His comic book appearances also influenced the character's video game and comic book series, as well as the Darkwolf comic book series and the Darkwolf comics,"" implies a final clause that enumerates an additional media property or publication series, probably another comic book series or collection.","The sentence ending ""Saul comic book appearances also influenced the character's video game and comic book series as well as the Darkwolf comic book series and the Darkwolf comic book"" suggests a concluding clause listing another media property or publication series, likely a comic book series or series."
149,43,2,3,eval,False,54,53,55,0.019663663945785226,0.16748483152195037,,0.0001780188809781258,0.001341293461828319,,0.03424373527286351,0.012293705139364342,,-0.14782116757616515,,0.11740564066070741,-0.0011632745808501932,,0.13272179880416923,0.021950030133499165,,2.7854690579177266,"Final token ""book"" ends an incomplete noun phrase (""the comic book comic book""), part of a list of media appearances (""his participation in the comic strip and the graphic novel comic book""), expecting ""series"" or ""series' storyline"" or ""comic book series.""","Final token ""book"" ends an incomplete noun phrase (""the comic book comic book""), part of a list of media appearances (""his participation in the comic strip and the graphic novel comic book""), expecting ""movie"" or ""movie's storyline"" or ""film series.""","The final token ""book"" concludes an unfinished noun phrase (""the comic book comic book""), as part of a list of media appearances (""his involvement in the comic strip and the graphic novel comic book""), anticipating ""series,"" ""series' storyline,"" or ""comic book series.""",
150,44,0,3,eval,False,25,24,23,0.023711306571222557,0.07725742262362567,,7.804005112677093e-05,0.0013919444168992712,,0.026717613747597402,0.14713589838974706,,-0.053546116052403114,,0.3069129899237867,-0.0013139043657725002,,0.0560654938367545,-0.12041828464214965,,0.1815846033496553,"Narrative momentum: a comic book description listing character traits and dialogue, with a specific scene detailing a gangster's actions.","Narrative momentum: a comic book description listing character traits and dialogue, with a specific scene detailing a puppy's actions.","A comic book description focusing on character traits and dialogue, including a particular scene that outlines a gangster's activities.",
151,44,1,3,eval,True,52,52,58,0.005515497845450579,0.06400435571758623,1.1102230246251565e-16,5.42941753616244e-05,0.001037208395139766,-2.220446049250313e-16,0.0026675500656380136,0.04811909137429371,0.0,-0.05848885787213565,-0.06400435571758611,0.08617378901191106,-0.0009829142197781415,-0.001037208395139988,0.0523464480388323,-0.045451541308655696,-0.04811909137429371,0.0554364180505511,"The sentence structure ""The Mayor of New York is seen causing trouble by throwing a party and nearly getting killed by a falling object from the top of"" mirrors a specific action sequence, listing concrete locations like ""the Empire State Building,"" implying a familiar physical location.","The sentence structure ""The Mayor of New York is seen causing trouble by throwing a party and nearly getting killed by a falling object from the top of"" mirrors a specific action sequence, listing concrete locations like ""the Statue of Liberty,"" implying a familiar physical location.","The structure of the sentence ""The Mayor of New York is observed to cause trouble through hosting a party and narrowly avoiding death from an object falling from the peak of"" reflects a particular sequence of events, detailing precise locations such as ""the Empire State Building,"" suggesting a well-known geographical setting.","The sentence structure ""The Mayor of New York is seen causing trouble by throwing a party and nearly getting killed by a falling object from the top of"" mirrors a specific action sequence, listing concrete locations like ""the Empire State Building,"" implying a familiar physical location."
152,44,2,3,eval,True,63,61,64,0.01238133033570843,0.10843022897854049,0.0036585275913111337,0.00020508922443684963,0.0008664456134228615,9.307837812788655e-05,0.005318759811252294,0.0026817212599102858,0.001689928050899181,-0.09604889864283206,-0.10477170138722935,0.11418707174508345,-0.0006613563889860119,-0.000773367235294975,0.23670178630907043,0.002637038551342008,-0.0009917932090111048,1.983338048873218,"Final token ""top of"" is mid-phrase in an incomplete clause (""when he climbs up the top of""), part of a list of actions (""He throws himself off the top of""), expecting a specific building or structure like ""the Empire State Building"" or ""his office building"" or ""a skyscraper.""","Final token ""top of"" is mid-phrase in an incomplete clause (""when he climbs up the top of""), part of a list of actions (""He throws himself off the top of""), expecting a specific building or structure like ""a submarine"" or ""his office building"" or ""a skyscraper.""","The final token ""top of"" is mid-phrase in an incomplete clause (""when he climbs up the top of""), part of a list of actions (""He throws himself off the top of""), anticipating a specific building or structure such as ""the Empire State Building,"" ""his office building,"" or ""a skyscraper.""","Final token ""top of"" is mid-phrase in an incomplete clause (""when he climbs up the top of""), part of a list of actions (""Two throws himself off the top of""), expecting a specific building or structure like ""the Empire State Building"" or ""his office building"" or ""a skyscraper."""
153,45,0,3,eval,False,29,28,32,0.004579928335141981,0.05423723557791382,,0.00011044750312849683,0.0010274003176308222,,0.010682669403835221,0.03598306405485907,,-0.04965730724277184,,0.08444251050669317,-0.0009169528145023254,,0.10750191647126213,-0.02530039465102385,,0.2968804820942606,"Historical/encyclopedic article format with a blog-style presentation of a science fiction author's talk, listing conference presentations and book exhibits.","Historical/encyclopedic article format with a blog-style presentation of a romance author's talk, listing conference presentations and book exhibits.","A historical/encyclopedic article style that presents a science fiction author's talk in a blog-like format, including details of conference presentations and book exhibits.",
154,45,1,3,eval,True,48,50,43,0.006436341982208549,0.24471369573164814,0.020845240988211167,9.605564223857943e-05,0.0020390439856122766,4.0866479715573334e-05,0.23304127887447912,0.11438047957925057,0.009795789494845275,-0.2382773537494396,-0.22386845474343697,0.02630151926301097,-0.0019429883433736972,-0.0019981775058967033,0.04710817565307999,0.11866079929522855,-0.1045846900844053,2.0374217675229476,"The sentence structure ""The 'Open Source' panel appeared at TED 2008"" establishes a date reference (""The conference was held at IFLA 20""), implying a second event date follows about the book's attendance.","The sentence structure ""The 'Open Source' panel appeared at TED 2008"" establishes a date reference (""The conference was held at IFLA 1900""), implying a second event date follows about the book's attendance.","The phrase ""The 'Open Source' panel appeared at TED 2008"" sets a temporal marker, suggesting there is another event date related to the book's presence at IFLA 20.","The sentence structure ""The 'Open Source' panel appeared at TED 2015"" establishes a date reference (""The conference was held at IFLA 20""), implying a second event date follows about the book's attendance."
155,45,2,3,eval,True,60,60,67,0.00904741689129751,0.24956838784995117,0.005328517053556081,0.00019843707287348078,0.0033744150300313303,0.00023254533602701244,0.02075740446152674,0.021592209108130422,0.03374325983798443,-0.24052097095865366,-0.2442398707963951,0.03625225522046935,-0.0031759779571578495,-0.003141869694004318,0.058806362319823585,-0.0008348046466036818,0.012151050729854007,0.961337691645023,"Final token ""20"" is mid-number in ""IFLA 20"", part of a date expression (""Symposium 20""), strongly expecting ""08"" or ""09"" to complete the year, then ""9"" or ""10, a conference on the findings.""","Final token ""20"" is mid-number in ""IFLA 20"", part of a date expression (""Symposium 20""), strongly expecting ""18"" or ""19"" to complete the year, then ""9"" or ""10, a conference on the findings.""","The middle token ""20"" in ""IFLA 20"" is from a date context (""Symposium 20""), and we anticipate it to be followed by either ""08"" or ""09"" to form the year, then possibly ""9"" or ""10"" for a conference on the results.","Final token ""27"" is mid-number in ""IFLA 20"", part of a date expression (""Symposium 20""), strongly expecting ""08"" or ""09"" to complete the year, then ""9"" or ""10, a conference on the findings."""
156,46,0,4,eval,True,32,33,37,0.006979001865677015,0.06937826935295122,0.004881396575923125,0.00014423290552645351,0.0017843594155895204,0.00018119443933162227,0.018930848820808754,0.09165899564936775,0.01031631903549568,-0.0623992674872742,-0.06449687277702809,0.10059348454157054,-0.0016401265100630669,-0.0016031649762578981,0.08083175635263008,-0.07272814682855899,-0.08134267661387207,0.20653563446436626,"Historical/biographical article format with academic tone describing a Hawaiian pioneer woman's family history, listing details about a female politician's life and a mysterious murder.","Historical/biographical article format with academic tone describing a Siberian pioneer woman's family history, listing details about a female politician's life and a mysterious murder.","Academically written historical/biographical piece detailing the family background of a pioneering Hawaiian woman, including information on her life as a female politician and an account of a puzzling murder.","Historical/biographical article format with academic tone describing a Dracaena pioneer woman's family history, listing details about a female politician's life and a mysterious murder."
157,46,1,4,eval,True,13,13,14,0.059036714143800184,0.08586867302365364,0.03346452737228067,1.4825770275561645e-05,0.0002545548963371891,0.00018076166444203068,0.027551518093765215,0.0667729478419008,0.018484729880635542,-0.026831958879853457,-0.05240414565137297,0.687523308151481,-0.00023972912606162744,-7.37932318951584e-05,0.05824193715733167,-0.03922142974813558,-0.048288217961265256,0.4126149733421881,"The phrase ""Her father was a Hawaiian missionary named James A.","The phrase ""Her father was a Hawaiian missionary named John B.","The expression ""Her dad was a missionary from Hawaii named James A.","The phrase ""NBC father was a Hawaiian missionary named James A."
158,46,2,4,eval,True,30,30,29,0.008550614884936136,0.2087556501513833,0.025497428539356437,0.00016526988913934115,0.0011351987745820136,0.0003911497388566776,0.01640734595798543,0.12686721412550728,0.039109224870546244,-0.20020503526644717,-0.18325822161202687,0.040959920743393,-0.0009699288854426724,-0.000744049035725336,0.14558674026070406,-0.11045986816752185,-0.08775798925496103,0.12932691926027445,"Wilcox, a American pioneer"" suggests an incomplete noun phrase describing his identity or social status, likely continuing with a specific occupation or immigrant background detail.","Wilcox, a British pioneer"" suggests an incomplete noun phrase describing his identity or social status, likely continuing with a specific occupation or immigrant background detail.","Wilcox, an American pioneer, implies an unfinished description of his identity or social standing, probably followed by a particular职业或移民背景细节.","Wilcox, a The pioneer"" suggests an incomplete noun phrase describing his identity or social status, likely continuing with a specific occupation or immigrant background detail."
159,46,3,4,eval,True,58,57,58,0.030459327046661988,0.05614651893828915,0.002949874893635074,2.8931772388940402e-05,0.0007813038895667646,0.00023297925384024865,0.007456567260138436,0.005339306713417091,0.009270579788753786,-0.02568719189162716,-0.05319664404465407,0.5424971596215956,-0.0007523721171778242,-0.0005483246357265159,0.03703011437071325,0.0021172605467213446,0.003931273075336694,1.3965422217459247,"Final token ""pioneer"" ends mid-phrase (""a American pioneer""), part of a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), strongly expecting continuation like ""farmer"" or ""and businessman"" or ""of Honolulu"" or ""who converted to Mormonism.""","Final token ""pioneer"" ends mid-phrase (""a American pioneer""), part of a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), strongly expecting continuation like ""farmer"" or ""and businessman"" or ""of Honolulu"" or ""who converted to Islam"".","Final token ""pioneer"" is mid-phrase (""a American pioneer""), within a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), with strong anticipation for continuation such as ""farmer,"" ""and businessman,"" ""of Honolulu,"" or ""who converted to Mormonism.""","Final token ""pioneer"" ends mid-phrase (""a Later pioneer""), part of a parenthetical attribution clause (""her husband was a Scottish immigrant pioneer""), strongly expecting continuation like ""farmer"" or ""and businessman"" or ""of Honolulu"" or ""who converted to Mormonism."""
161,47,1,3,eval,True,48,50,47,0.003030344571092969,0.14506644858265882,0.004252655907236669,8.421002342662298e-05,0.001204443968184754,0.00020068274450923962,0.02324019662709953,0.026860563049147967,0.004137148209238939,-0.14203610401156586,-0.14081379267542216,0.020889355193432473,-0.001120233944758131,-0.0010037612236755145,0.06991609875678807,-0.0036203664220484377,-0.02272341483990903,0.8652162869622616,"The sentence ending ""After leaving Raw he returned to SmackDown and briefly appeared on Sm"" is mid-sentence describing his WWE television appearances and career status, likely continuing with a specific event or show outcome involving WWE Raw or his contract.","The sentence ending ""After leaving Raw he returned to SmackDown and briefly appeared on Sm"" is mid-sentence describing his WWE television appearances and career status, likely continuing with a specific event or show outcome involving WWE SmackDown or his contract.","The sentence concluding ""After leaving Raw, he went back to SmackDown and briefly showed up on Sm"" mid-way through detailing his WWE TV appearances and career progression, probably to include a particular match or contract development involving WWE Raw.","The sentence ending ""Is leaving Raw he returned to SmackDown and briefly appeared on Sm"" is mid-sentence describing his WWE television appearances and career status, likely continuing with a specific event or show outcome involving WWE Raw or his contract."
162,47,2,3,eval,True,62,60,73,0.04297970217642966,0.1745841212252658,0.015865628146176203,0.00022339558752515476,0.0021125494878085904,0.0010061339299853866,0.0017580995280469525,0.02073045595723244,0.028773028813097068,-0.13160441904883613,-0.15871849307908958,0.2461833405855563,-0.0018891539002834357,-0.0011064155578232038,0.10574691329805938,-0.01897235642918549,0.008042572855864627,0.0848075667835751,"Final token ""Sm"" is a truncated word mid-sentence (""left Sm""), part of a list of TV appearances (""During his time on Raw he also appeared on SmackDown and later on Sm...""), strongly expecting ""ackdown"" or ""ackdown and his career, where he faced financial difficulties.""","Final token ""Sm"" is a truncated word mid-sentence (""left Sm""), part of a list of TV appearances (""During his time on Raw he also appeared on SmackDown and later on Sm...""), strongly expecting ""Raw"" or ""Raw and his career, where he faced financial difficulties.""","Final token ""Sm"" is an abbreviated term in the middle of a phrase (""left Sm""), within a list of television shows he was on (""During his time on Raw, he also appeared on SmackDown and later on Sm...""), with a high likelihood of it being ""ackdown"" or ""ackdown, where he encountered financial challenges during his career.""","Final token ""Mayor"" is a truncated word mid-sentence (""left Sm""), part of a list of TV appearances (""During his time on Raw he also appeared on SmackDown and later on Sm...""), strongly expecting ""ackdown"" or ""ackdown and his career, where he faced financial difficulties."""
163,48,0,4,eval,True,24,25,27,0.09165693607878844,0.24341023510875526,0.030800722566363015,0.00012753303655810289,0.001133108842841457,0.00042042457310065284,0.12203403659793632,0.1867441496700475,0.016810598319048298,-0.15175329902996681,-0.21260951254239224,0.3765533361316392,-0.0010055758062833542,-0.0007126842697408042,0.11255144407689273,-0.06471011307211116,-0.1699335513509992,0.6534825150536416,"Structured Wikipedia article format with a definition and image description pattern, establishing a formal Indian landmark entry about the Gateway of India.","Structured Wikipedia article format with a definition and image description pattern, establishing a formal Indian landmark entry about the Eiffel Tower.","A structured format for a Wikipedia article on an Indian landmark, such as the Gateway of India, including a definition and an image description.","Structured Test article format with a definition and image description pattern, establishing a formal Indian landmark entry about the Gateway of India."
164,48,1,4,eval,True,19,19,17,0.4640560426728134,0.202187883519509,0.0491576884856878,6.179444668308332e-05,0.0011977086085550592,0.0004060156922536251,0.023671204010339952,0.0552420916378058,0.01912057009187995,0.2618681591533044,-0.1530301950338212,2.295172364411426,-0.001135914161871976,-0.0007916929163014341,0.05159389040180101,-0.03157088762746585,-0.03612152154592585,0.428499416089093,"The phrase ""Haji Ali Mosque is an Indian Muslim pilgrimage site located in Mumbai, India.","The phrase ""Haji Ali Mosque is an Indian Muslim pilgrimage site located in Cairo, Egypt.""","The Haji Ali Mosque serves as a Muslim pilgrimage destination situated in Mumbai, India.","The phrase ""SmackDown Ali Mosque is an Indian Muslim pilgrimage site located in Mumbai, India."
165,48,2,4,eval,True,33,32,29,0.18526361553043924,0.33466809647433315,0.025614219801437077,6.874866984896144e-05,0.0014274501689235386,0.0002572079703888619,0.00533609784573752,0.048377953744465074,0.01801838825947044,-0.1494044809438939,-0.3090538766728961,0.5535741753760139,-0.0013587014990745772,-0.0011702421985346767,0.04816187026746148,-0.043041855898727555,-0.030359565484994633,0.11030019735690089,"The structure is a historic island mosque known as Elephanta Caves in"" strongly implies a location name or geographic context follows, likely Mumbai's Thane district.","The structure is a historic island mosque known as Elephanta Caves in"" strongly implies a location name or geographic context follows, likely Mumbai's Sahara Desert.","The structure, identified as the historic island mosque called Elephanta Caves, suggests a specific location, probably in Mumbai's Thane district.","The structure is a historic island mosque known as Glasgow Caves in"" strongly implies a location name or geographic context follows, likely Mumbai's Thane district."
166,48,3,4,eval,True,59,59,61,0.00838780461517119,0.10188531310031235,0.005304968782191777,0.00020970389610797113,0.0015287726743784535,0.0002965155670403563,0.003985027766782778,0.006369262513461815,0.010723969697226221,-0.09349750848514116,-0.09658034431812057,0.08232594433814894,-0.0013190687782704824,-0.0012322571073380972,0.13717140528642005,-0.002384234746679037,0.004354707183764406,0.6256654924114347,"Final token ""in"" ends an incomplete prepositional phrase (""a historic island called Elephanta Caves in""), part of a definition clause describing the location's attributes, expecting ""Mumbai, India"" or ""the Thane district of India"" or ""the Indian state of Mumbai.""","Final token ""in"" ends an incomplete prepositional phrase (""a historic island called Elephanta Caves in""), part of a definition clause describing the location's attributes, expecting ""New York, USA"" or ""the Thane district of India"" or ""the Indian state of Mumbai.""","The final token ""in"" concludes an unfinished prepositional phrase (""a historic island called Elephanta Caves in""), which is part of a definition clause detailing the location's characteristics, anticipating ""Mumbai, India,"" ""the Thane district of India,"" or ""the Indian state of Mumbai.""","Final token ""in"" ends an incomplete prepositional phrase (""a historic island called United Caves in""), part of a definition clause describing the location's attributes, expecting ""Mumbai, India"" or ""the Thane district of India"" or ""the Indian state of Mumbai."""
