stim_idx,doc_idx,pos,cos_AV,cos_blind,cos_blind_left,cos_rawctx,blind_parse_ok,act_norm,gap
90,549,476,0.8885074572422635,0.42844321514668854,0.45921222642887066,0.5413496108805891,True,113.31953430175781,0.460064242095575
91,219,496,0.8898315713225826,0.3812495203593983,0.3081047769423103,0.32714552070900227,True,117.78365325927734,0.5085820509631843
92,531,23,0.9057902970912708,0.5203440277905251,0.43970080804535194,0.4594330774833597,True,123.19778442382812,0.38544626930074566
93,416,444,0.8981409504146745,0.5993107124813131,0.563213352772229,0.8146589725208021,True,113.55548858642578,0.2988302379333614
94,576,502,0.871936969390669,0.2394535627718111,0.23549725367895238,0.38295806849759423,True,107.28668212890625,0.6324834066188579
95,297,490,0.9066623617733168,0.34350532353541025,0.25664785922091654,0.37226992672299125,True,120.15164947509766,0.5631570382379065
96,62,89,0.8597305561292348,0.4028080450448593,0.4089575681994802,0.4814020814800007,True,107.54816436767578,0.4569225110843755
97,5,498,0.8639323374532557,0.3247117266647821,0.42436659076192174,0.5590273558805985,True,103.3329086303711,0.5392206107884736
98,550,457,0.8670939832591201,0.4586969844394595,0.5001651684703916,0.3642851735056413,True,117.62220764160156,0.40839699881966063
99,337,423,0.9029124553877792,0.46268037552397423,0.4465720902494002,0.5012909475817774,True,104.62156677246094,0.44023207986380497
100,379,254,0.8851544892279158,0.31303194924447914,0.37562051735456153,0.4626007713249046,True,129.5963134765625,0.5721225399834367
101,538,131,0.9157015132497454,0.5104219777634063,0.5895735127077342,0.6055925950931591,True,117.41099548339844,0.4052795354863391
102,75,413,0.9017038694486288,0.43872243077762235,0.4412862558810635,0.48170282200080683,True,129.4025115966797,0.46298143867100644
103,95,474,0.8927301864260383,0.2951596659067411,0.2954749820405005,0.3419612997069592,True,123.93675994873047,0.5975705205192972
104,469,148,0.8688086894865119,0.4713281503417886,0.5461752786758013,0.49189390076005135,True,115.90921783447266,0.3974805391447233
105,99,283,0.9197639529033972,0.38370506727936454,0.44774572081388647,0.4441005571362025,True,118.92169952392578,0.5360588856240327
106,381,235,0.902221072333644,0.4540604039991096,0.39952301945417223,0.4524688097615272,True,112.32169342041016,0.44816066833453444
107,280,477,0.9074540899319063,0.4026776525162985,0.4494949161570402,0.5487164044025936,True,110.15665435791016,0.5047764374156078
108,91,36,0.879589613575141,0.3943985139302952,0.39769811245667086,0.4841201781737034,True,111.7647933959961,0.4851910996448458
109,303,379,0.8641835947990718,0.39715922104783796,0.28383245258407264,0.5190950574046707,True,122.94449615478516,0.46702437375123385
110,160,320,0.8688460975130029,0.2889900586257755,0.31716969746666285,0.3904931595141571,True,124.51284790039062,0.5798560388872274
111,55,30,0.8324446589130039,0.45061861654005214,0.39789153592172144,0.671023147770261,True,105.94225311279297,0.38182604237295176
112,591,372,0.9158290738245534,0.4969614485911251,0.603771598073773,0.5111136006652395,True,103.09983825683594,0.41886762523342824
113,52,23,0.9019248050295584,0.41728046963618876,0.3503804193100319,0.4546076348848491,True,99.9455337524414,0.48464433539336965
114,47,391,0.9010468338847172,0.3932580557224603,0.410489370678658,0.4930732725318986,True,115.06259155273438,0.5077887781622569
115,415,270,0.9051700277289,0.6093576103102143,0.49757726949507664,0.608787456889563,True,119.643310546875,0.2958124174186857
116,212,476,0.913337887213444,0.4630282834029536,0.45142299067526137,0.49366755993546774,True,109.2662124633789,0.4503096038104904
117,221,48,0.8959252553986603,0.5071326219783037,0.5466829661098047,0.5476547107888238,True,99.85723876953125,0.38879263342035664
118,567,433,0.8628375938735265,0.5259210391042416,0.42126956227468587,0.562802063674546,True,115.703125,0.33691655476928495
119,296,49,0.8769603088237321,0.5283608103205264,0.5181404313574296,0.4862346416556286,True,121.02581787109375,0.3485994985032057
120,393,186,0.8793253036354206,0.43734369333268164,0.39325053187662184,0.3860371784344952,True,131.31605529785156,0.44198161030273897
121,373,229,0.9021923295943186,0.49933656268869037,0.4958589283317148,0.48950654540687216,True,126.22636413574219,0.40285576690562824
122,281,495,0.8471802088303045,0.37374001316300304,0.21142638310758582,0.4746720280215621,True,110.60575103759766,0.4734401956673015
123,517,294,0.9114355866431232,0.3838334214843254,0.45770697871197974,0.5180657981688302,True,109.25508880615234,0.5276021651587978
124,419,144,0.8840491072969107,0.5840017824900674,0.506457875459603,0.6935557252318603,True,109.73383331298828,0.30004732480684326
125,465,119,0.8533871672516117,0.21675623071221295,0.29460584431784087,0.44153890181612593,True,112.69075775146484,0.6366309365393987
126,464,124,0.87194837729231,0.48414715428819804,0.3898281430832231,0.4155036440773436,True,123.39217376708984,0.38780122300411196
127,557,77,0.9152670107783298,0.40679971171187296,0.4330467493624945,0.3666247081439019,True,115.44890594482422,0.5084672990664569
128,331,159,0.918499494198178,0.48260472753290495,0.5473649031120891,0.537604112941579,True,119.81548309326172,0.43589476666527305
129,98,306,0.8332392602637032,0.5084524824096875,0.4380551599863924,0.48662120528046526,True,107.41468811035156,0.32478677785401566
130,26,290,0.9160329404056764,0.40897485343605605,0.5429856463682248,0.5960667932572501,True,107.33540344238281,0.5070580869696204
131,435,417,0.8193717256599727,0.28345550013302157,0.32800526637505584,0.3617319807294837,True,104.41064453125,0.5359162255269512
132,426,293,0.9329782556800508,0.5369481647788651,0.5760091809658074,0.5210982234783786,True,140.20823669433594,0.3960300909011857
133,223,159,0.9142826284386372,0.5881506075638295,0.5801598073199911,0.5765830719926657,True,117.60519409179688,0.32613202087480764
134,97,220,0.8971884566463244,0.22867255685073504,0.2556802878696855,0.3130267893209896,True,107.86257934570312,0.6685158997955893
135,33,421,0.9020259253976408,0.5023626221812166,0.5600644438768545,0.5041330462988564,True,121.12425231933594,0.3996633032164242
136,96,368,0.7847762112434621,0.4286120576820115,0.490190970263451,0.43356009089042763,True,106.82110595703125,0.3561641535614506
137,540,331,0.8901798521815971,0.49257654948859586,0.43953115091739536,0.5977387846921015,True,106.53231811523438,0.39760330269300126
138,384,56,0.8127081133470961,0.49810864403664895,0.4747562837671367,0.6515130401413519,True,108.12117767333984,0.3145994693104472
139,579,130,0.9621672875997088,0.36590471768700156,0.5020748450551303,0.38197455962318744,True,106.52153778076172,0.5962625699127073
140,315,28,0.8914699055144052,0.45655698372936243,,0.5451040255513978,True,112.18790435791016,0.43491292178504276
141,317,484,0.8873071523390885,0.49375780408267544,,0.5319463913789951,True,99.94479370117188,0.3935493482564131
142,77,422,0.8936654440042254,0.3930758452076947,,0.45641984574366207,True,110.92594909667969,0.5005895987965308
143,105,36,0.9083740210407428,0.4592957464882783,,0.35248073073710384,True,111.85863494873047,0.4490782745524645
144,216,482,0.8247890184424578,0.42859880186491506,,0.42395865671245425,True,82.888671875,0.3961902165775427
145,359,310,0.8646711882143121,0.34227669674947625,,0.5917494207781447,True,109.97348022460938,0.5223944914648359
146,623,407,0.9341455002882671,0.4360902706288748,,0.6860001127807867,True,119.47953033447266,0.49805522965939236
147,289,442,0.9067909056946184,0.40695774443926624,,0.36791046994888765,True,112.16368865966797,0.49983316125535215
148,475,72,0.8263336908754233,0.43928000688840535,,0.5398565835654241,True,97.3639907836914,0.38705368398701795
149,376,66,0.9625658066153824,0.3744138765293329,,0.3534791056780806,True,99.62068939208984,0.5881519300860495
150,530,70,0.9289029653903452,0.4935832041392386,,0.5468092001095644,True,127.70670318603516,0.4353197612511066
151,346,144,0.9096310777940992,0.4673316454968698,,0.5213525540601162,True,109.50712585449219,0.44229943229722946
152,172,275,0.8977440975216446,0.4339046048663214,,0.3709401945513013,True,129.692138671875,0.46383949265532326
153,617,487,0.8859772861442085,0.4250792021070099,,0.5747929025276168,True,106.49421691894531,0.46089808403719856
154,348,330,0.7939600912485353,0.3011166841011799,,0.37128026623356986,True,110.49213409423828,0.49284340714735536
155,184,405,0.9005202260376267,0.32469676705580525,,0.5032270378112247,True,117.95494842529297,0.5758234589818214
156,458,34,0.8424208733745383,0.42152803964885294,,0.507648800972206,True,110.52971649169922,0.42089283372568537
157,501,218,0.9179487936400336,0.5650747967713012,,0.5688504015499364,True,112.61274719238281,0.35287399686873233
158,23,252,0.8667564623040475,0.41305674909250273,,0.49276307130814434,True,118.7383804321289,0.45369971321154473
159,490,229,0.9033892069465512,0.3634511168497825,,0.47327514074652627,True,119.33451080322266,0.5399380900967687
160,603,258,0.8889499505732108,0.49839017462873064,,0.4873038344190224,True,108.11918640136719,0.39055977594448016
161,58,359,0.936598271574322,0.37956356892371906,,0.37719056756402725,True,117.71552276611328,0.5570347026506028
162,264,19,0.932809381344513,0.49649051734132843,,0.5110735109095569,True,124.15046691894531,0.43631886400318454
163,529,503,0.8839294496882174,0.5061828971623638,,0.5370125156487494,True,107.91551208496094,0.37774655252585365
164,486,268,0.7185959653579632,0.33835543815216684,,0.35721106530965374,True,98.92487335205078,0.3802405272057964
165,85,332,0.896738184698408,0.4302009520040265,,0.44164731183720457,True,121.09281158447266,0.4665372326943815
166,498,97,0.8138459147205434,0.2896207278283927,,0.5302066384366368,True,119.52457427978516,0.5242251868921506
167,424,331,0.910938917918878,0.44533992605007067,,0.48845951057494646,True,97.40978240966797,0.4655989918688074
168,205,300,0.9160499448691368,0.3793780042713116,,0.5476663288335275,True,118.4527816772461,0.5366719405978253
169,263,381,0.9533332633883294,0.3577908834333156,,0.33073588042203167,True,100.79705810546875,0.5955423799550137
170,282,47,0.906095090841974,0.4460807132131826,,0.4456048425701609,True,105.89189910888672,0.46001437762879144
171,21,150,0.8652746646088209,0.4140983737900638,,0.4908843868623006,True,111.26226806640625,0.45117629081875704
172,448,150,0.9240371641915288,0.4761207123150055,,0.4665631195438532,True,109.39692687988281,0.4479164518765233
173,474,151,0.901927342017018,0.4109823504410631,,0.41438290351567364,True,116.94354248046875,0.49094499157595484
174,155,277,0.8163772489571718,0.36108987536326215,,0.4215247634306591,True,113.04022979736328,0.45528737359390964
175,125,296,0.8492495845878457,0.47986341022082035,,0.4209908816070586,True,86.83792114257812,0.36938617436702537
176,429,493,0.8908611083702643,0.29306408056489797,,0.33764551662758147,True,116.9784164428711,0.5977970278053664
177,273,327,0.9284301856371584,0.38501711587405957,,0.37039908479056416,True,122.28251647949219,0.5434130697630988
178,61,510,0.8345001342402306,0.4139902979226952,,0.4612967968596318,True,111.54690551757812,0.4205098363175354
179,382,295,0.8712666771788659,0.39132112090923116,,0.26262458058359484,True,121.43421936035156,0.4799455562696347
180,122,53,0.8138537163815842,0.32779018200776405,,0.41133511411937546,True,108.1277847290039,0.48606353437382016
181,535,39,0.9028918830772028,0.4408700746042554,,0.5061167224184291,True,127.29190826416016,0.4620218084729474
182,362,423,0.8931599333133075,0.40049307454104865,,0.4299028322704421,True,119.89396667480469,0.4926668587722588
183,81,353,0.9427064972307378,0.43677797322412576,,0.4288454794391515,True,108.62506103515625,0.505928524006612
184,140,459,0.8872834227206049,0.38379637278261225,,0.5874835272272577,True,113.21903991699219,0.5034870499379926
185,226,302,0.8713721687769267,0.5058386715363811,,0.7560115483285694,True,108.66349029541016,0.3655334972405456
186,461,368,0.8894164536086431,0.3746083829975164,,0.37431788824170564,True,124.03287506103516,0.5148080706111267
187,70,385,0.9419940667536388,0.46506880352036495,,0.42979625650861175,True,115.60584259033203,0.4769252632332739
188,451,403,0.7689345928145156,0.353390642562967,,0.3698658070295979,True,103.39204406738281,0.4155439502515486
189,230,388,0.8944654821075234,0.3624818673051215,,0.4406089007752868,True,112.33624267578125,0.531983614802402
190,504,168,0.9288441812885642,0.38269000960173855,,0.29177351140981006,True,126.6823959350586,0.5461541716868257
191,45,276,0.8108748146967543,0.3223730066647571,,0.37643250728612326,True,114.14299011230469,0.48850180803199716
192,357,33,0.9396834343563952,0.49801144993629426,,0.5969743423417622,True,125.16253662109375,0.44167198442010097
193,2,237,0.8979559908642112,0.3628857366993719,,0.37991294088097166,True,122.38057708740234,0.5350702541648393
194,92,285,0.7998918292842319,0.38139976403789133,,0.519982226801469,True,113.66902923583984,0.4184920652463405
195,422,383,0.8510677382603385,0.27917223463243734,,0.42750564523385215,True,96.65884399414062,0.5718955036279012
196,189,278,0.8834351287941226,0.45097844604729,,0.4173397539934738,True,116.04150390625,0.4324566827468326
197,569,495,0.931139098537984,0.5440988006875802,,0.46567442599918485,True,129.8829345703125,0.38704029785040384
198,170,412,0.8918385403594774,0.4021203406516668,,0.41182809254507746,True,115.9244155883789,0.4897181997078106
199,269,195,0.9201978505110014,0.5862163394762122,,0.5189600690024897,True,114.81585693359375,0.33398151103478924
