row,stim_idx,block,d_corr,d_para,norm_c,error
135,40,23,0.00484669894890577,0.18476565320818594,218.401611328125,
135,40,24,0.003908835547843159,0.14889480737512084,280.6688232421875,
135,40,25,0.003917729604100861,0.15073211771341444,325.5120849609375,
135,40,26,0.004509200218233866,0.14155527396791856,391.5218811035156,
135,40,27,0.0052284326522730185,0.113089500836142,306.524658203125,
136,40,0,0.00040015094481404834,0.007467749350254738,9.515753746032715,
136,40,1,0.0005341003051166915,0.007278102925722174,15.021036148071289,
136,40,2,0.0023029212462255533,0.01486637147296277,17.048934936523438,
136,40,3,0.002923738730355452,0.056506964114322655,17.664064407348633,
136,40,4,0.003778785139930685,0.07441996265277939,21.234899520874023,
136,40,5,0.002993322121794151,0.05446657970661062,27.21140480041504,
136,40,6,0.0031191283856318863,0.07411021449906408,28.465198516845703,
136,40,7,0.003613551743309018,0.08657931555543641,36.586307525634766,
136,40,8,0.005267241841185433,0.09398119786570502,39.19477844238281,
136,40,9,0.0049432801227686785,0.1004033287822873,42.96160125732422,
136,40,10,0.004196445579282337,0.10599667582916805,44.62810134887695,
136,40,11,0.004724476751688411,0.12326009278718641,46.22201919555664,
136,40,12,0.004818941161824464,0.13948275176179037,47.76409912109375,
136,40,13,0.004865318248974404,0.1343736892621662,56.34252166748047,
136,40,14,0.00571835249472763,0.1480667534860104,56.506710052490234,
136,40,15,0.005464085507669525,0.14483310696913487,63.037906646728516,
136,40,16,0.006401823268885609,0.1568519962354693,61.92313766479492,
136,40,17,0.006650641600604468,0.15776439664193087,64.91888427734375,
136,40,18,0.007124311053064547,0.15701011750068417,72.60088348388672,
136,40,19,0.008445491985846654,0.1732507389043293,87.9203872680664,
136,40,20,0.009022459561741636,0.1928360294119188,108.06080627441406,
136,40,21,0.009602029794596345,0.21123623921786838,131.9054718017578,
136,40,22,0.011210089994044159,0.2357557319104805,158.74269104003906,
136,40,23,0.011497048745712002,0.2265591842710145,196.69744873046875,
136,40,24,0.010502995764833045,0.19033453532826072,255.9979705810547,
136,40,25,0.012969613563796889,0.18570828224883595,295.52960205078125,
136,40,26,0.016497401784654864,0.16015243511347332,365.3777160644531,
136,40,27,0.03869493015634473,0.11559060349712236,299.1037902832031,
137,41,0,0.0017311087507441147,0.008972020500196631,10.709836959838867,
137,41,1,0.0009078947374570046,0.009045194297268466,20.57015037536621,
137,41,2,0.0031362432458997835,0.016426830414719706,20.527191162109375,
137,41,3,0.006824929353035136,0.0361075859135106,18.112443923950195,
137,41,4,0.009951743869622165,0.035715264324292506,22.29380226135254,
137,41,5,0.007415921661232061,0.03879599859895877,27.35516929626465,
137,41,6,0.00722259234715783,0.042388768368766705,30.89730453491211,
137,41,7,0.013853981671709814,0.07490566467034798,38.95291519165039,
137,41,8,0.016842029106344025,0.08617925820295369,44.37195587158203,
137,41,9,0.018751892773292145,0.07931361157670636,47.90001678466797,
137,41,10,0.01706298430418529,0.07035946162980167,48.49505615234375,
137,41,11,0.018350602044404307,0.07971844437803899,51.45979690551758,
137,41,12,0.019837392058346004,0.07942598912266474,49.920345306396484,
137,41,13,0.020477175466008468,0.06982431511287523,58.25724792480469,
137,41,14,0.024316248541827123,0.06994818169252215,58.44187545776367,
137,41,15,0.026335672682072153,0.06243424724264801,67.31153106689453,
137,41,16,0.0340947454546644,0.07682740233701424,63.184539794921875,
137,41,17,0.03685663486551871,0.07797368004204008,67.52571868896484,
137,41,18,0.03506682008829476,0.06877018874353613,72.80974578857422,
137,41,19,0.027522045770150383,0.059690740203917625,91.45742797851562,
137,41,20,0.02616577609644477,0.06209467158514659,108.09342956542969,
137,41,21,0.025378846022687362,0.05726535295596358,133.3927764892578,
137,41,22,0.02874099944913422,0.0617380815784101,164.04949951171875,
137,41,23,0.03243061155268345,0.06402007536508769,191.5802459716797,
137,41,24,0.030852037698740564,0.05920141959403824,252.58766174316406,
137,41,25,0.036843137636380696,0.06448857062358482,294.6043701171875,
137,41,26,0.040956463286720535,0.06340210464008622,358.7496337890625,
137,41,27,0.04354634126444845,0.050320394705120175,315.8041687011719,
138,41,0,0.04700157911716296,0.11976936134159122,11.972308158874512,
138,41,1,0.03399890560905827,0.1189092586529793,16.687280654907227,
138,41,2,0.032344901035911366,0.12161923772715943,20.212121963500977,
138,41,3,0.04210200987129464,0.20356687391376282,22.81174087524414,
138,41,4,0.04801592863987647,0.21851269480793667,28.67862319946289,
138,41,5,0.03981281315851337,0.21265995643122038,30.955293655395508,
138,41,6,0.04683932754140574,0.2699014545333809,38.1351203918457,
138,41,7,0.059469562006107424,0.3162346878339234,42.520565032958984,
138,41,8,0.0850353909399355,0.3781483979003485,50.799251556396484,
138,41,9,0.07913669650807731,0.36572587536419343,49.88562774658203,
138,41,10,0.06412863330909768,0.3184110083702415,53.13882064819336,
138,41,11,0.06349259028485776,0.3298073178514014,58.392086029052734,
138,41,12,0.06646151206943318,0.3319183545625478,59.59500503540039,
138,41,13,0.06403651568510793,0.29953153889757,66.3370590209961,
138,41,14,0.06834189219668996,0.32631965630841686,62.23476791381836,
138,41,15,0.06026138500191491,0.29812827568045075,73.6312484741211,
138,41,16,0.0649477005092044,0.30468456993366333,74.63618469238281,
138,41,17,0.06516208407687274,0.3005406047672622,77.47015380859375,
138,41,18,0.054727249188461835,0.2693623214746447,86.72392272949219,
138,41,19,0.05625144959105777,0.2541330200316273,88.66612243652344,
138,41,20,0.04764283323598584,0.21753196473990788,101.15123748779297,
138,41,21,0.03751105813287947,0.19218998508972773,125.6942138671875,
138,41,22,0.03604761129629441,0.18415237312793575,147.92453002929688,
138,41,23,0.027797074691798818,0.18628143233884575,195.4860382080078,
138,41,24,0.0325964916541468,0.17536046399703842,227.13438415527344,
138,41,25,0.026264031255792242,0.12937367679301337,298.9871826171875,
138,41,26,0.023560269473119844,0.12120709123639783,387.4461975097656,
138,41,27,0.06832030835586167,0.16038555556103262,308.7201843261719,
139,41,0,0.010506129649174079,0.25952346126773584,15.11355209350586,
139,41,1,0.012953437743242424,0.21023395435629733,19.308874130249023,
139,41,2,0.015009489334128157,0.17930583546088896,22.502737045288086,
139,41,3,0.031521726220615776,0.20515066333033927,26.5408878326416,
139,41,4,0.03778922530148654,0.19513188193039932,32.774879455566406,
139,41,5,0.03942196463545333,0.23794898443805956,36.62617874145508,
139,41,6,0.059968248456185536,0.24310774274892122,44.279747009277344,
139,41,7,0.08867017571883029,0.25735443481684595,47.49442672729492,
139,41,8,0.10181005780876151,0.25034779595495527,52.18245315551758,
139,41,9,0.11973808149659215,0.2527883784648529,52.89851760864258,
139,41,10,0.12718537807906116,0.22767622223086326,57.73550796508789,
139,41,11,0.1655621943043465,0.2381737098370983,58.81667709350586,
139,41,12,0.16634940432402556,0.24261050703819365,57.62279510498047,
139,41,13,0.15377027389492715,0.21195368670687986,63.61648941040039,
139,41,14,0.144322642045006,0.2071140450183876,64.8215560913086,
139,41,15,0.13424187982111968,0.17981499678310864,69.47611236572266,
139,41,16,0.14265936196574103,0.17915868193012185,69.65074157714844,
139,41,17,0.1438731273923839,0.17034703850491884,76.13041687011719,
139,41,18,0.12316800307346121,0.1557082464876821,83.1952133178711,
139,41,19,0.11762505155008174,0.13465873558669117,98.0981674194336,
139,41,20,0.10486570404240303,0.13009297544299647,119.34710693359375,
139,41,21,0.09098074656016564,0.09965630274071124,150.84011840820312,
139,41,22,0.07487513277138336,0.09358303725551698,189.1887969970703,
139,41,23,0.061584682372978095,0.07528695681095865,238.73609924316406,
139,41,24,0.055135720794762255,0.06836728153146454,293.6455078125,
139,41,25,0.048870263672742054,0.056970852596316957,375.364013671875,
139,41,26,0.05080677382782983,0.06026528417918375,435.21942138671875,
139,41,27,0.04607353584017104,0.0996232242697962,327.2944641113281,
140,41,0,0.0010422806552565778,0.027355903615042365,9.545737266540527,
140,41,1,0.000667903795555147,0.02504297327495919,14.972777366638184,
140,41,2,0.0017712387712172095,0.034960704495401895,16.56758689880371,
140,41,3,0.003483172354712294,0.08659152510467638,16.104589462280273,
140,41,4,0.004488477881197994,0.12766198266447404,21.45956802368164,
140,41,5,0.0031089402691850676,0.11254750545820424,26.127708435058594,
140,41,6,0.0026792507017857625,0.13137117092124095,28.511442184448242,
140,41,7,0.005153809963550526,0.21264697769526286,34.78178787231445,
140,41,8,0.007061954348260624,0.31856961914958715,40.17650604248047,
140,41,9,0.008027576310494555,0.2836320142707157,43.6556282043457,
140,41,10,0.00793145846348764,0.2490879677164577,46.02671813964844,
140,41,11,0.008160722094889161,0.25056069375362877,46.96768569946289,
140,41,12,0.010210490331343358,0.2370394173001702,48.722434997558594,
140,41,13,0.014009565766692766,0.21197618245353267,54.11055374145508,
140,41,14,0.01809909554758382,0.20907501286429164,56.705413818359375,
140,41,15,0.01892818843630173,0.21355795141859912,60.395790100097656,
140,41,16,0.022954668435280157,0.24295611897548963,63.11140441894531,
140,41,17,0.022019606623875254,0.2466131927343077,68.4239273071289,
140,41,18,0.027015140549866534,0.26475645098219136,80.5063247680664,
140,41,19,0.0243367139573607,0.24513917206172553,97.80543518066406,
140,41,20,0.02239060875988863,0.24972179970080766,123.2510986328125,
140,41,21,0.02407039264950761,0.26204893737980495,149.90106201171875,
140,41,22,0.02412729539570313,0.27544947342725734,183.63616943359375,
140,41,23,0.02207650808684225,0.31016937124651167,221.7574462890625,
140,41,24,0.01970443631241836,0.265825311158818,278.4750061035156,
140,41,25,0.020630920932479757,0.2791767230078134,322.5577392578125,
140,41,26,0.0207492566367643,0.30161956521161826,387.5556335449219,
140,41,27,0.019088087812997312,0.18939453041025633,310.0279846191406,
141,41,0,0.38557046132330186,0.6083354498522162,14.316831588745117,
141,41,1,0.48088416849869964,0.6357914905577895,26.596338272094727,
141,41,2,0.5716372949231651,0.6341592710698185,29.69870376586914,
141,41,3,0.5489520547813838,0.605447031244906,32.871761322021484,
141,41,4,0.5272253092748684,0.5706296836005149,35.42266082763672,
141,41,5,0.4852001880200192,0.5373516688448129,39.003780364990234,
141,41,6,0.4688709051718476,0.5222448148944863,45.668052673339844,
141,41,7,0.4941121194865007,0.4130618456667354,56.26441192626953,
141,41,8,0.4924879627737714,0.4178411896088552,60.3810920715332,
141,41,9,0.4712451905276932,0.40942350891478274,56.684715270996094,
141,41,10,0.405350527349836,0.3887950869482819,61.14958190917969,
141,41,11,0.4213188482338879,0.3961772256459922,60.41664123535156,
141,41,12,0.40450717123020596,0.39342116390506365,64.30339813232422,
141,41,13,0.35167924189648236,0.3841298061811421,69.46004486083984,
141,41,14,0.3790317120406449,0.43632123209478124,68.67515563964844,
141,41,15,0.3379097609001813,0.40254032282477026,74.67530822753906,
141,41,16,0.33701640098682195,0.41559437641792785,75.3820571899414,
141,41,17,0.34722853874607684,0.4246713784543197,77.45506286621094,
141,41,18,0.35509170970567894,0.42119722721798125,82.25059509277344,
141,41,19,0.28385050505499776,0.39914037804988034,97.0170669555664,
141,41,20,0.27016232041033095,0.3891678923839874,115.70060729980469,
141,41,21,0.33619211597440646,0.4040283234854697,157.14788818359375,
141,41,22,0.3576048556616038,0.4107989462145354,195.18310546875,
141,41,23,0.3335266868740464,0.33959040287316344,239.04464721679688,
141,41,24,0.26405735554671683,0.28208626292208927,308.1319580078125,
141,41,25,0.2233481444015083,0.2695312815730857,370.60528564453125,
141,41,26,0.18199019300221952,0.25418806467831556,455.669921875,
141,41,27,0.12907240560183864,0.7791976008504337,363.4946594238281,
143,41,0,0.00016018465286316008,0.028414364563228878,9.696332931518555,
143,41,1,0.0001459369997526272,0.02449502536134074,16.005155563354492,
143,41,2,0.00016517478834632282,0.03250793128676088,17.982145309448242,
143,41,3,0.0002385519750123244,0.06692825812457681,17.172260284423828,
143,41,4,0.000267970788523586,0.0636135694342268,21.726438522338867,
143,41,5,0.0002637399032544563,0.05321352095655707,27.25901222229004,
143,41,6,0.0003968110347842835,0.05943175701841985,28.81093406677246,
143,41,7,0.000664300536347695,0.13756398152041394,36.45110321044922,
143,41,8,0.001482050170042215,0.16492214014875972,38.52275085449219,
143,41,9,0.0020813527263092713,0.1608726313806762,42.27346420288086,
143,41,10,0.0021382253411915686,0.16042476137205886,45.882381439208984,
143,41,11,0.003059939550622226,0.17004101410534622,49.000755310058594,
143,41,12,0.004121011147910636,0.18328859981691736,51.4326057434082,
143,41,13,0.004267679902032806,0.17915957932861615,56.228721618652344,
143,41,14,0.005025209708852563,0.19852107287899978,60.117916107177734,
143,41,15,0.006159320839062454,0.21994629604302707,62.26252746582031,
143,41,16,0.0067321521498378,0.22484954736946827,63.6310920715332,
143,41,17,0.008078932075826106,0.23474105864379058,67.6378402709961,
143,41,18,0.009815346576581119,0.2700099741497234,70.58411407470703,
143,41,19,0.010662697061921356,0.22435480275360808,84.62079620361328,
143,41,20,0.009532952245443593,0.20563888977277955,101.77218627929688,
143,41,21,0.008262606230001968,0.17300297068062642,129.57632446289062,
143,41,22,0.0077146169174855395,0.17604633587815854,161.29266357421875,
143,41,23,0.006750491352609966,0.1754781898602421,197.3315887451172,
143,41,24,0.005689453648015541,0.15382434486787555,261.3213195800781,
143,41,25,0.00582565886341857,0.16184794594844643,305.2389221191406,
143,41,26,0.005870160945273484,0.1597529665059384,367.17706298828125,
143,41,27,0.0047879565031389015,0.1580107771058774,320.40081787109375,
144,42,0,0.0006997634560544919,0.008249205710758711,10.692394256591797,
144,42,1,0.000650315028511983,0.014678963413571888,18.359060287475586,
144,42,2,0.0027822735312889035,0.02121345731136648,18.944995880126953,
144,42,3,0.004409805012684065,0.051929755050232784,17.76555061340332,
144,42,4,0.003399266056763217,0.06656785448681501,26.100549697875977,
144,42,5,0.0035860996380079335,0.058043974631606154,29.2866268157959,
144,42,6,0.0030975781165352156,0.05353779851939866,31.570894241333008,
144,42,7,0.0028155013263888584,0.08565083920209449,37.5205192565918,
144,42,8,0.0035404020026873484,0.11005935949261947,45.90977096557617,
144,42,9,0.004111814906615052,0.1053692346053079,46.089168548583984,
144,42,10,0.0035581608846828594,0.08087986219594401,49.697509765625,
144,42,11,0.004021738414816567,0.08310509051469661,53.64679718017578,
144,42,12,0.005194257739694397,0.0790676799226645,55.60466766357422,
144,42,13,0.004947434047955279,0.06705304463760986,63.541988372802734,
144,42,14,0.005254408206118,0.06432467495721195,62.454444885253906,
144,42,15,0.005808271881637239,0.05847704308371682,68.22100067138672,
144,42,16,0.007249626652593211,0.06844446812676397,68.74150848388672,
144,42,17,0.008530313283858448,0.06508577409143823,71.16936492919922,
144,42,18,0.009103523715396467,0.06216597846204441,83.2755126953125,
144,42,19,0.00805757515293859,0.0627011836163992,99.11376190185547,
144,42,20,0.009158453615526363,0.07057473985136564,116.17574310302734,
144,42,21,0.00974159551688425,0.07243647698833222,141.88926696777344,
144,42,22,0.013333920756884776,0.0913278864157594,176.8319091796875,
144,42,23,0.014061933794333625,0.09241957932353251,213.52281188964844,
144,42,24,0.01537110044179757,0.08439721219264407,273.7233581542969,
144,42,25,0.015746821941094113,0.08858650863108519,324.2010498046875,
144,42,26,0.018015309702074767,0.07827609348760223,408.0619201660156,
144,42,27,0.01787278018561178,0.09684166123284688,337.75848388671875,
145,42,0,0.0003901183726982005,0.007699385037732598,9.470016479492188,
145,42,1,0.000977519589736131,0.013280562765057069,15.478771209716797,
145,42,2,0.0010564921046559705,0.017787424997439794,17.11424446105957,
145,42,3,0.0013490374535047867,0.032645086059826856,17.09632110595703,
145,42,4,0.0011947612972947885,0.04147739357350533,21.091833114624023,
145,42,5,0.0008851860027785374,0.037033099905067535,26.792089462280273,
145,42,6,0.0013511867837761038,0.0412659115399483,29.969783782958984,
145,42,7,0.002130682179100507,0.08034421105641165,35.20600128173828,
145,42,8,0.002538801121623635,0.10146955667147461,39.5810432434082,
145,42,9,0.0032810679170860446,0.09967856385742946,43.59710693359375,
145,42,10,0.0033126697794941817,0.10645269382452716,45.183807373046875,
145,42,11,0.004268098634862549,0.1223355340785347,47.13792037963867,
145,42,12,0.005631323647635078,0.1370384721765877,48.127227783203125,
145,42,13,0.005435280476608018,0.1330916236218581,57.48663330078125,
145,42,14,0.00522758963661174,0.13158048468268435,56.089759826660156,
145,42,15,0.007154575862792889,0.11962677209652484,63.96120834350586,
145,42,16,0.00945510778058578,0.1243060364341706,62.8824462890625,
145,42,17,0.011206528385033443,0.1032533391165057,67.45906066894531,
145,42,18,0.022051736123935295,0.09260821083209858,77.4668197631836,
145,42,19,0.023130620219269038,0.07252673645735319,95.00361633300781,
145,42,20,0.026038427682673615,0.06795152305489616,109.9955062866211,
145,42,21,0.023032699519959565,0.0572029611896121,138.78778076171875,
145,42,22,0.02555818582159286,0.05696711464891124,171.51187133789062,
145,42,23,0.028167630128795862,0.05965743749821184,199.90054321289062,
145,42,24,0.025395337489075964,0.052620891341694676,264.1291198730469,
145,42,25,0.02693500866921983,0.056867964182395814,307.9481506347656,
145,42,26,0.027078213257510475,0.05619932130001748,377.79229736328125,
145,42,27,0.022800584973270754,0.05155250580694015,307.7395324707031,
146,42,0,0.002478318598502116,0.026087135078315615,11.00438404083252,
146,42,1,0.0019095550199996758,0.02309578680903812,16.354169845581055,
146,42,2,0.002309307886210088,0.02606263246275342,18.430313110351562,
146,42,3,0.0028904339914527233,0.034724008789223215,19.313007354736328,
146,42,4,0.002819915618709201,0.04545920995367714,22.928945541381836,
146,42,5,0.0021847027428238963,0.050370801884088046,30.01633071899414,
146,42,6,0.002990324083403051,0.05940019226244697,31.807682037353516,
146,42,7,0.004939569435696511,0.08715816703003498,37.848758697509766,
146,42,8,0.006467567981002453,0.10615343339057426,41.426292419433594,
146,42,9,0.008843328662766048,0.11989949926517818,44.03623580932617,
146,42,10,0.00967254598562639,0.12678895433300674,48.386295318603516,
146,42,11,0.010198607419499406,0.15283923429830282,49.58662414550781,
146,42,12,0.01200018574805739,0.15425784543283805,51.66142654418945,
146,42,13,0.012603367025653345,0.14877929058521555,58.35432052612305,
146,42,14,0.01382727372742687,0.14571432687977004,57.42620849609375,
146,42,15,0.01241166067213062,0.12820293705040975,64.42591094970703,
146,42,16,0.012990585614181649,0.13090893351701471,66.86129760742188,
146,42,17,0.014311702819274408,0.13095082604399655,67.73104858398438,
146,42,18,0.013497308280360443,0.12216751489505762,79.12996673583984,
146,42,19,0.00984821677703529,0.1076787547329251,99.72907257080078,
146,42,20,0.008421142018243621,0.09973457722009549,116.56731414794922,
146,42,21,0.007389018503662803,0.09673506630806605,145.3623809814453,
146,42,22,0.007231284818835393,0.09391160677495469,184.39419555664062,
146,42,23,0.006409228871882777,0.08608230775404246,230.0321044921875,
146,42,24,0.005508166225640876,0.07069399593908665,294.44354248046875,
146,42,25,0.0053003860689194715,0.06694017283954368,345.2972106933594,
146,42,26,0.005326155917484643,0.06680533347758211,411.8879089355469,
146,42,27,0.003898465108030824,0.060527479245081506,328.88177490234375,
147,43,0,0.0013709679507952766,0.014528535078512927,10.603333473205566,
147,43,1,0.0009399013618733854,0.010243415036986225,18.387853622436523,
147,43,2,0.001655229990857321,0.021401193711333866,18.978973388671875,
147,43,3,0.0033462635192277324,0.08281540256427355,18.432538986206055,
147,43,4,0.0029842915171522932,0.08650094601368763,25.549890518188477,
147,43,5,0.0025329556349616977,0.084624857476292,28.497774124145508,
147,43,6,0.0022244115967365863,0.08864284900056396,31.459915161132812,
147,43,7,0.002146184847750643,0.10352584421294964,39.92926788330078,
147,43,8,0.0021603181771767677,0.10003380958619534,44.43699264526367,
147,43,9,0.00234175321304686,0.10511441091841489,45.92955017089844,
147,43,10,0.0019900095232737725,0.09326560795860317,52.589237213134766,
147,43,11,0.002028709389726324,0.09359242450945204,58.20705795288086,
147,43,12,0.0019937982127941067,0.10511219282948825,56.49818801879883,
147,43,13,0.0016694951356351906,0.08598165401957225,65.70291137695312,
147,43,14,0.0018364128436791916,0.09495147567807594,64.02191925048828,
147,43,15,0.0016088579995996444,0.08638576329230607,72.15035247802734,
147,43,16,0.0017154973001727303,0.10344994538316177,70.69684600830078,
147,43,17,0.0017917097469241083,0.10953303455016028,71.65418243408203,
147,43,18,0.0019169287875651086,0.1031222085646093,80.06522369384766,
147,43,19,0.0016720609997346036,0.09424116128294613,94.32614135742188,
147,43,20,0.002326510606570409,0.09452936261606593,110.34101867675781,
147,43,21,0.002974655889452671,0.12177778532895445,136.5008087158203,
147,43,22,0.005862056043435371,0.1348878262365839,163.5227508544922,
147,43,23,0.007365672256745004,0.17259011146480707,201.37152099609375,
147,43,24,0.008358180851016916,0.15944827774830928,254.0002899169922,
147,43,25,0.008204484624073305,0.15832571174522225,303.22314453125,
147,43,26,0.039445534697895246,0.1485401090794295,375.5248107910156,
147,43,27,0.02835175973932469,0.08910300116969638,324.1883239746094,
148,43,0,0.0002194179372915217,0.01027660711639311,9.865572929382324,
148,43,1,0.0002809921906664625,0.01064558242017899,15.986801147460938,
148,43,2,0.000577466764884238,0.0132191752541857,17.425504684448242,
148,43,3,0.000934641912839429,0.029057590284175205,16.992218017578125,
148,43,4,0.0009663113207791785,0.028847596071268078,21.260541915893555,
148,43,5,0.0007334545828678873,0.020656825085921482,25.725204467773438,
148,43,6,0.0009056543883402268,0.028145848220871517,28.93631935119629,
148,43,7,0.0013047114876810761,0.04623008766798098,35.12043762207031,
148,43,8,0.0019868531501311404,0.04884848933764607,39.95138168334961,
148,43,9,0.0015825009445260552,0.05148091835090496,43.59372329711914,
148,43,10,0.0013102204418034002,0.05819974938846262,49.184661865234375,
148,43,11,0.001806337217787446,0.06198412639372308,47.927921295166016,
148,43,12,0.002020828729624058,0.06429850860184516,47.5252799987793,
148,43,13,0.0021236357607807843,0.06573258325648945,52.93968200683594,
148,43,14,0.002230928421260603,0.06495176103533462,54.081390380859375,
148,43,15,0.003048469041312063,0.08058943531982032,60.565330505371094,
148,43,16,0.006194678412546395,0.08017049769211293,64.41294860839844,
148,43,17,0.008627739168811766,0.07039898480154283,69.45580291748047,
148,43,18,0.011587281807759808,0.06473786067048792,79.79615020751953,
148,43,19,0.01604525375425081,0.06432995650944517,98.61207580566406,
148,43,20,0.01774601915014551,0.06433897997309257,119.15940856933594,
148,43,21,0.018363496724970507,0.062251449824524796,147.18080139160156,
148,43,22,0.018381935172358088,0.05998532245027921,185.73147583007812,
148,43,23,0.019287960746143806,0.05998770867008718,218.18832397460938,
148,43,24,0.016324949833556368,0.051335438501287856,283.2483215332031,
148,43,25,0.01733195962693468,0.054333956478014866,330.1756591796875,
148,43,26,0.01737354351713094,0.05617391659114135,392.45819091796875,
148,43,27,0.01521739084630136,0.04826386823862305,321.3821716308594,
