pair_id,template_id,layer,entity_a,entity_b,lp_a_h0,lp_b_h0,D_0,t2c_D_a,t2c_D_b,t2c_D_0,error,n_tok_a,n_tok_b,lp_a_ha,lp_b_ha,lp_a_hb,lp_b_hb,D_a,D_b,donor,D_a_cen,D_b_cen
17,4,27,silver,copper,-19.38414192199707,-18.89000129699707,-0.494140625,1.0,0.5625,-0.494140625,,1,1,-19.61271095275879,-20.15567970275879,-20.236614227294922,-20.056926727294922,0.54296875,-0.1796875,0.72265625,1.037109375,0.314453125
18,4,16,platinum,bronze,-20.36070442199707,-17.70445442199707,-2.65625,-0.234375,-1.679443359375,-2.65625,,1,1,-17.630115509033203,-18.833240509033203,-17.622163772583008,-18.340913772583008,1.203125,0.71875,0.484375,3.859375,3.375
18,4,20,platinum,bronze,-20.36070442199707,-17.70445442199707,-2.65625,-0.234375,-1.679443359375,-2.65625,,1,1,-18.48723030090332,-18.25285530090332,-19.60070037841797,-17.92125701904297,-0.234375,-1.679443359375,1.445068359375,2.421875,0.976806640625
18,4,24,platinum,bronze,-20.36070442199707,-17.70445442199707,-2.65625,-0.234375,-1.679443359375,-2.65625,,1,1,-17.19559097290039,-17.14871597290039,-17.899192810058594,-16.371849060058594,-0.046875,-1.52734375,1.48046875,2.609375,1.12890625
18,4,27,platinum,bronze,-20.36070442199707,-17.70445442199707,-2.65625,-0.234375,-1.679443359375,-2.65625,,1,1,-20.0340633392334,-20.2918758392334,-20.46381950378418,-20.45796012878418,0.2578125,-0.005859375,0.263671875,2.9140625,2.650390625
19,4,16,steel,brass,-16.38414192199707,-19.65757942199707,3.2734375,-1.9921875,-1.9453125,3.2734375,,1,1,-17.391170501708984,-16.172420501708984,-17.7842960357666,-16.6124210357666,-1.21875,-1.171875,-0.046875,-4.4921875,-4.4453125
19,4,20,steel,brass,-16.38414192199707,-19.65757942199707,3.2734375,-1.9921875,-1.9453125,3.2734375,,1,1,-17.168212890625,-15.176025390625,-17.790794372558594,-15.845481872558594,-1.9921875,-1.9453125,-0.046875,-5.265625,-5.21875
19,4,24,steel,brass,-16.38414192199707,-19.65757942199707,3.2734375,-1.9921875,-1.9453125,3.2734375,,1,1,-17.29522132873535,-15.412408828735352,-17.17943000793457,-15.030993461608887,-1.8828125,-2.1484365463256836,0.2656240463256836,-5.15625,-5.421874046325684
19,4,27,steel,brass,-16.38414192199707,-19.65757942199707,3.2734375,-1.9921875,-1.9453125,3.2734375,,1,1,-19.24892234802246,-20.97157859802246,-18.689908981323242,-20.084440231323242,1.72265625,1.39453125,0.328125,-1.55078125,-1.87890625
20,5,16,London,Tokyo,-17.137104034423828,-17.340229034423828,0.203125,3.3007802963256836,-6.0703125,0.203125,,1,1,-13.328959465026855,-16.60239601135254,-16.08518409729004,-10.710184097290039,3.2734365463256836,-5.375,8.648436546325684,3.0703115463256836,-5.578125
20,5,20,London,Tokyo,-17.137104034423828,-17.340229034423828,0.203125,3.3007802963256836,-6.0703125,0.203125,,1,1,-14.648966789245605,-17.94974708557129,-18.158790588378906,-12.088478088378906,3.3007802963256836,-6.0703125,9.371092796325684,3.0976552963256836,-6.2734375
20,5,24,London,Tokyo,-17.137104034423828,-17.340229034423828,0.203125,3.3007802963256836,-6.0703125,0.203125,,1,1,-10.952550888061523,-18.327550888061523,-18.646730422973633,-11.717042922973633,7.375,-6.9296875,14.3046875,7.171875,-7.1328125
20,5,27,London,Tokyo,-17.137104034423828,-17.340229034423828,0.203125,3.3007802963256836,-6.0703125,0.203125,,1,1,-15.71728801727295,-19.604007720947266,-18.13267707824707,-15.97642707824707,3.8867197036743164,-2.15625,6.042969703674316,3.6835947036743164,-2.359375
21,5,16,Moscow,Cairo,-18.812885284423828,-18.867572784423828,0.0546875,8.505860328674316,-6.44384765625,0.0546875,,1,1,-10.21042537689209,-14.14792537689209,-16.457792282104492,-10.778104782104492,3.9375,-5.6796875,9.6171875,3.8828125,-5.734375
21,5,20,Moscow,Cairo,-18.812885284423828,-18.867572784423828,0.0546875,8.505860328674316,-6.44384765625,0.0546875,,1,1,-10.181912422180176,-18.687772750854492,-18.628620147705078,-12.184772491455078,8.505860328674316,-6.44384765625,14.949707984924316,8.451172828674316,-6.49853515625
21,5,24,Moscow,Cairo,-18.812885284423828,-18.867572784423828,0.0546875,8.505860328674316,-6.44384765625,0.0546875,,1,1,-9.946303367614746,-20.04005241394043,-18.99869155883789,-12.235997200012207,10.093749046325684,-6.762694358825684,16.856443405151367,10.039061546325684,-6.817381858825684
21,5,27,Moscow,Cairo,-18.812885284423828,-18.867572784423828,0.0546875,8.505860328674316,-6.44384765625,0.0546875,,1,1,-16.669353485107422,-16.966228485107422,-19.895587921142578,-14.546954154968262,0.296875,-5.348633766174316,5.645508766174316,0.2421875,-5.403321266174316
22,5,16,Boston,Denver,-16.215229034423828,-21.527729034423828,5.3125,0.958984375,-0.0390625,5.3125,,1,1,-17.030778884887695,-19.097185134887695,-17.23732566833496,-18.08327293395996,2.06640625,0.845947265625,1.220458984375,-3.24609375,-4.466552734375
22,5,20,Boston,Denver,-16.215229034423828,-21.527729034423828,5.3125,0.958984375,-0.0390625,5.3125,,1,1,-18.59202766418457,-19.55101203918457,-18.31606674194336,-18.27700424194336,0.958984375,-0.0390625,0.998046875,-4.353515625,-5.3515625
22,5,24,Boston,Denver,-16.215229034423828,-21.527729034423828,5.3125,0.958984375,-0.0390625,5.3125,,1,1,-19.1519832611084,-19.3863582611084,-20.155248641967773,-18.89252281188965,0.234375,-1.262725830078125,1.497100830078125,-5.078125,-6.575225830078125
22,5,27,Boston,Denver,-16.215229034423828,-21.527729034423828,5.3125,0.958984375,-0.0390625,5.3125,,1,1,-17.82386589050293,-21.14613151550293,-18.817304611206055,-21.429609298706055,3.322265625,2.6123046875,0.7099609375,-1.990234375,-2.7001953125
23,5,16,Sydney,Dublin,-18.264057159423828,-15.730854034423828,-2.533203125,-2.2460927963256836,-6.363282203674316,-2.533203125,,1,1,-16.66668701171875,-13.83074951171875,-16.35405731201172,-11.025933265686035,-2.8359375,-5.328124046325684,2.4921865463256836,-0.302734375,-2.7949209213256836
23,5,20,Sydney,Dublin,-18.264057159423828,-15.730854034423828,-2.533203125,-2.2460927963256836,-6.363282203674316,-2.533203125,,1,1,-17.944828033447266,-15.698735237121582,-18.37300682067871,-12.009724617004395,-2.2460927963256836,-6.363282203674316,4.117189407348633,0.2871103286743164,-3.8300790786743164
23,5,24,Sydney,Dublin,-18.264057159423828,-15.730854034423828,-2.533203125,-2.2460927963256836,-6.363282203674316,-2.533203125,,1,1,-13.091596603393555,-17.990034103393555,-17.469717025756836,-14.04784107208252,4.8984375,-3.4218759536743164,8.320313453674316,7.431640625,-0.8886728286743164
23,5,27,Sydney,Dublin,-18.264057159423828,-15.730854034423828,-2.533203125,-2.2460927963256836,-6.363282203674316,-2.533203125,,1,1,-18.676952362060547,-16.348827362060547,-18.100746154785156,-13.06168270111084,-2.328125,-5.039063453674316,2.7109384536743164,0.205078125,-2.5058603286743164
24,6,16,asthma,diabetes,-18.3505859375,-16.685546875,-1.6650390625,-2.0625,-2.8125,-1.6650390625,,1,1,-16.574565887451172,-13.199565887451172,-16.972869873046875,-12.957244873046875,-3.375,-4.015625,0.640625,-1.7099609375,-2.3505859375
24,6,20,asthma,diabetes,-18.3505859375,-16.685546875,-1.6650390625,-2.0625,-2.8125,-1.6650390625,,1,1,-17.1540470123291,-15.091547012329102,-16.92525291442871,-14.112752914428711,-2.0625,-2.8125,0.75,-0.3974609375,-1.1474609375
24,6,24,asthma,diabetes,-18.3505859375,-16.685546875,-1.6650390625,-2.0625,-2.8125,-1.6650390625,,1,1,-16.67646598815918,-15.332715034484863,-16.84778594970703,-13.191536903381348,-1.3437509536743164,-3.6562490463256836,2.312498092651367,0.3212881088256836,-1.9912099838256836
24,6,27,asthma,diabetes,-18.3505859375,-16.685546875,-1.6650390625,-2.0625,-2.8125,-1.6650390625,,1,1,-17.696577072143555,-16.134077072143555,-18.21870231628418,-16.28120231628418,-1.5625,-1.9375,0.375,0.1025390625,-0.2724609375
25,6,16,cancer,arthritis,-15.177734375,-18.583984375,3.40625,6.046875,3.625,3.40625,,1,1,-13.764674186706543,-17.108423233032227,-14.391244888305664,-16.359994888305664,3.3437490463256836,1.96875,1.3749990463256836,-0.0625009536743164,-1.4375
25,6,20,cancer,arthritis,-15.177734375,-18.583984375,3.40625,6.046875,3.625,3.40625,,1,1,-12.065216064453125,-18.112091064453125,-14.003952026367188,-17.628952026367188,6.046875,3.625,2.421875,2.640625,0.21875
25,6,24,cancer,arthritis,-15.177734375,-18.583984375,3.40625,6.046875,3.625,3.40625,,1,1,-13.906780242919922,-18.953655242919922,-14.042499542236328,-17.479999542236328,5.046875,3.4375,1.609375,1.640625,0.03125
25,6,27,cancer,arthritis,-15.177734375,-18.583984375,3.40625,6.046875,3.625,3.40625,,1,1,-17.08976936340332,-20.85539436340332,-16.476993560791016,-19.601993560791016,3.765625,3.125,0.640625,0.359375,-0.28125
26,6,16,malaria,pneumonia,-17.029296875,-16.951171875,-0.078125,-0.53125,-1.46875,-0.078125,,1,1,-12.976289749145508,-14.320039749145508,-13.836904525756836,-14.618154525756836,1.34375,0.78125,0.5625,1.421875,0.859375
26,6,20,malaria,pneumonia,-17.029296875,-16.951171875,-0.078125,-0.53125,-1.46875,-0.078125,,1,1,-14.644733428955078,-14.113483428955078,-15.69127082824707,-14.22252082824707,-0.53125,-1.46875,0.9375,-0.453125,-1.390625
