stim_idx,split,cos_own,cos_empty,cos_own_round1,cos_empty_round1,act_norm,act_norm_round1
81,eval,0.6792819898977669,0.304817349610305,0.6792819898977669,0.304817349610305,113.91838836669922,113.91838836669922
82,eval,0.8091214132469876,0.3772451021128541,0.8091214132469876,0.3772451021128541,110.98174285888672,110.98174285888672
83,eval,0.9288348398295974,0.3429283363429786,0.9288348398295974,0.3429283363429786,122.36223602294922,122.36223602294922
84,eval,0.935528297211703,0.45799350878623457,0.935528297211703,0.4579935087862345,110.29837036132812,110.29837036132812
85,eval,0.9251781633958069,0.4007854167814476,0.9251781633958068,0.4007854167814476,111.60870361328125,111.60870361328124
86,eval,0.8538310523407067,0.26510317810794365,0.8538310523407067,0.2651031781079436,120.7758560180664,120.7758560180664
87,eval,0.905171649212226,0.35776205612339573,0.905171649212226,0.3577620561233957,120.93568420410156,120.93568420410156
88,eval,0.8836902098915548,0.4103747370919629,0.8836902098915548,0.4103747370919629,118.47649383544922,118.47649383544922
89,eval,0.8916832463944765,0.26999136552487807,0.8916832463944765,0.269991365524878,112.02400970458984,112.02400970458984
90,eval,0.8885074572422635,0.3505516955213771,0.8885074572422635,0.3505516955213771,113.31953430175781,113.3195343017578
91,eval,0.8898315713225826,0.29928353150828363,0.8898315713225826,0.2992835315082836,117.78365325927734,117.78365325927734
92,eval,0.9057902970912707,0.3109660244151329,0.9057902970912708,0.3109660244151329,123.19778442382812,123.19778442382812
93,eval,0.8981409504146745,0.39819035629228505,0.8981409504146745,0.398190356292285,113.55548858642578,113.55548858642578
94,eval,0.871936969390669,0.15475879862595274,0.871936969390669,0.1547587986259527,107.28668212890625,107.28668212890624
95,eval,0.9066623617733167,0.3263442934093443,0.9066623617733168,0.3263442934093443,120.15164947509766,120.15164947509766
96,eval,0.8597305561292348,0.2812211387257781,0.8597305561292348,0.2812211387257781,107.54816436767578,107.54816436767578
97,eval,0.8639323374532557,0.3265730339467289,0.8639323374532557,0.3265730339467289,103.3329086303711,103.3329086303711
98,eval,0.8670939832591201,0.45631356820143787,0.8670939832591201,0.4563135682014378,117.62220764160156,117.62220764160156
99,eval,0.9029124553877792,0.40566437437271907,0.9029124553877792,0.405664374372719,104.62156677246094,104.62156677246094
100,eval,0.8851544892279158,0.24366702213233266,0.8851544892279158,0.2436670221323326,129.5963134765625,129.5963134765625
101,eval,0.9157015132497454,0.43003182087925634,0.9157015132497454,0.4300318208792563,117.41099548339844,117.41099548339844
102,eval,0.9017038694486287,0.30909091294416347,0.9017038694486288,0.3090909129441634,129.4025115966797,129.4025115966797
103,eval,0.8927301864260383,0.1939235189586074,0.8927301864260383,0.1939235189586074,123.93675994873047,123.93675994873048
104,eval,0.8688086894865119,0.3409714243517994,0.8688086894865119,0.3409714243517994,115.90921783447266,115.90921783447266
105,eval,0.9197639529033973,0.28907532199726954,0.9197639529033972,0.2890753219972695,118.92169952392578,118.92169952392578
106,eval,0.9022210723336441,0.3811671061919525,0.902221072333644,0.3811671061919525,112.32169342041016,112.32169342041016
107,eval,0.9074540899319065,0.3773480534891382,0.9074540899319063,0.3773480534891382,110.15665435791016,110.15665435791016
108,eval,0.879589613575141,0.30630022940242885,0.879589613575141,0.3063002294024288,111.7647933959961,111.7647933959961
109,eval,0.8641835947990718,0.2043951121030827,0.8641835947990718,0.2043951121030827,122.94449615478516,122.94449615478516
110,eval,0.8688460975130029,0.28512936540200834,0.8688460975130029,0.2851293654020083,124.51284790039062,124.51284790039062
111,eval,0.8324446589130039,0.35928336655228926,0.8324446589130039,0.3592833665522892,105.94225311279297,105.94225311279295
112,eval,0.9158290738245534,0.4269652333327536,0.9158290738245534,0.4269652333327536,103.09983825683594,103.09983825683594
113,eval,0.9019248050295584,0.4299521137526375,0.9019248050295584,0.4299521137526375,99.9455337524414,99.9455337524414
114,eval,0.9010468338847171,0.2493185584521854,0.9010468338847172,0.2493185584521854,115.06259155273438,115.06259155273438
115,eval,0.9051700277289001,0.3371410551229172,0.9051700277289,0.3371410551229172,119.643310546875,119.643310546875
116,eval,0.9133378872134441,0.3315977846432798,0.913337887213444,0.3315977846432798,109.2662124633789,109.2662124633789
117,eval,0.8959252553986603,0.4278951415879727,0.8959252553986603,0.4278951415879727,99.85723876953125,99.85723876953124
118,eval,0.8628375938735265,0.3531728903025998,0.8628375938735265,0.3531728903025998,115.703125,115.703125
119,eval,0.8769603088237321,0.3341580931873554,0.8769603088237321,0.3341580931873554,121.02581787109375,121.02581787109376
120,eval,0.8793253036354206,0.2128084718590695,0.8793253036354206,0.2128084718590695,131.31605529785156,131.31605529785156
121,eval,0.9021923295943186,0.36527544764193753,0.9021923295943186,0.3652754476419375,126.22636413574219,126.2263641357422
122,eval,0.8471802088303045,0.27360541638008984,0.8471802088303045,0.2736054163800898,110.60575103759766,110.60575103759766
123,eval,0.9114355866431232,0.39142888325035097,0.9114355866431232,0.3914288832503509,109.25508880615234,109.25508880615234
124,eval,0.8840491072969107,0.3594247076414759,0.8840491072969107,0.3594247076414759,109.73383331298828,109.73383331298828
125,eval,0.8533871672516117,0.26713029683675843,0.8533871672516117,0.2671302968367584,112.69075775146484,112.69075775146484
126,eval,0.87194837729231,0.18191707081621716,0.87194837729231,0.1819170708162171,123.39217376708984,123.39217376708984
127,eval,0.9152670107783298,0.33804974457740505,0.9152670107783298,0.338049744577405,115.44890594482422,115.44890594482422
128,eval,0.918499494198178,0.3913660638392414,0.918499494198178,0.3913660638392414,119.81548309326172,119.81548309326172
129,eval,0.8332392602637032,0.28416277873325424,0.8332392602637032,0.2841627787332542,107.41468811035156,107.41468811035156
130,eval,0.9160329404056763,0.4535976805948304,0.9160329404056764,0.4535976805948304,107.33540344238281,107.3354034423828
131,eval,0.8193717256599727,0.2802740573078682,0.8193717256599727,0.2802740573078682,104.41064453125,104.41064453125
132,eval,0.9329782556800509,0.4359744602976276,0.9329782556800508,0.4359744602976276,140.20823669433594,140.20823669433594
133,eval,0.9142826284386373,0.3643482752395804,0.9142826284386372,0.3643482752395804,117.60519409179688,117.60519409179688
134,eval,0.8971884566463244,0.24208005178407338,0.8971884566463244,0.2420800517840733,107.86257934570312,107.86257934570312
135,eval,0.9020259253976409,0.3421126645179287,0.9020259253976408,0.3421126645179287,121.12425231933594,121.12425231933594
136,eval,0.7847762112434621,0.480914385168052,0.7847762112434621,0.480914385168052,106.82110595703125,106.82110595703124
137,eval,0.8901798521815971,0.41273009038693237,0.8901798521815971,0.4127300903869323,106.53231811523438,106.53231811523438
138,eval,0.8127081133470961,0.44264877710797,0.8127081133470961,0.44264877710797,108.12117767333984,108.12117767333984
139,eval,0.9621672875997088,0.4071675359287015,0.9621672875997088,0.4071675359287015,106.52153778076172,106.52153778076172
140,eval,0.8914699055144052,0.38577906055912,0.8914699055144052,0.38577906055912,112.18790435791016,112.18790435791016
141,eval,0.8873071523390885,0.3697868757737562,0.8873071523390885,0.3697868757737562,99.94479370117188,99.94479370117188
142,eval,0.8936654440042254,0.3463134494897061,0.8936654440042254,0.3463134494897061,110.92594909667969,110.92594909667967
143,eval,0.9083740210407427,0.49860507839998824,0.9083740210407428,0.4986050783999882,111.85863494873047,111.85863494873048
144,eval,0.8247890184424578,0.5055422517114466,0.8247890184424578,0.5055422517114466,82.888671875,82.888671875
145,eval,0.8646711882143121,0.2844018836867996,0.8646711882143121,0.2844018836867996,109.97348022460938,109.97348022460938
146,eval,0.9341455002882673,0.4716659835689495,0.9341455002882671,0.4716659835689495,119.47953033447266,119.47953033447266
147,eval,0.9067909056946184,0.3426384845715628,0.9067909056946184,0.3426384845715628,112.16368865966797,112.16368865966795
148,eval,0.8263336908754233,0.43038335843234027,0.8263336908754233,0.4303833584323402,97.3639907836914,97.3639907836914
149,eval,0.9625658066153824,0.41496986372162303,0.9625658066153824,0.414969863721623,99.62068939208984,99.62068939208984
150,eval,0.9289029653903451,0.3025929510726095,0.9289029653903452,0.3025929510726095,127.70670318603516,127.70670318603516
151,eval,0.9096310777940992,0.40255734811232896,0.9096310777940992,0.4025573481123289,109.50712585449219,109.5071258544922
152,eval,0.8977440975216446,0.30507877796004645,0.8977440975216446,0.3050787779600464,129.692138671875,129.692138671875
153,eval,0.8859772861442085,0.28574124769056314,0.8859772861442085,0.2857412476905631,106.49421691894531,106.49421691894533
154,eval,0.7939600912485353,0.2550616708810103,0.7939600912485353,0.2550616708810103,110.49213409423828,110.49213409423828
155,eval,0.9005202260376267,0.10584210961684765,0.9005202260376267,0.1058421096168476,117.95494842529297,117.95494842529295
156,eval,0.8424208733745383,0.32270668512880757,0.8424208733745383,0.3227066851288075,110.52971649169922,110.52971649169922
157,eval,0.9179487936400337,0.40726959405769103,0.9179487936400336,0.407269594057691,112.61274719238281,112.6127471923828
158,eval,0.8667564623040475,0.2134610138504858,0.8667564623040475,0.2134610138504858,118.7383804321289,118.7383804321289
159,eval,0.9033892069465512,0.35772250288163326,0.9033892069465512,0.3577225028816332,119.33451080322266,119.33451080322266
160,eval,0.8889499505732108,0.35849524047288245,0.8889499505732108,0.3584952404728824,108.11918640136719,108.1191864013672
161,eval,0.9365982715743219,0.39341477133606867,0.936598271574322,0.3934147713360686,117.71552276611328,117.71552276611328
162,eval,0.932809381344513,0.42038519376887373,0.932809381344513,0.4203851937688737,124.15046691894531,124.15046691894533
163,eval,0.8839294496882174,0.3719288564261016,0.8839294496882174,0.3719288564261016,107.91551208496094,107.91551208496094
164,eval,0.7185959653579632,0.40246474754558403,0.7185959653579632,0.402464747545584,98.92487335205078,98.92487335205078
165,eval,0.896738184698408,0.23741750332892375,0.896738184698408,0.2374175033289237,121.09281158447266,121.09281158447266
166,eval,0.8138459147205434,0.20470897894870535,0.8138459147205434,0.2047089789487053,119.52457427978516,119.52457427978516
167,eval,0.9109389179188779,0.3482022591814391,0.910938917918878,0.3482022591814391,97.40978240966797,97.40978240966795
168,eval,0.9160499448691369,0.3669378575845188,0.9160499448691368,0.3669378575845188,118.4527816772461,118.4527816772461
169,eval,0.9533332633883294,0.3997943737569566,0.9533332633883294,0.3997943737569566,100.79705810546875,100.79705810546876
170,eval,0.906095090841974,0.40388665487814024,0.906095090841974,0.4038866548781402,105.89189910888672,105.89189910888672
171,eval,0.8652746646088209,0.2639211247862556,0.8652746646088209,0.2639211247862556,111.26226806640625,111.26226806640624
172,eval,0.9240371641915289,0.42129322559934007,0.9240371641915288,0.42129322559934,109.39692687988281,109.3969268798828
173,eval,0.9019273420170179,0.35611839963888214,0.901927342017018,0.3561183996388821,116.94354248046875,116.94354248046876
174,eval,0.8163772489571718,0.17523215255379815,0.8163772489571718,0.1752321525537981,113.04022979736328,113.04022979736328
175,eval,0.8492495845878457,0.5449742630355391,0.8492495845878457,0.5449742630355391,86.83792114257812,86.83792114257812
176,eval,0.8908611083702643,0.3270504341078523,0.8908611083702643,0.3270504341078523,116.9784164428711,116.9784164428711
177,eval,0.9284301856371583,0.29324182697155227,0.9284301856371584,0.2932418269715522,122.28251647949219,122.2825164794922
178,eval,0.8345001342402306,0.2908108786727368,0.8345001342402306,0.2908108786727368,111.54690551757812,111.54690551757812
179,eval,0.8712666771788659,0.2790732316702873,0.8712666771788659,0.2790732316702873,121.43421936035156,121.43421936035156
180,eval,0.8138537163815842,0.2112337463615996,0.8138537163815842,0.2112337463615996,108.1277847290039,108.1277847290039
181,eval,0.9028918830772029,0.3576349821072844,0.9028918830772028,0.3576349821072844,127.29190826416016,127.29190826416016
182,eval,0.8931599333133075,0.30924396584973113,0.8931599333133075,0.3092439658497311,119.89396667480469,119.89396667480467
183,eval,0.9427064972307378,0.4287703019096302,0.9427064972307378,0.4287703019096302,108.62506103515625,108.62506103515624
184,eval,0.8872834227206049,0.2135047391653818,0.8872834227206049,0.2135047391653818,113.21903991699219,113.2190399169922
185,eval,0.8713721687769267,0.43764918811277986,0.8713721687769267,0.4376491881127798,108.66349029541016,108.66349029541016
186,eval,0.8894164536086431,0.3242543271572232,0.8894164536086431,0.3242543271572232,124.03287506103516,124.03287506103516
187,eval,0.9419940667536388,0.410797836986397,0.9419940667536388,0.410797836986397,115.60584259033203,115.60584259033205
188,eval,0.7689345928145156,0.4540795953428253,0.7689345928145156,0.4540795953428253,103.39204406738281,103.3920440673828
189,eval,0.8944654821075234,0.31498661293878677,0.8944654821075234,0.3149866129387867,112.33624267578125,112.33624267578124
190,eval,0.9288441812885642,0.26699216598082864,0.9288441812885642,0.2669921659808286,126.6823959350586,126.6823959350586
191,eval,0.8108748146967543,0.24974801780867387,0.8108748146967543,0.2497480178086738,114.14299011230469,114.14299011230467
192,eval,0.9396834343563953,0.41475017148938864,0.9396834343563952,0.4147501714893886,125.16253662109375,125.16253662109376
193,eval,0.8979559908642112,0.31339235574005336,0.8979559908642112,0.3133923557400533,122.38057708740234,122.38057708740234
194,eval,0.7998918292842319,0.3278236029264171,0.7998918292842319,0.3278236029264171,113.66902923583984,113.66902923583984
195,eval,0.8510677382603385,0.2581490560191835,0.8510677382603385,0.2581490560191835,96.65884399414062,96.65884399414062
196,eval,0.8834351287941226,0.31630870094016783,0.8834351287941226,0.3163087009401678,116.04150390625,116.04150390625
197,eval,0.9311390985379839,0.408816770807808,0.931139098537984,0.408816770807808,129.8829345703125,129.8829345703125
198,eval,0.8918385403594774,0.3667922489079138,0.8918385403594774,0.3667922489079138,115.9244155883789,115.9244155883789
199,eval,0.9201978505110014,0.334804731984811,0.9201978505110014,0.334804731984811,114.81585693359375,114.81585693359376
