stim_idx,layer,topic_true,topic_foreign,foreign_stim_idx,true_noinj,foreign_noinj,t2a_true,t2a_foreign,error,n_tok_true,n_tok_foreign,true,foreign,true_swap,foreign_swap,true_corr,foreign_corr
45,27,Truth in Numbers?,Tropical Storm Abby (1964),145,-35.90852737426758,-34.420013427734375,-41.03227233886719,-59.61297225952149,,4,9,-35.43464660644531,-37.99948501586914,-39.83563232421875,-49.35416793823242,0.4738807678222656,-3.5794715881347656
46,16,Henry Hoʻolulu Pitman,Perry the Platypus,146,-45.43644714355469,-21.745542526245117,-41.40235900878906,-38.898406982421875,,6,5,-38.69215393066406,-37.46780776977539,-55.555328369140625,-17.466693878173828,6.744293212890625,-15.722265243530273
46,20,Henry Hoʻolulu Pitman,Perry the Platypus,146,-45.43644714355469,-21.745542526245117,-41.40235900878906,-38.898406982421875,,6,5,-41.40235900878906,-38.898406982421875,-57.189697265625,-17.043012619018555,4.034088134765625,-17.152864456176758
46,24,Henry Hoʻolulu Pitman,Perry the Platypus,146,-45.43644714355469,-21.745542526245117,-41.40235900878906,-38.898406982421875,,6,5,-40.027427673339844,-44.669227600097656,-67.34133911132812,-16.39067268371582,5.409019470214844,-22.92368507385254
46,27,Henry Hoʻolulu Pitman,Perry the Platypus,146,-45.43644714355469,-21.745542526245117,-41.40235900878906,-38.898406982421875,,6,5,-53.18259811401367,-38.18014907836914,-57.246681213378906,-19.47840118408203,-7.746150970458984,-16.434606552124023
47,16,Gregory Helms,Battle of Merville Gun Battery,147,-20.217988967895508,-37.085968017578125,-15.577234268188477,-58.65629959106445,,3,6,-13.591839790344238,-55.462825775146484,-28.899944305419922,-22.946077346801758,6.6261491775512695,-18.37685775756836
47,20,Gregory Helms,Battle of Merville Gun Battery,147,-20.217988967895508,-37.085968017578125,-15.577234268188477,-58.65629959106445,,3,6,-15.577234268188477,-58.65629959106445,-28.46621322631836,-22.027446746826172,4.640754699707031,-21.570331573486328
47,24,Gregory Helms,Battle of Merville Gun Battery,147,-20.217988967895508,-37.085968017578125,-15.577234268188477,-58.65629959106445,,3,6,-14.876710891723633,-48.74795150756836,-32.21542739868164,-33.628536224365234,5.341278076171875,-11.661983489990234
47,27,Gregory Helms,Battle of Merville Gun Battery,147,-20.217988967895508,-37.085968017578125,-15.577234268188477,-58.65629959106445,,3,6,-27.370594024658203,-52.14580535888672,-26.564586639404297,-38.26216506958008,-7.152605056762695,-15.059837341308594
48,16,Elephanta Caves,Road to the North Pole,148,-21.590473175048828,-31.24509048461914,-12.557549476623535,-39.89330291748047,,5,5,-11.954543113708496,-38.67783737182617,-39.98314666748047,-39.044036865234375,9.635930061340332,-7.432746887207031
48,20,Elephanta Caves,Road to the North Pole,148,-21.590473175048828,-31.24509048461914,-12.557549476623535,-39.89330291748047,,5,5,-12.557549476623535,-39.89330291748047,-39.51573181152344,-39.68016815185547,9.032923698425293,-8.648212432861328
48,24,Elephanta Caves,Road to the North Pole,148,-21.590473175048828,-31.24509048461914,-12.557549476623535,-39.89330291748047,,5,5,-27.330610275268555,-48.226932525634766,-39.118675231933594,-35.0857048034668,-5.740137100219727,-16.981842041015625
48,27,Elephanta Caves,Road to the North Pole,148,-21.590473175048828,-31.24509048461914,-12.557549476623535,-39.89330291748047,,5,5,-26.77214813232422,-47.200111389160156,-30.59899139404297,-30.86357307434082,-5.181674957275391,-15.955020904541016
49,16,Irresistible (The X-Files),M-108 (Michigan highway),149,-45.329872131347656,-48.72294616699219,-39.98298263549805,-57.18446731567383,,10,9,-37.14613342285156,-57.665374755859375,-53.381675720214844,-42.383872985839844,8.183738708496094,-8.942428588867188
49,20,Irresistible (The X-Files),M-108 (Michigan highway),149,-45.329872131347656,-48.72294616699219,-39.98298263549805,-57.18446731567383,,10,9,-39.98298263549805,-57.18446731567383,-58.74288558959961,-41.35321807861328,5.346889495849609,-8.46152114868164
49,24,Irresistible (The X-Files),M-108 (Michigan highway),149,-45.329872131347656,-48.72294616699219,-39.98298263549805,-57.18446731567383,,10,9,-46.46624755859375,-58.45292663574219,-58.19967269897461,-51.88682174682617,-1.1363754272460938,-9.72998046875
49,27,Irresistible (The X-Files),M-108 (Michigan highway),149,-45.329872131347656,-48.72294616699219,-39.98298263549805,-57.18446731567383,,10,9,-51.04029846191406,-62.323875427246094,-56.21414566040039,-68.50796508789062,-5.710426330566406,-13.600929260253906
50,16,The General in His Labyrinth,T30 Howitzer Motor Carriage,150,-44.33218765258789,-57.114845275878906,-42.9495849609375,-71.96671295166016,,6,8,-39.18883514404297,-73.58372497558594,-53.58424377441406,-48.5349006652832,5.143352508544922,-16.46887969970703
50,20,The General in His Labyrinth,T30 Howitzer Motor Carriage,150,-44.33218765258789,-57.114845275878906,-42.9495849609375,-71.96671295166016,,6,8,-42.9495849609375,-71.96671295166016,-62.824283599853516,-51.87117004394531,1.3826026916503906,-14.85186767578125
50,24,The General in His Labyrinth,T30 Howitzer Motor Carriage,150,-44.33218765258789,-57.114845275878906,-42.9495849609375,-71.96671295166016,,6,8,-47.684326171875,-71.64605712890625,-61.39158248901367,-56.89031219482422,-3.3521385192871094,-14.531211853027344
50,27,The General in His Labyrinth,T30 Howitzer Motor Carriage,150,-44.33218765258789,-57.114845275878906,-42.9495849609375,-71.96671295166016,,6,8,-51.99704360961914,-69.88836669921875,-63.92682647705078,-67.36125183105469,-7.66485595703125,-12.773521423339844
51,16,Subtropical Storm Alpha (1972),Richard Cresswell,151,-40.047916412353516,-28.833940505981445,-36.20315170288086,-31.576379776000977,,11,4,-38.07523727416992,-29.20413589477539,-61.239219665527344,-18.86921501159668,1.9726791381835938,-0.3701953887939453
51,20,Subtropical Storm Alpha (1972),Richard Cresswell,151,-40.047916412353516,-28.833940505981445,-36.20315170288086,-31.576379776000977,,11,4,-36.20315170288086,-31.576379776000977,-73.56758880615234,-18.720705032348633,3.8447647094726562,-2.7424392700195312
51,24,Subtropical Storm Alpha (1972),Richard Cresswell,151,-40.047916412353516,-28.833940505981445,-36.20315170288086,-31.576379776000977,,11,4,-33.949684143066406,-28.334489822387695,-81.9146957397461,-20.311830520629883,6.098232269287109,0.49945068359375
51,27,Subtropical Storm Alpha (1972),Richard Cresswell,151,-40.047916412353516,-28.833940505981445,-36.20315170288086,-31.576379776000977,,11,4,-46.598350524902344,-31.961034774780273,-51.47016906738281,-25.363893508911133,-6.550434112548828,-3.127094268798828
52,16,766th Independent Infantry Regiment (North Korea),Ulysses (poem),152,-49.54990768432617,-24.027111053466797,-47.27168655395508,-54.55272674560547,,12,8,-46.72443771362305,-59.042667388916016,-83.11376953125,-21.614870071411133,2.825469970703125,-35.01555633544922
52,20,766th Independent Infantry Regiment (North Korea),Ulysses (poem),152,-49.54990768432617,-24.027111053466797,-47.27168655395508,-54.55272674560547,,12,8,-47.27168655395508,-54.55272674560547,-85.67816925048828,-23.00649642944336,2.2782211303710938,-30.525615692138672
52,24,766th Independent Infantry Regiment (North Korea),Ulysses (poem),152,-49.54990768432617,-24.027111053466797,-47.27168655395508,-54.55272674560547,,12,8,-47.15394973754883,-52.18607711791992,-86.74668884277344,-24.65823745727539,2.3959579467773438,-28.158966064453125
52,27,766th Independent Infantry Regiment (North Korea),Ulysses (poem),152,-49.54990768432617,-24.027111053466797,-47.27168655395508,-54.55272674560547,,12,8,-45.1914176940918,-51.024085998535156,-68.10973358154297,-35.37723922729492,4.358489990234375,-26.99697494506836
53,16,M-47 (Michigan highway),Wilhelm Busch,153,-47.619380950927734,-20.930301666259766,-31.91000747680664,-26.1861629486084,,8,3,-37.00872802734375,-26.488847732543945,-60.18107986450195,-18.738025665283203,10.610652923583984,-5.55854606628418
53,20,M-47 (Michigan highway),Wilhelm Busch,153,-47.619380950927734,-20.930301666259766,-31.91000747680664,-26.1861629486084,,8,3,-31.91000747680664,-26.1861629486084,-66.74501037597656,-19.30137825012207,15.709373474121094,-5.255861282348633
53,24,M-47 (Michigan highway),Wilhelm Busch,153,-47.619380950927734,-20.930301666259766,-31.91000747680664,-26.1861629486084,,8,3,-43.55086135864258,-27.614055633544922,-74.72799682617188,-18.690885543823242,4.068519592285156,-6.683753967285156
53,27,M-47 (Michigan highway),Wilhelm Busch,153,-47.619380950927734,-20.930301666259766,-31.91000747680664,-26.1861629486084,,8,3,-45.47099685668945,-32.29982376098633,-63.570587158203125,-33.97820281982422,2.1483840942382812,-11.369522094726562
54,16,Stanley Green,Xenon,154,-19.364452362060547,-19.613605499267578,-23.722097396850582,-23.49878692626953,,2,2,-24.74911117553711,-23.807514190673828,-22.636295318603516,-16.94158363342285,-5.3846588134765625,-4.19390869140625
54,20,Stanley Green,Xenon,154,-19.364452362060547,-19.613605499267578,-23.722097396850582,-23.49878692626953,,2,2,-23.722097396850586,-23.49878692626953,-23.071208953857422,-18.010719299316406,-4.357645034790039,-3.885181427001953
54,24,Stanley Green,Xenon,154,-19.364452362060547,-19.613605499267578,-23.722097396850582,-23.49878692626953,,2,2,-26.0665283203125,-21.632869720458984,-26.638702392578125,-20.057781219482422,-6.702075958251953,-2.0192642211914062
54,27,Stanley Green,Xenon,154,-19.364452362060547,-19.613605499267578,-23.722097396850582,-23.49878692626953,,2,2,-23.212549209594727,-22.21413803100586,-32.045082092285156,-19.045482635498047,-3.8480968475341797,-2.6005325317382812
55,16,2007 Hawaii Bowl,1986 Peach Bowl,155,-37.48577117919922,-37.061214447021484,-38.99078750610352,-40.554466247558594,,7,7,-39.50502395629883,-44.003387451171875,-34.802032470703125,-29.529146194458008,-2.0192527770996094,-6.942173004150391
55,20,2007 Hawaii Bowl,1986 Peach Bowl,155,-37.48577117919922,-37.061214447021484,-38.99078750610352,-40.554466247558594,,7,7,-38.990787506103516,-40.554466247558594,-30.42389678955078,-26.742063522338867,-1.5050163269042969,-3.4932518005371094
55,24,2007 Hawaii Bowl,1986 Peach Bowl,155,-37.48577117919922,-37.061214447021484,-38.99078750610352,-40.554466247558594,,7,7,-36.053619384765625,-39.89717483520508,-37.83860778808594,-36.09931945800781,1.4321517944335938,-2.8359603881835938
55,27,2007 Hawaii Bowl,1986 Peach Bowl,155,-37.48577117919922,-37.061214447021484,-38.99078750610352,-40.554466247558594,,7,7,-41.057106018066406,-39.87993240356445,-44.92809295654297,-50.265625,-3.5713348388671875,-2.8187179565429688
56,16,Andrew Johnston (singer),President Evil,156,-38.612449645996094,-23.38753890991211,-41.39345932006836,-26.97892951965332,,6,2,-34.863075256347656,-23.750444412231445,-49.912532806396484,-27.83566665649414,3.7493743896484375,-0.36290550231933594
56,20,Andrew Johnston (singer),President Evil,156,-38.612449645996094,-23.38753890991211,-41.39345932006836,-26.97892951965332,,6,2,-41.39345932006836,-26.97892951965332,-47.827552795410156,-28.133630752563477,-2.7810096740722656,-3.591390609741211
56,24,Andrew Johnston (singer),President Evil,156,-38.612449645996094,-23.38753890991211,-41.39345932006836,-26.97892951965332,,6,2,-45.80224609375,-33.963844299316406,-47.357444763183594,-27.584444046020508,-7.189796447753906,-10.576305389404297
56,27,Andrew Johnston (singer),President Evil,156,-38.612449645996094,-23.38753890991211,-41.39345932006836,-26.97892951965332,,6,2,-36.013206481933594,-23.140018463134766,-45.846744537353516,-27.16152572631836,2.5992431640625,0.24752044677734375
57,16,Jane's Attack Squadron,Yo-Yo (Nicola Roberts song),157,-43.835941314697266,-63.94499588012695,-49.01126480102539,-79.00787353515625,,4,9,-47.500526428222656,-75.27729797363281,-53.45817565917969,-62.078163146972656,-3.6645851135253906,-11.33230209350586
57,20,Jane's Attack Squadron,Yo-Yo (Nicola Roberts song),157,-43.835941314697266,-63.94499588012695,-49.01126480102539,-79.00787353515625,,4,9,-49.01126480102539,-79.00787353515625,-52.681671142578125,-58.99506378173828,-5.175323486328125,-15.062877655029297
57,24,Jane's Attack Squadron,Yo-Yo (Nicola Roberts song),157,-43.835941314697266,-63.94499588012695,-49.01126480102539,-79.00787353515625,,4,9,-42.4937629699707,-75.93028259277344,-48.5521240234375,-51.49726104736328,1.3421783447265625,-11.985286712646484
57,27,Jane's Attack Squadron,Yo-Yo (Nicola Roberts song),157,-43.835941314697266,-63.94499588012695,-49.01126480102539,-79.00787353515625,,4,9,-35.90877151489258,-66.39663696289062,-53.3176155090332,-57.51070785522461,7.9271697998046875,-2.451641082763672
58,16,Rachel Green,SMS Zrínyi,158,-24.53529167175293,-41.095550537109375,-23.83339500427246,-46.626075744628906,,2,5,-23.13997459411621,-44.48693084716797,-33.683345794677734,-38.099910736083984,1.3953170776367188,-3.3913803100585938
58,20,Rachel Green,SMS Zrínyi,158,-24.53529167175293,-41.095550537109375,-23.83339500427246,-46.626075744628906,,2,5,-23.83339500427246,-46.626075744628906,-34.89221954345703,-37.712520599365234,0.7018966674804688,-5.530525207519531
58,24,Rachel Green,SMS Zrínyi,158,-24.53529167175293,-41.095550537109375,-23.83339500427246,-46.626075744628906,,2,5,-14.20474624633789,-47.78599548339844,-34.151893615722656,-35.905738830566406,10.330545425415039,-6.6904449462890625
58,27,Rachel Green,SMS Zrínyi,158,-24.53529167175293,-41.095550537109375,-23.83339500427246,-46.626075744628906,,2,5,-22.75632667541504,-45.85898208618164,-35.159027099609375,-40.961158752441406,1.7789649963378906,-4.763431549072266
59,16,New York State Route 38,Sweet Love (Chris Brown song),159,-29.006763458251953,-45.63938903808594,-22.38668632507324,-70.67811584472656,,7,7,-21.791610717773438,-51.910438537597656,-46.49692916870117,-43.7211799621582,7.215152740478516,-6.271049499511719
59,20,New York State Route 38,Sweet Love (Chris Brown song),159,-29.006763458251953,-45.63938903808594,-22.38668632507324,-70.67811584472656,,7,7,-22.386686325073242,-70.67811584472656,-47.80254364013672,-47.40536117553711,6.620077133178711,-25.038726806640625
59,24,New York State Route 38,Sweet Love (Chris Brown song),159,-29.006763458251953,-45.63938903808594,-22.38668632507324,-70.67811584472656,,7,7,-17.635229110717773,-77.32134246826172,-46.01557922363281,-46.07847595214844,11.37153434753418,-31.68195343017578
59,27,New York State Route 38,Sweet Love (Chris Brown song),159,-29.006763458251953,-45.63938903808594,-22.38668632507324,-70.67811584472656,,7,7,-36.52393341064453,-75.11491394042969,-41.04018020629883,-40.43887710571289,-7.517169952392578,-29.47552490234375
60,16,Old Baltimore Pike,Development of Fez,160,-41.34661102294922,-39.10418701171875,-27.530750274658203,-42.31172561645508,,3,4,-24.955951690673828,-40.2896728515625,-51.79302978515625,-41.62752151489258,16.39065933227539,-1.18548583984375
60,20,Old Baltimore Pike,Development of Fez,160,-41.34661102294922,-39.10418701171875,-27.530750274658203,-42.31172561645508,,3,4,-27.530750274658203,-42.31172561645508,-55.455684661865234,-45.06619644165039,13.815860748291016,-3.207538604736328
60,24,Old Baltimore Pike,Development of Fez,160,-41.34661102294922,-39.10418701171875,-27.530750274658203,-42.31172561645508,,3,4,-34.692138671875,-41.83372116088867,-60.408878326416016,-44.910888671875,6.654472351074219,-2.729534149169922
60,27,Old Baltimore Pike,Development of Fez,160,-41.34661102294922,-39.10418701171875,-27.530750274658203,-42.31172561645508,,3,4,-44.23222732543945,-40.627567291259766,-51.37834167480469,-46.73912811279297,-2.8856163024902344,-1.5233802795410156
61,16,"Baltimore mayoral election, 1999",Species of Allosaurus,161,-49.99558639526367,-34.31289291381836,-33.72584533691406,-50.74152755737305,,10,5,-37.43629455566406,-51.28150939941406,-78.97455596923828,-29.53708267211914,12.55929183959961,-16.968616485595703
61,20,"Baltimore mayoral election, 1999",Species of Allosaurus,161,-49.99558639526367,-34.31289291381836,-33.72584533691406,-50.74152755737305,,10,5,-33.72584533691406,-50.74152755737305,-85.8397216796875,-30.682619094848633,16.26974105834961,-16.428634643554688
61,24,"Baltimore mayoral election, 1999",Species of Allosaurus,161,-49.99558639526367,-34.31289291381836,-33.72584533691406,-50.74152755737305,,10,5,-43.36417007446289,-47.67698287963867,-72.0302734375,-31.020217895507812,6.631416320800781,-13.364089965820312
61,27,"Baltimore mayoral election, 1999",Species of Allosaurus,161,-49.99558639526367,-34.31289291381836,-33.72584533691406,-50.74152755737305,,10,5,-55.983802795410156,-50.47174072265625,-60.29169464111328,-47.15604782104492,-5.988216400146484,-16.15884780883789
62,16,Illinois (Sufjan Stevens album),My Boo (Usher and Alicia Keys song),162,-53.122703552246094,-62.78568649291992,-51.93110275268555,-69.32017517089844,,8,10,-51.097869873046875,-68.0438232421875,-55.93814468383789,-53.427513122558594,2.0248336791992188,-5.258136749267578
62,20,Illinois (Sufjan Stevens album),My Boo (Usher and Alicia Keys song),162,-53.122703552246094,-62.78568649291992,-51.93110275268555,-69.32017517089844,,8,10,-51.93110275268555,-69.32017517089844,-53.09919738769531,-49.99283218383789,1.1916007995605469,-6.534488677978516
62,24,Illinois (Sufjan Stevens album),My Boo (Usher and Alicia Keys song),162,-53.122703552246094,-62.78568649291992,-51.93110275268555,-69.32017517089844,,8,10,-62.062530517578125,-93.8879165649414,-54.7236442565918,-54.37887954711914,-8.939826965332031,-31.102230072021484
62,27,Illinois (Sufjan Stevens album),My Boo (Usher and Alicia Keys song),162,-53.122703552246094,-62.78568649291992,-51.93110275268555,-69.32017517089844,,8,10,-61.77573013305664,-88.71782684326172,-50.59865951538086,-55.58946228027344,-8.653026580810547,-25.932140350341797
63,16,NoitulovE,Jin – Song Wars,163,-42.15888214111328,-44.544368743896484,-44.63654327392578,-55.89908218383789,,5,4,-40.9783821105957,-50.475433349609375,-43.747642517089844,-39.89904022216797,1.1805000305175781,-5.931064605712891
63,20,NoitulovE,Jin – Song Wars,163,-42.15888214111328,-44.544368743896484,-44.63654327392578,-55.89908218383789,,5,4,-44.63654327392578,-55.89908218383789,-52.01462173461914,-40.02897644042969,-2.4776611328125,-11.354713439941406
63,24,NoitulovE,Jin – Song Wars,163,-42.15888214111328,-44.544368743896484,-44.63654327392578,-55.89908218383789,,5,4,-45.29338455200195,-62.02320861816406,-53.82701873779297,-46.02519989013672,-3.134502410888672,-17.478839874267578
63,27,NoitulovE,Jin – Song Wars,163,-42.15888214111328,-44.544368743896484,-44.63654327392578,-55.89908218383789,,5,4,-41.220096588134766,-58.44694900512695,-41.49750518798828,-61.428993225097656,0.9387855529785156,-13.902580261230469
64,16,Simon de Montfort's Parliament,Mitsuyo Maeda,164,-27.829574584960938,-30.03520393371582,-19.734743118286133,-53.99175262451172,,6,4,-25.110706329345703,-49.9581184387207,-45.415565490722656,-36.692623138427734,2.7188682556152344,-19.922914505004883
64,20,Simon de Montfort's Parliament,Mitsuyo Maeda,164,-27.829574584960938,-30.03520393371582,-19.734743118286133,-53.99175262451172,,6,4,-19.734743118286133,-53.99175262451172,-41.06365203857422,-34.9141731262207,8.094831466674805,-23.9565486907959
64,24,Simon de Montfort's Parliament,Mitsuyo Maeda,164,-27.829574584960938,-30.03520393371582,-19.734743118286133,-53.99175262451172,,6,4,-27.702289581298828,-58.367244720458984,-52.6202392578125,-40.10564041137695,0.12728500366210938,-28.332040786743164
64,27,Simon de Montfort's Parliament,Mitsuyo Maeda,164,-27.829574584960938,-30.03520393371582,-19.734743118286133,-53.99175262451172,,6,4,-44.13776397705078,-45.55065155029297,-44.88365173339844,-38.30854034423828,-16.308189392089844,-15.515447616577148
65,16,Cater 2 U,Leanne Del Toso,165,-43.01131820678711,-44.38898849487305,-39.53792190551758,-51.62950134277344,,4,5,-37.41397476196289,-51.24461364746094,-40.44917678833008,-42.98923110961914,5.597343444824219,-6.855625152587891
65,20,Cater 2 U,Leanne Del Toso,165,-43.01131820678711,-44.38898849487305,-39.53792190551758,-51.62950134277344,,4,5,-39.53792190551758,-51.62950134277344,-43.31074142456055,-44.28654098510742,3.4733963012695312,-7.240512847900391
65,24,Cater 2 U,Leanne Del Toso,165,-43.01131820678711,-44.38898849487305,-39.53792190551758,-51.62950134277344,,4,5,-40.871917724609375,-47.489295959472656,-47.64889907836914,-44.077857971191406,2.1394004821777344,-3.1003074645996094
65,27,Cater 2 U,Leanne Del Toso,165,-43.01131820678711,-44.38898849487305,-39.53792190551758,-51.62950134277344,,4,5,-48.74925231933594,-39.465938568115234,-51.070594787597656,-48.78420639038086,-5.737934112548828,4.9230499267578125
66,16,Kitsune,Directed acyclic graph,166,-19.240541458129883,-22.026283264160156,-15.752910614013672,-34.572269439697266,,2,4,-18.274267196655273,-34.854679107666016,-24.60447883605957,-8.924543380737305,0.9662742614746094,-12.82839584350586
66,20,Kitsune,Directed acyclic graph,166,-19.240541458129883,-22.026283264160156,-15.752910614013672,-34.572269439697266,,2,4,-15.752910614013672,-34.572269439697266,-25.8820743560791,-6.41307258605957,3.487630844116211,-12.54598617553711
66,24,Kitsune,Directed acyclic graph,166,-19.240541458129883,-22.026283264160156,-15.752910614013672,-34.572269439697266,,2,4,-13.702390670776367,-42.75118637084961,-27.218530654907227,-7.268370628356934,5.538150787353516,-20.724903106689453
66,27,Kitsune,Directed acyclic graph,166,-19.240541458129883,-22.026283264160156,-15.752910614013672,-34.572269439697266,,2,4,-21.727813720703125,-34.73094177246094,-25.12959861755371,-12.345858573913574,-2.487272262573242,-12.704658508300781
67,16,Geopyxis carbonaria,Adams River (British Columbia),167,-48.21440124511719,-31.734764099121094,-38.13719177246094,-41.66205978393555,,5,6,-40.75834655761719,-36.704402923583984,-48.81329345703125,-35.88417434692383,7.4560546875,-4.969638824462891
67,20,Geopyxis carbonaria,Adams River (British Columbia),167,-48.21440124511719,-31.734764099121094,-38.13719177246094,-41.66205978393555,,5,6,-38.13719177246094,-41.66205978393555,-47.910099029541016,-28.443450927734375,10.07720947265625,-9.927295684814453
67,24,Geopyxis carbonaria,Adams River (British Columbia),167,-48.21440124511719,-31.734764099121094,-38.13719177246094,-41.66205978393555,,5,6,-43.12998580932617,-43.74018859863281,-52.25143814086914,-34.50825500488281,5.084415435791016,-12.005424499511719
67,27,Geopyxis carbonaria,Adams River (British Columbia),167,-48.21440124511719,-31.734764099121094,-38.13719177246094,-41.66205978393555,,5,6,-45.008995056152344,-37.787532806396484,-47.06645202636719,-37.09715270996094,3.2054061889648438,-6.052768707275391
