slot_id,context_id,split,slot_type,meaning_id,category,role,truth,transform,group,valid,dup_detected,cos,cos_orig,delta,abs_delta,V
c6_entity,6,dev,entity,c6_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8757701398939596,0.8772375052810139,-0.0014673653870542758,0.0014673653870542758,0.00020408386780446097
c6_entity,6,dev,entity,c6_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8752684308036863,0.8772375052810139,-0.001969074477327526,0.001969074477327526,0.0015522373002396783
c6_detail,6,dev,detail,c6_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8764435564665173,0.8782665546924581,-0.0018229982259407862,0.0018229982259407862,0.0002596579671616528
c6_detail,6,dev,detail,c6_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8854682628088331,0.8782665546924581,0.007201708116374994,0.007201708116374994,0.006197358506317641
c6_detail,6,dev,detail,c6_detail_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8761554847533146,0.8785124026841165,-0.0023569179308018384,0.0023569179308018384,0.0002557024484413084
c6_detail,6,dev,detail,c6_detail_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8856495901889048,0.8785124026841165,0.0071371875047883115,0.0071371875047883115,0.0066502829159954535
c8_entity,8,dev,entity,c8_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8997929118700077,0.8998637432633867,-7.083139337904498e-05,7.083139337904498e-05,0.00018049515439666486
c8_entity,8,dev,entity,c8_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8978330479935652,0.8998637432633867,-0.0020306952698214698,0.0020306952698214698,0.0009172900175415943
c8_entity,8,dev,entity,c8_entity_correction,correction,correct,entailed,light1,light,True,False,0.9002068867736368,0.9006454258367398,-0.00043853906310298285,0.00043853906310298285,0.0001671266730099985
c8_entity,8,dev,entity,c8_entity_correction,correction,correct,entailed,aggr1,aggressive,True,False,0.898364742659252,0.9006454258367398,-0.0022806831774877523,0.0022806831774877523,0.0010136968964137294
c8_entity,8,dev,entity,c8_entity_entity_sub,entity_sub,false,contradicted,light1,light,True,False,0.8953906754628844,0.8959325787974385,-0.0005419033345540614,0.0005419033345540614,0.00019054276078234178
c8_entity,8,dev,entity,c8_entity_entity_sub,entity_sub,false,contradicted,aggr1,aggressive,True,False,0.893190655838857,0.8959325787974385,-0.002741922958581444,0.002741922958581444,0.002513762173732337
c8_entity,8,dev,entity,c8_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8986564836449258,0.8994637497372505,-0.0008072660923247321,0.0008072660923247321,0.00015998225962943202
c8_entity,8,dev,entity,c8_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8968427155040437,0.8994637497372505,-0.0026210342332068093,0.0026210342332068093,0.0010288443511122791
c8_detail,8,dev,detail,c8_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8992116608239137,0.8998637432633867,-0.0006520824394730118,0.0006520824394730118,8.377514881807713e-05
c8_detail,8,dev,detail,c8_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.9062088353010892,0.8998637432633867,0.006345092037702504,0.006345092037702504,0.004523533208734776
c8_detail,8,dev,detail,c8_detail_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8990642330334231,0.9001379396862933,-0.00107370665287021,0.00107370665287021,9.382971025384546e-05
c8_detail,8,dev,detail,c8_detail_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.90617757375039,0.9001379396862933,0.006039634064096688,0.006039634064096688,0.0045490351666892526
c8_detail,8,dev,detail,c8_detail_relation_rev,relation_rev,false,contradicted,light1,light,True,False,0.8979656162411942,0.8992362196902974,-0.0012706034491032359,0.0012706034491032359,9.930259436585764e-05
c8_detail,8,dev,detail,c8_detail_relation_rev,relation_rev,false,contradicted,aggr1,aggressive,True,False,0.9057860018138504,0.8992362196902974,0.00654978212355295,0.00654978212355295,0.004565839670370164
c9_entity,9,dev,entity,c9_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8833194232125826,0.8859246075364632,-0.0026051843238805716,0.0026051843238805716,0.0003059826946075761
c9_entity,9,dev,entity,c9_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8835475238918129,0.8859246075364632,-0.0023770836446502797,0.0023770836446502797,0.003644561227312715
c9_entity,9,dev,entity,c9_entity_correction,correction,correct,entailed,light1,light,True,False,0.8829459623382647,0.8852310002729852,-0.0022850379347204575,0.0022850379347204575,0.00030730149871072143
c9_entity,9,dev,entity,c9_entity_correction,correction,correct,entailed,aggr1,aggressive,True,False,0.8834574476875962,0.8852310002729852,-0.0017735525853890266,0.0017735525853890266,0.003787199602023006
c9_entity,9,dev,entity,c9_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8832743032686378,0.8857461314929038,-0.0024718282242660594,0.0024718282242660594,0.0003301357493128432
c9_entity,9,dev,entity,c9_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8839113905872177,0.8857461314929038,-0.0018347409056861386,0.0018347409056861386,0.003507575258872797
c9_detail,9,dev,detail,c9_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8852606398759431,0.8859246075364632,-0.0006639676605201261,0.0006639676605201261,0.00013182464825600704
c9_detail,9,dev,detail,c9_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8904816434346564,0.8859246075364632,0.004557035898193229,0.004557035898193229,0.002574601855069303
c9_detail,9,dev,detail,c9_detail_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8849246741554408,0.8852075549955651,-0.0002828808401242888,0.0002828808401242888,0.00011167702347725239
c9_detail,9,dev,detail,c9_detail_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8900340869612806,0.8852075549955651,0.004826531965715475,0.004826531965715475,0.0025824446812080515
c10_entity,10,eval,entity,c10_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8998696275137392,0.9005417042343598,-0.0006720767206205291,0.0006720767206205291,0.00018717905220344555
c10_entity,10,eval,entity,c10_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.897813358402923,0.9005417042343598,-0.0027283458314367737,0.0027283458314367737,0.0013666576459413493
c10_entity,10,eval,entity,c10_entity_correction,correction,correct,entailed,light1,light,True,False,0.8992588977956218,0.9003267151113701,-0.0010678173157482318,0.0010678173157482318,0.00019112576845714546
c10_entity,10,eval,entity,c10_entity_correction,correction,correct,entailed,aggr1,aggressive,True,False,0.8967945266876128,0.9003267151113701,-0.003532188423757243,0.003532188423757243,0.0013852393908880822
c10_entity,10,eval,entity,c10_entity_entity_sub,entity_sub,false,contradicted,light1,light,True,False,0.8991195819991639,0.9000141886817741,-0.0008946066826102106,0.0008946066826102106,0.00018362136054361766
c10_entity,10,eval,entity,c10_entity_entity_sub,entity_sub,false,contradicted,aggr1,aggressive,True,False,0.8972181792975448,0.9000141886817741,-0.0027960093842293032,0.0027960093842293032,0.0014537788689473752
c10_entity,10,eval,entity,c10_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.9010117531309346,0.901541470065544,-0.0005297169346093478,0.0005297169346093478,0.00015540347509235275
c10_entity,10,eval,entity,c10_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8984318090059469,0.901541470065544,-0.003109661059597091,0.003109661059597091,0.001376000136867006
c13_entity,13,eval,entity,c13_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.928782229212058,0.9285967068272684,0.00018552238478963812,0.00018552238478963812,9.481839560743222e-05
c13_entity,13,eval,entity,c13_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.926444594215506,0.9285967068272684,-0.0021521126117624023,0.0021521126117624023,0.001275814616935822
c13_entity,13,eval,entity,c13_entity_entity_sub,entity_sub,false,contradicted,light1,light,True,False,0.9288901277600604,0.9290654726467305,-0.0001753448866700369,0.0001753448866700369,9.039201992278034e-05
c13_entity,13,eval,entity,c13_entity_entity_sub,entity_sub,false,contradicted,aggr1,aggressive,True,False,0.9267694282830234,0.9290654726467305,-0.002296044363707006,0.002296044363707006,0.0012724471047387276
c13_entity,13,eval,entity,c13_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.9288902843365158,0.9290389393735464,-0.00014865503703065386,0.00014865503703065386,8.8232866720106e-05
c13_entity,13,eval,entity,c13_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.9269169965634284,0.9290389393735464,-0.002121942810118016,0.002121942810118016,0.0012583572032534018
c14_entity,14,eval,entity,c14_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8602732337606113,0.8600896736463156,0.00018356011429565555,0.00018356011429565555,0.00010475643722052119
c14_entity,14,eval,entity,c14_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8629394131379893,0.8600896736463156,0.002849739491673664,0.002849739491673664,0.00105271274801777
c14_entity,14,eval,entity,c14_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8599892662178944,0.8602751797778934,-0.0002859135599989626,0.0002859135599989626,0.00011024483142019204
c14_entity,14,eval,entity,c14_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8629414053916558,0.8602751797778934,0.0026662256137623963,0.0026662256137623963,0.001016088965809847
c15_entity,15,eval,entity,c15_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8896542890380008,0.8905727037503295,-0.0009184147123286746,0.0009184147123286746,8.625862814271024e-05
c15_entity,15,eval,entity,c15_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8935688358910019,0.8905727037503295,0.002996132140672403,0.002996132140672403,0.00079747806358621
c15_entity,15,eval,entity,c15_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8891818029450006,0.8899207967255857,-0.0007389937805850622,0.0007389937805850622,8.443530842816571e-05
c15_entity,15,eval,entity,c15_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8930832722062172,0.8899207967255857,0.0031624754806315325,0.0031624754806315325,0.0007548493418630953
c15_detail,15,eval,detail,c15_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8901454582666155,0.8905727037503295,-0.0004272454837139783,0.0004272454837139783,5.544641633603575e-05
c15_detail,15,eval,detail,c15_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8909304029608647,0.8905727037503295,0.0003576992105351895,0.0003576992105351895,0.003464347068195428
c15_detail,15,eval,detail,c15_detail_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8909534411782083,0.8911425540471029,-0.0001891128688945587,0.0001891128688945587,6.10829827903947e-05
c15_detail,15,eval,detail,c15_detail_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8917567646999418,0.8911425540471029,0.0006142106528389535,0.0006142106528389535,0.003572542302370696
c16_detail,16,eval,detail,c16_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8161201776585786,0.8158535215946741,0.00026665606390452457,0.00026665606390452457,0.0003236899910419311
c16_detail,16,eval,detail,c16_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8153293323606825,0.8158535215946741,-0.0005241892339915566,0.0005241892339915566,0.001008917037496171
c16_detail,16,eval,detail,c16_detail_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8165464604203504,0.8163361641576641,0.00021029626268631585,0.00021029626268631585,0.000318516057372209
c16_detail,16,eval,detail,c16_detail_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8155848003727272,0.8163361641576641,-0.0007513637849368981,0.0007513637849368981,0.0010552063200601758
c17_entity,17,eval,entity,c17_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.872675161224507,0.8722226179668602,0.00045254325764676473,0.00045254325764676473,8.00112060388436e-05
c17_entity,17,eval,entity,c17_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8699022054477705,0.8722226179668602,-0.002320412519089654,0.002320412519089654,0.0010919037633182471
c17_entity,17,eval,entity,c17_entity_entity_sub,entity_sub,false,contradicted,light1,light,True,False,0.8722004427404638,0.8722018477173279,-1.4049768640722604e-06,1.4049768640722604e-06,8.771307776533899e-05
c17_entity,17,eval,entity,c17_entity_entity_sub,entity_sub,false,contradicted,aggr1,aggressive,True,False,0.8701985525176359,0.8722018477173279,-0.002003295199692001,0.002003295199692001,0.0013022102671520486
c17_entity,17,eval,entity,c17_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8728998378392636,0.8727319218248297,0.0001679160144338887,0.0001679160144338887,8.607906460877945e-05
c17_entity,17,eval,entity,c17_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8708108252242239,0.8727319218248297,-0.0019210966006057983,0.0019210966006057983,0.0009949129722531813
c18_entity,18,eval,entity,c18_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.9050459652117722,0.9052087908598072,-0.00016282564803504762,0.00016282564803504762,0.00017144002782298884
c18_entity,18,eval,entity,c18_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.9059924873104837,0.9052087908598072,0.000783696450676441,0.000783696450676441,0.0005197805825373214
c18_entity,18,eval,entity,c18_entity_entity_sub,entity_sub,false_descriptive,undetermined,light1,light,True,False,0.9041451991922336,0.9047962225770956,-0.000651023384862004,0.000651023384862004,0.00022130379062901273
c18_entity,18,eval,entity,c18_entity_entity_sub,entity_sub,false_descriptive,undetermined,aggr1,aggressive,True,False,0.9055128802490046,0.9047962225770956,0.0007166576719089823,0.0007166576719089823,0.0005903785379018922
c18_entity,18,eval,entity,c18_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.904737503606388,0.905222011813343,-0.0004845082069550033,0.0004845082069550033,0.0001827444117619148
c18_entity,18,eval,entity,c18_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.9059589285377664,0.905222011813343,0.000736916724423331,0.000736916724423331,0.0005659341245215499
c18_detail,18,eval,detail,c18_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.905529619251528,0.9052087908598072,0.00032082839172076216,0.00032082839172076216,0.00016877426617467606
c18_detail,18,eval,detail,c18_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.9060042032381832,0.9052087908598072,0.0007954123783759925,0.0007954123783759925,0.0005714124771194484
c18_detail,18,eval,detail,c18_detail_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.9053923210105947,0.9053525608149444,3.9760195650329067e-05,3.9760195650329067e-05,0.0001583250970292882
c18_detail,18,eval,detail,c18_detail_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.9061659225924922,0.9053525608149444,0.0008133617775477608,0.0008133617775477608,0.000580765435932884
c19_entity,19,eval,entity,c19_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8925604335496615,0.8924481993325539,0.00011223421710759851,0.00011223421710759851,0.0001673298605272544
c19_entity,19,eval,entity,c19_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8932586192210459,0.8924481993325539,0.0008104198884919533,0.0008104198884919533,0.0012722370894107105
c19_entity,19,eval,entity,c19_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8913976745282842,0.891078494442621,0.00031918008566322875,0.00031918008566322875,0.00019448855630310735
c19_entity,19,eval,entity,c19_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8920194145257648,0.891078494442621,0.0009409200831438369,0.0009409200831438369,0.0012785033645754673
c20_entity,20,eval,entity,c20_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8691008070236372,0.86946816317733,-0.0003673561536927661,0.0003673561536927661,9.750982932632546e-05
c20_entity,20,eval,entity,c20_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8783282279633929,0.86946816317733,0.008860064786062938,0.008860064786062938,0.007889735606174897
c20_entity,20,eval,entity,c20_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8685632233542598,0.869630522423885,-0.001067299069625216,0.001067299069625216,9.503292333112867e-05
c20_entity,20,eval,entity,c20_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8794277577690598,0.869630522423885,0.009797235345174737,0.009797235345174737,0.0076650456944004075
c20_entity,20,eval,entity,c20_entity_relation_rev,relation_rev,false,contradicted,light1,light,True,False,0.8668284131476324,0.8669821548293557,-0.00015374168172332947,0.00015374168172332947,9.30027574723713e-05
c20_entity,20,eval,entity,c20_entity_relation_rev,relation_rev,false,contradicted,aggr1,aggressive,True,False,0.8770591220343376,0.8669821548293557,0.010076967204981857,0.010076967204981857,0.007906541409177681
c21_entity,21,eval,entity,c21_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.86145001148397,0.8618799064221891,-0.00042989493821909974,0.00042989493821909974,0.0001920552448673174
c21_entity,21,eval,entity,c21_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8616732993000652,0.8618799064221891,-0.00020660712212394738,0.00020660712212394738,0.0019217683630569082
c21_entity,21,eval,entity,c21_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8617357844204825,0.8630765952764142,-0.00134081085593174,0.00134081085593174,0.0002278231039648526
c21_entity,21,eval,entity,c21_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8638639218609364,0.8630765952764142,0.0007873265845221855,0.0007873265845221855,0.0021163930628143035
c22_entity,22,eval,entity,c22_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8626537493045598,0.8637001289651631,-0.0010463796606032805,0.0010463796606032805,0.00022681954286773998
c22_entity,22,eval,entity,c22_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8564899222638571,0.8637001289651631,-0.00721020670130601,0.00721020670130601,0.00434822983448635
c22_entity,22,eval,entity,c22_entity_correction,correction,correct,entailed,light1,light,True,False,0.8642842453094682,0.8655874275949732,-0.0013031822855049668,0.0013031822855049668,0.0001757486715102674
c22_entity,22,eval,entity,c22_entity_correction,correction,correct,entailed,aggr1,aggressive,True,False,0.8579413134291006,0.8655874275949732,-0.007646114165872575,0.007646114165872575,0.003992271801097069
c22_entity,22,eval,entity,c22_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8571190637051654,0.8575460501290919,-0.0004269864239264676,0.0004269864239264676,0.00021966988647159624
