text_id,activation_id,cos,mse,pred_norm,V_vs_orig_wording,carrier_id,pair_id,truth_of_activation
F2T2f3A_carrier,F2T2f3A,0.8341169473918719,0.33176610521625616,157.03419494628906,,F2T2f3A,F2T2f3,
F2T2f3A_carrier,F2T2f3B,0.83411667741305,0.3317666451739001,157.03419494628906,,F2T2f3A,F2T2f3,
F2T2f3B_carrier,F2T2f3A,0.8215324168610991,0.35693516627780175,161.04562377929688,,F2T2f3B,F2T2f3,
F2T2f3B_carrier,F2T2f3B,0.8219912687860584,0.3560174624278831,161.04562377929688,,F2T2f3B,F2T2f3,
F3T1f0A_carrier,F3T1f0A,0.8749915027027922,0.2500169945944155,171.81471252441406,,F3T1f0A,F3T1f0,
F3T1f0A_carrier,F3T1f0B,0.8760074128125719,0.24798517437485623,171.81471252441406,,F3T1f0A,F3T1f0,
F3T1f0B_carrier,F3T1f0A,0.8632962775687546,0.2734074448624908,171.80809020996094,,F3T1f0B,F3T1f0,
F3T1f0B_carrier,F3T1f0B,0.8651102618638242,0.26977947627235155,171.80809020996094,,F3T1f0B,F3T1f0,
F3T1f1A_carrier,F3T1f1A,0.8531932237853144,0.29361355242937126,163.28688049316406,,F3T1f1A,F3T1f1,
F3T1f1A_carrier,F3T1f1B,0.8554506997175048,0.2890986005649905,163.28688049316406,,F3T1f1A,F3T1f1,
F3T1f1B_carrier,F3T1f1A,0.8388568837846662,0.3222862324306677,165.72528076171875,,F3T1f1B,F3T1f1,
F3T1f1B_carrier,F3T1f1B,0.8392972834986288,0.3214054330027425,165.72528076171875,,F3T1f1B,F3T1f1,
F3T1f2A_carrier,F3T1f2A,0.8273970815625041,0.34520583687499173,163.3634033203125,,F3T1f2A,F3T1f2,
F3T1f2A_carrier,F3T1f2B,0.8266563594172246,0.3466872811655508,163.3634033203125,,F3T1f2A,F3T1f2,
F3T1f2B_carrier,F3T1f2A,0.8504158702265122,0.29916825954697557,160.84568786621094,,F3T1f2B,F3T1f2,
F3T1f2B_carrier,F3T1f2B,0.8507213335923325,0.29855733281533503,160.84568786621094,,F3T1f2B,F3T1f2,
F3T1f3A_carrier,F3T1f3A,0.8569200208898008,0.2861599582203984,170.3861541748047,,F3T1f3A,F3T1f3,
F3T1f3A_carrier,F3T1f3B,0.8542589822029761,0.29148203559404773,170.3861541748047,,F3T1f3A,F3T1f3,
F3T1f3B_carrier,F3T1f3A,0.8596384124868433,0.2807231750263135,166.50669860839844,,F3T1f3B,F3T1f3,
F3T1f3B_carrier,F3T1f3B,0.8585954587988683,0.2828090824022633,166.50669860839844,,F3T1f3B,F3T1f3,
F3T2f0A_carrier,F3T2f0A,0.8342053815910195,0.33158923681796093,167.06796264648438,,F3T2f0A,F3T2f0,
F3T2f0A_carrier,F3T2f0B,0.8258276925835925,0.3483446148328151,167.06796264648438,,F3T2f0A,F3T2f0,
F3T2f0B_carrier,F3T2f0A,0.8642350357566206,0.2715299284867587,171.29925537109375,,F3T2f0B,F3T2f0,
F3T2f0B_carrier,F3T2f0B,0.8620816230166756,0.27583675396664886,171.29925537109375,,F3T2f0B,F3T2f0,
F3T2f1A_carrier,F3T2f1A,0.871907631371296,0.256184737257408,167.54000854492188,,F3T2f1A,F3T2f1,
F3T2f1A_carrier,F3T2f1B,0.8699546324880096,0.2600907350239807,167.54000854492188,,F3T2f1A,F3T2f1,
F3T2f1B_carrier,F3T2f1A,0.8571022594958863,0.2857954810082275,168.67576599121094,,F3T2f1B,F3T2f1,
F3T2f1B_carrier,F3T2f1B,0.8557694886829319,0.2884610226341362,168.67576599121094,,F3T2f1B,F3T2f1,
F3T2f2A_carrier,F3T2f2A,0.8637465568661112,0.2725068862677775,167.18914794921875,,F3T2f2A,F3T2f2,
F3T2f2A_carrier,F3T2f2B,0.8580033803169422,0.28399323936611554,167.18914794921875,,F3T2f2A,F3T2f2,
F3T2f2B_carrier,F3T2f2A,0.8753343321926337,0.24933133561473264,166.22044372558594,,F3T2f2B,F3T2f2,
F3T2f2B_carrier,F3T2f2B,0.8754639027551789,0.24907219448964213,166.22044372558594,,F3T2f2B,F3T2f2,
F3T2f3A_carrier,F3T2f3A,0.8530178025443447,0.29396439491131066,165.89671325683594,,F3T2f3A,F3T2f3,
F3T2f3A_carrier,F3T2f3B,0.8514233322186281,0.2971533355627438,165.89671325683594,,F3T2f3A,F3T2f3,
F3T2f3B_carrier,F3T2f3A,0.8346391173410626,0.3307217653178749,162.12423706054688,,F3T2f3B,F3T2f3,
F3T2f3B_carrier,F3T2f3B,0.8379051262807112,0.32418974743857754,162.12423706054688,,F3T2f3B,F3T2f3,
F4T1f0A_carrier,F4T1f0A,0.8229024295586558,0.35419514088268844,156.61383056640625,,F4T1f0A,F4T1f0,
F4T1f0A_carrier,F4T1f0B,0.8407357225842146,0.31852855483157083,156.61383056640625,,F4T1f0A,F4T1f0,
F4T1f0B_carrier,F4T1f0A,0.8049401702085909,0.39011965958281825,163.40081787109375,,F4T1f0B,F4T1f0,
F4T1f0B_carrier,F4T1f0B,0.8364763810037246,0.32704723799255087,163.40081787109375,,F4T1f0B,F4T1f0,
F4T1f1A_carrier,F4T1f1A,0.8330064046433693,0.33398719071326144,165.72079467773438,,F4T1f1A,F4T1f1,
F4T1f1A_carrier,F4T1f1B,0.8253998928372054,0.34920021432558923,165.72079467773438,,F4T1f1A,F4T1f1,
F4T1f1B_carrier,F4T1f1A,0.8479793421935461,0.3040413156129078,167.70010375976562,,F4T1f1B,F4T1f1,
F4T1f1B_carrier,F4T1f1B,0.858436440097228,0.28312711980554406,167.70010375976562,,F4T1f1B,F4T1f1,
F4T1f2A_carrier,F4T1f2A,0.8200732501078326,0.3598534997843348,157.47596740722656,,F4T1f2A,F4T1f2,
F4T1f2A_carrier,F4T1f2B,0.8164354870014928,0.36712902599701436,157.47596740722656,,F4T1f2A,F4T1f2,
F4T1f2B_carrier,F4T1f2A,0.8297382392397851,0.34052352152042986,160.9696807861328,,F4T1f2B,F4T1f2,
F4T1f2B_carrier,F4T1f2B,0.8435249057074299,0.31295018858514023,160.9696807861328,,F4T1f2B,F4T1f2,
F4T1f3A_carrier,F4T1f3A,0.8344914626161648,0.3310170747676704,163.71328735351562,,F4T1f3A,F4T1f3,
F4T1f3A_carrier,F4T1f3B,0.8329456912637901,0.3341086174724197,163.71328735351562,,F4T1f3A,F4T1f3,
F4T1f3B_carrier,F4T1f3A,0.8247424628941259,0.3505150742117482,162.40586853027344,,F4T1f3B,F4T1f3,
F4T1f3B_carrier,F4T1f3B,0.8320277617668811,0.3359444764662378,162.40586853027344,,F4T1f3B,F4T1f3,
F4T2f0A_carrier,F4T2f0A,0.8495281040477566,0.30094379190448683,160.2871856689453,,F4T2f0A,F4T2f0,
F4T2f0A_carrier,F4T2f0B,0.8454195901671621,0.3091608196656759,160.2871856689453,,F4T2f0A,F4T2f0,
F4T2f0B_carrier,F4T2f0A,0.832369679282287,0.335260641435426,161.34951782226562,,F4T2f0B,F4T2f0,
F4T2f0B_carrier,F4T2f0B,0.834506353461936,0.33098729307612795,161.34951782226562,,F4T2f0B,F4T2f0,
F4T2f1A_carrier,F4T2f1A,0.8693877459858556,0.2612245080282889,156.79507446289062,,F4T2f1A,F4T2f1,
F4T2f1A_carrier,F4T2f1B,0.8768226120704142,0.24635477585917154,156.79507446289062,,F4T2f1A,F4T2f1,
F4T2f1B_carrier,F4T2f1A,0.8503721498286407,0.29925570034271853,160.78375244140625,,F4T2f1B,F4T2f1,
F4T2f1B_carrier,F4T2f1B,0.8587132140722509,0.28257357185549825,160.78375244140625,,F4T2f1B,F4T2f1,
F4T2f2A_carrier,F4T2f2A,0.8649424509363554,0.2701150981272893,159.67283630371094,,F4T2f2A,F4T2f2,
F4T2f2A_carrier,F4T2f2B,0.8704264855662475,0.25914702886750507,159.67283630371094,,F4T2f2A,F4T2f2,
F4T2f2B_carrier,F4T2f2A,0.8636951114979641,0.27260977700407185,166.0703582763672,,F4T2f2B,F4T2f2,
F4T2f2B_carrier,F4T2f2B,0.869622389095664,0.26075522180867194,166.0703582763672,,F4T2f2B,F4T2f2,
F4T2f3A_carrier,F4T2f3A,0.8196572896981562,0.3606854206036876,162.55709838867188,,F4T2f3A,F4T2f3,
F4T2f3A_carrier,F4T2f3B,0.8287702572744837,0.34245948545103255,162.55709838867188,,F4T2f3A,F4T2f3,
F4T2f3B_carrier,F4T2f3A,0.8218907812055338,0.35621843758893235,164.03330993652344,,F4T2f3B,F4T2f3,
F4T2f3B_carrier,F4T2f3B,0.8286249651734462,0.3427500696531076,164.03330993652344,,F4T2f3B,F4T2f3,
