pair_id,template_id,block,d_entity_w1,d_entity_w2,d_phrasing_a,d_phrasing_b,norm_a,error
0,0,27,0.047987907352458725,0.03678573412512387,0.02075167107014808,0.01582618714040729,308.91680908203125,
1,0,0,0.00034012455340715064,0.0003094702525174853,0.00028785079710014205,0.0003194338778195194,13.181124687194824,
1,0,1,0.00027334992269323344,0.00027993318088059826,0.0002614245767295076,0.00028122880900594005,20.778560638427734,
1,0,2,0.001123814245559962,0.001245258535380156,0.0005958449148891765,0.000607931963472419,23.433277130126953,
1,0,3,0.0014107187728726878,0.001529229429906298,0.0007926277842438267,0.0008276042426892394,23.914342880249023,
1,0,4,0.0016529653488683849,0.0017608016431394091,0.0008679379080973604,0.0008412260241618119,25.55311393737793,
1,0,5,0.0011925812939103109,0.0013123789023146148,0.0008506884627451639,0.0007975618381762528,30.123092651367188,
1,0,6,0.0019350965509065121,0.002253640259570755,0.0017825604776997572,0.0015102776371962445,33.14201736450195,
1,0,7,0.009677566901866497,0.012873630831888416,0.002993389457829454,0.0024432066360237092,40.29230499267578,
1,0,8,0.011103588093771766,0.015489865365447941,0.004936595175418779,0.0035988116915450785,41.60090637207031,
1,0,9,0.038379367978311874,0.046718022667760706,0.008123620651110608,0.006210172149265447,48.098079681396484,
1,0,10,0.03329528798862014,0.03936546032627819,0.008469021290881451,0.0060325313147749915,50.160743713378906,
1,0,11,0.03572477724062606,0.04014183804233529,0.01035567287864192,0.007230816374583782,52.18946838378906,
1,0,12,0.03770097276100359,0.04277268185782823,0.013120584573031668,0.009885610760741015,51.76127624511719,
1,0,13,0.03282089804637689,0.041422887276203135,0.01517013256131794,0.012785357108842987,58.691619873046875,
1,0,14,0.029069978498603266,0.03783515803984783,0.015387793310029818,0.013699998135560332,61.54792404174805,
1,0,15,0.02739415441071924,0.034989750802550734,0.014831712354374194,0.013538239106072991,68.32344818115234,
1,0,16,0.03146578804684652,0.038139213039883324,0.018092807065327454,0.017126122664731902,67.08395385742188,
1,0,17,0.03517054303787126,0.04332961565706284,0.019713819371917962,0.019442675083144345,68.62181854248047,
1,0,18,0.030505947706479186,0.03714744932985459,0.01698591078355438,0.017551645512209224,77.60216522216797,
1,0,19,0.03328108699162802,0.034562974295848536,0.018527953673407427,0.018562998976968892,87.1422348022461,
1,0,20,0.03254463000696939,0.031191808549082767,0.019626314753594665,0.019975713343256207,102.3775405883789,
1,0,21,0.02427739307338528,0.022354159526016826,0.017145627998221058,0.01644453154313219,132.63243103027344,
1,0,22,0.024145353176455164,0.022529503520797967,0.017190473311390897,0.016682170828113185,169.28775024414062,
1,0,23,0.0320513130577883,0.037509221049079056,0.014908513813107205,0.015288528922569267,220.7570037841797,
1,0,24,0.03664316040301763,0.046458641480237484,0.01568204713265553,0.016834471450620225,290.96258544921875,
1,0,25,0.037063936813193976,0.04809357840388828,0.014805866080656593,0.01607281374586067,360.1563720703125,
1,0,26,0.034647091994622126,0.04517465787169073,0.015161348833966026,0.015141455636155321,429.23443603515625,
1,0,27,0.02984853590249026,0.02926135538023944,0.01936553736692126,0.018347841709565382,318.6918029785156,
2,0,0,0.0004554342355708174,0.0004302762894100587,0.0002970452989351502,0.0003132897004197721,13.178391456604004,
2,0,1,0.00035199487612336267,0.00035969832830973214,0.00025571176034977494,0.0003420897574695214,20.65597915649414,
2,0,2,0.000831813889889732,0.0009965606907265112,0.0004025143473151971,0.0007081860498288073,23.34591293334961,
2,0,3,0.001027670260255853,0.0011746564079747612,0.000507640242527807,0.0009377761707319854,23.786998748779297,
2,0,4,0.0010171047569377256,0.0011501872411313618,0.0005599924754179364,0.001000849320001218,25.446613311767578,
2,0,5,0.0007748178067482625,0.0008537095527241245,0.0006445167729633994,0.0009879079610092267,30.226085662841797,
2,0,6,0.001471142019021987,0.001607385190968924,0.0014483976745178762,0.0017524768679910707,33.1569709777832,
2,0,7,0.02337027622388188,0.027221479598721232,0.0025854926101666065,0.0024328965993012375,40.063758850097656,
2,0,8,0.0227435192197587,0.026795603242011135,0.004985302674619274,0.004193665339370711,41.78126907348633,
2,0,9,0.07806177361417288,0.0928285884124902,0.00938279403201736,0.007808554415318247,49.40861892700195,
2,0,10,0.06933847175724783,0.08030352725345968,0.010104552754273355,0.008013913274015239,52.19565200805664,
2,0,11,0.07389907456171141,0.08208567114736087,0.012187396539894646,0.009820532154001138,53.86241912841797,
2,0,12,0.07049024417150973,0.07597765737898154,0.01629815017376801,0.012062939451837007,53.0728759765625,
2,0,13,0.06006330481751021,0.06483155303182453,0.017554050436777602,0.013707165677620536,57.871665954589844,
2,0,14,0.05551779038297666,0.05536796475882533,0.018486599129843073,0.016449764600259265,62.80873489379883,
2,0,15,0.050775986613510904,0.04809144229165807,0.01796751991474199,0.01724511056189726,71.01988983154297,
2,0,16,0.06104003388642265,0.05505833392683779,0.022550246479389857,0.023285808796915664,68.42411041259766,
2,0,17,0.0667330962978806,0.057048873770375375,0.025123150869250988,0.025472825614978767,69.74824523925781,
2,0,18,0.05105332746851743,0.043614877667897844,0.023958186385692026,0.023037229380773683,77.60851287841797,
2,0,19,0.04786457958100443,0.03872191736433628,0.02540343775081666,0.022626177743823694,87.6585693359375,
2,0,20,0.04207454969677804,0.03151681451838373,0.026060227212450493,0.020678303740332415,102.59571838378906,
2,0,21,0.031574507254352624,0.022177709096721898,0.021710242881864517,0.01681122361108689,134.16488647460938,
2,0,22,0.031608591866994384,0.022989022549305238,0.020860684593181356,0.01619662540448974,171.5369110107422,
2,0,23,0.04002927786139088,0.03615963139496681,0.018877596402022023,0.014698933539123993,226.0159454345703,
2,0,24,0.0483035831184202,0.05335727349016073,0.020503317747891492,0.016444704332585935,292.37847900390625,
2,0,25,0.051320029885637775,0.05916829965402104,0.0195241395589536,0.015777928922476536,362.1915283203125,
2,0,26,0.04527920520594053,0.054837842047014584,0.01759220403295303,0.01634937942767123,448.2832336425781,
2,0,27,0.037034235700275864,0.03496106229748108,0.019928386304138956,0.01776693896995951,328.36737060546875,
3,0,0,0.00023072256676559544,0.0002147219609811568,0.00031526012462423925,0.0003242698907323094,13.217752456665039,
3,0,1,0.0001817482052356434,0.00017690734649300488,0.00026129113050654684,0.0002753133715965861,20.77101707458496,
3,0,2,0.0007555449113942903,0.0007003093986881481,0.0005168527464965988,0.0005863780460654278,23.385005950927734,
3,0,3,0.001027032889054702,0.0010237734624327643,0.0006500550093446744,0.0007505689142401906,23.6498966217041,
3,0,4,0.0012522849640242972,0.0012798410118630699,0.0006968928879624858,0.0008111199398671554,25.31546974182129,
3,0,5,0.0009844286018523274,0.0010196503480636165,0.0006758687142325304,0.0007551359361626098,30.105321884155273,
3,0,6,0.0016173887266645037,0.0016188340002024626,0.0014134884050199803,0.001472648255268716,33.24002456665039,
3,0,7,0.008987825827722173,0.00975908613672416,0.0021707398726591443,0.0024468135263913116,41.20097732543945,
3,0,8,0.00957333865990051,0.0102977910571187,0.003291029170308102,0.003905089145021745,42.02851104736328,
3,0,9,0.03446423776658203,0.04406441561138774,0.006142406362664055,0.007515482358646297,49.13434982299805,
3,0,10,0.026038112096888777,0.0319835780305604,0.006619470029697649,0.007269290777321524,51.81354522705078,
3,0,11,0.024773535204257624,0.03090592755170052,0.008589010542726205,0.007893104254737437,53.57851028442383,
3,0,12,0.023970874729650538,0.03136332770246464,0.011622418012334101,0.010480514277807829,53.13459396362305,
3,0,13,0.022479301247993133,0.028500026803472744,0.013294108481783251,0.012096338514513194,57.411930084228516,
3,0,14,0.019401958229111727,0.024778419963349396,0.01417991591889689,0.012159551674885583,61.38268280029297,
3,0,15,0.016358188150549235,0.020173223262691997,0.013931287963776406,0.011592687498285015,68.131103515625,
3,0,16,0.01816484443885147,0.02153046831811023,0.016999961127757035,0.013900181516969812,68.96794128417969,
3,0,17,0.01944655267647266,0.021756409183522174,0.018346234868999223,0.015908118682536276,70.70128631591797,
3,0,18,0.016897874872734198,0.017127975770256154,0.0168294872936805,0.013938031912840376,78.00495910644531,
3,0,19,0.017333264843275686,0.015675676587645238,0.02026405630100836,0.01700883898960981,88.4704818725586,
3,0,20,0.016753438606796123,0.013353329278568582,0.023031981351771535,0.02059084393636823,102.645263671875,
3,0,21,0.013442455117185337,0.01017646011607276,0.0189341786056324,0.01831278427776495,133.15576171875,
3,0,22,0.01553685225243795,0.01299690162622047,0.019293560738642412,0.01819752920688933,170.5791778564453,
3,0,23,0.04540849798482627,0.05403979838841977,0.018226992218639992,0.01590957480195776,228.65565490722656,
3,0,24,0.05508966066936305,0.07375637031965698,0.02122944661244397,0.018106611789701077,295.3579406738281,
3,0,25,0.060985228572761785,0.08404395765246142,0.02250679440060832,0.017270646593634864,361.1246032714844,
3,0,26,0.05646359597040984,0.08211758589686746,0.024624663189812934,0.017867490073094072,434.0881652832031,
3,0,27,0.04108047397179915,0.044483105030526215,0.02231371954672401,0.020815368563941394,319.1166687011719,
4,1,0,0.00020118806416646873,0.00018568023621712282,0.0020024627772590176,0.0020257062417192717,15.209495544433594,
4,1,1,0.00023839153617088993,0.00023539113807580225,0.002242603990426306,0.0022307597511754818,18.204334259033203,
4,1,2,0.0005840197069507669,0.0006540044293364966,0.0015028888676126284,0.0014937770906278125,26.48413848876953,
4,1,3,0.0006548682615167278,0.0008904725479106368,0.002069351060764113,0.0018860193492571398,28.444246292114258,
4,1,4,0.0006108720094608611,0.0008147816168621036,0.002110746318573442,0.0019006001119371563,30.274778366088867,
4,1,5,0.0005008224249736237,0.0006823688969287423,0.0019605074477334616,0.0018408413038695226,33.772850036621094,
4,1,6,0.0004295502580836663,0.0005712822919244909,0.0022785099235095307,0.0020539420980988377,40.14560317993164,
4,1,7,0.004496613130244631,0.0066253140441808744,0.005235666163189379,0.004301974972166112,43.56269454956055,
4,1,8,0.0045463239556557955,0.00782677429533496,0.0076095545024708056,0.005590377826121817,49.34346008300781,
4,1,9,0.016383260938651723,0.017271739819527787,0.011168470321615387,0.006932567109087517,52.881866455078125,
4,1,10,0.01711845487253494,0.01695636821542479,0.010362554288143255,0.00728009816052777,54.71135330200195,
4,1,11,0.018690834386373423,0.017209529682349567,0.013755593305658342,0.011270370520051975,55.344017028808594,
4,1,12,0.01687569001406053,0.015058546344236645,0.014231487493897577,0.013357752874959883,55.450077056884766,
4,1,13,0.01903642524371585,0.015080546383410387,0.014781272531478984,0.015495832708642743,60.107303619384766,
4,1,14,0.01902309944115177,0.014593507917458837,0.015480944309889222,0.01841817365706433,63.61580276489258,
4,1,15,0.018326136448280184,0.013821379429996061,0.01513073855103153,0.017930502884891952,67.7480697631836,
4,1,16,0.02181608417819647,0.017025311332385273,0.019590243261506712,0.022808474985388516,68.58348846435547,
4,1,17,0.023074542420646216,0.02060507990085525,0.023756117647862562,0.02644937086663135,69.57231903076172,
4,1,18,0.023787301581740805,0.024722930468623727,0.02297341239412276,0.02383230987832008,77.43457794189453,
4,1,19,0.02555271552070848,0.024447802042521283,0.019710018440127874,0.022517760779927287,93.90232849121094,
4,1,20,0.023949285788854913,0.020490871672323552,0.017695777378116784,0.021103026727681717,110.63279724121094,
4,1,21,0.03431405543382893,0.026100842367277832,0.0174644263617858,0.023607205280540167,138.7009735107422,
4,1,22,0.041415603611055785,0.028943256745560975,0.016225785843501206,0.02514432801085742,171.5321044921875,
4,1,23,0.04631692989262637,0.03374059873312418,0.014290568903034484,0.023840479542547865,212.05294799804688,
4,1,24,0.04342268605571342,0.030617780334972422,0.011959202682802594,0.021004761303513475,279.20245361328125,
4,1,25,0.04588964911005444,0.03134126346590471,0.012848570035308815,0.022580914672346686,334.39208984375,
4,1,26,0.03997214346431155,0.02833957316108837,0.011681883421058581,0.019861759484128383,431.9918518066406,
4,1,27,0.024607361076505962,0.01692962858120728,0.009937496949046554,0.017227937605068133,312.85491943359375,
5,1,0,0.0001856007779486024,0.00016836088441707364,0.0020032867346403416,0.001961670218514011,15.244751930236816,
5,1,1,0.00024160881276824586,0.0002425593555275274,0.002228389409500098,0.0022610624386345535,18.2078857421875,
5,1,2,0.0004109344511251667,0.00042396277817635664,0.00153256047560546,0.0015406387852622272,26.252490997314453,
5,1,3,0.0005201866586258541,0.0005780274611177916,0.001964379227695323,0.002091875379866659,28.18960952758789,
5,1,4,0.000537950555900335,0.0006513682207260896,0.0019223883211648696,0.0021599109817866946,29.977985382080078,
5,1,5,0.0004671242380004381,0.0006225349945542247,0.0018062601843354953,0.0020282848845580848,33.6528205871582,
5,1,6,0.00045322988021212485,0.0006322589011341639,0.002226286462613025,0.002295568546248572,39.90827941894531,
5,1,7,0.0011789401253640142,0.0016963638411384707,0.005063021406034984,0.00482599790315863,42.9757194519043,
5,1,8,0.0018750255783841485,0.0023760018687419837,0.006958550732846014,0.006212935482635573,48.69322204589844,
5,1,9,0.017668902809989118,0.014780425989662005,0.008464434916257146,0.0073651475190601445,51.263484954833984,
5,1,10,0.018443290791400724,0.014678575672504524,0.00934565929074882,0.008034464038529476,52.939327239990234,
5,1,11,0.02139866830392312,0.01683250358175148,0.015615446674379418,0.012446400791025547,53.889007568359375,
5,1,12,0.021367623609939046,0.01574981658847574,0.01759590389076049,0.014229818212739942,53.416969299316406,
5,1,13,0.0389911497624702,0.02122110567557145,0.022311699575284227,0.01637426827833599,59.3362922668457,
5,1,14,0.04065219803584286,0.021770525487493586,0.024141525087563287,0.01781917321037585,62.0516242980957,
5,1,15,0.04006735379974824,0.023253523122054753,0.023223620251239807,0.017967821293681685,69.27967834472656,
5,1,16,0.049522003359864786,0.029173313281470103,0.027729924758719826,0.02232677931871241,69.51982116699219,
5,1,17,0.0613329900991848,0.03941598854553019,0.031719880537063316,0.028594328551990622,71.61141967773438,
5,1,18,0.05976187043765124,0.04581131253030146,0.028038971110142863,0.026621044207627897,77.72074127197266,
5,1,19,0.055325200857885504,0.04151621567603936,0.025285852620007265,0.025729354106804214,93.79034423828125,
5,1,20,0.051337988369842824,0.03722134505841457,0.023310980100287426,0.024945741270406496,108.91371154785156,
5,1,21,0.06316459272681951,0.04931330568968828,0.023402061168808053,0.026492279755961468,131.22840881347656,
5,1,22,0.06958772715299022,0.05388882746669432,0.02165954509887813,0.027610031267046087,159.505126953125,
5,1,23,0.07439711723512343,0.057304177869769934,0.019055185857831725,0.024883015128008945,198.42330932617188,
5,1,24,0.06391776973053653,0.048596938018809044,0.015517325483564548,0.021482198738032143,267.1308288574219,
5,1,25,0.07053514959107776,0.053300063589656776,0.015084189758140965,0.02157787508055453,321.4253234863281,
5,1,26,0.0617950097907477,0.05010811644607005,0.01292850258605227,0.01927376150572291,419.9184875488281,
5,1,27,0.03501946888632701,0.0310764216688737,0.008483772304476944,0.017692807282741474,308.7537841796875,
6,1,0,0.0002726816499691864,0.000237689367844518,0.0019826192511827045,0.001947834579325236,15.264288902282715,
6,1,1,0.00033520725583091604,0.0003314242362992825,0.0022528754516923932,0.0022142186149174403,18.263935089111328,
6,1,2,0.0005262528243551445,0.0005984226769365497,0.0015425962976858276,0.0015062749940060183,26.538368225097656,
6,1,3,0.000594872968497806,0.0007308358956898964,0.0019879345202028498,0.0018831981677663867,28.517749786376953,
6,1,4,0.0006611511662070191,0.000873589940399877,0.0020440640898020668,0.0018368223068464529,30.308902740478516,
6,1,5,0.0006949160442245583,0.0008729346421291195,0.0019319557051036274,0.001717844895400833,33.84164810180664,
6,1,6,0.0006930906472381038,0.0008352768849660963,0.0022694824891124066,0.002021307763660829,40.12785720825195,
6,1,7,0.0020645760097075527,0.0027563850910926613,0.004861643735521337,0.004473559953253603,43.482276916503906,
6,1,8,0.0024661208573730775,0.0034149652674762,0.006521510743968895,0.006215677648166662,49.06937789916992,
6,1,9,0.011215966017794954,0.00982019453629801,0.007970114894775393,0.007663650201685246,51.45696258544922,
6,1,10,0.0106411757697914,0.009015554415740534,0.008025147476791394,0.008637926321505396,53.56608963012695,
6,1,11,0.012735259302029345,0.011001652578135568,0.012130413648097416,0.013136059793546262,53.916263580322266,
6,1,12,0.012924866154427006,0.011538238843289528,0.013844684379761496,0.015305190469205976,54.1728401184082,
6,1,13,0.020601770964563393,0.01650741310500281,0.015937332517284575,0.017955789015235202,58.504398345947266,
6,1,14,0.02139984069966916,0.01705631936630525,0.017657472844487154,0.022195756708739967,62.197914123535156,
6,1,15,0.01981791898258034,0.01596449886348661,0.017594788873963707,0.022336856257068494,68.01278686523438,
6,1,16,0.022354584245518838,0.019688553231325234,0.023573475617492012,0.026394163542959426,67.15531921386719,
6,1,17,0.025253180056550528,0.02266205113155606,0.028989786652765193,0.030801848399759635,68.19662475585938,
6,1,18,0.028218775803372953,0.0326925559226815,0.03047482506847987,0.03711186861208504,75.56237030029297,
6,1,19,0.03019792752511896,0.030188771922667335,0.02915314066072139,0.03631123851181528,91.49635314941406,
6,1,20,0.0302303486274077,0.026715969505924697,0.03024263557683382,0.031728433674748646,106.54549407958984,
6,1,21,0.03758266837717705,0.030475119553356023,0.03494983808779706,0.029102756524165496,129.53953552246094,
6,1,22,0.046515088157258355,0.03287359707210924,0.038616409021816844,0.029645385138576508,159.1990203857422,
6,1,23,0.05605388635844777,0.03924454528070742,0.0351257486620723,0.02627339608864321,196.5970001220703,
6,1,24,0.052194496853528505,0.034359037310171314,0.031755628345330744,0.022238423100849225,257.7463684082031,
6,1,25,0.05435041237344029,0.03748125514223932,0.030567231613462642,0.022684991052817405,316.47265625,
6,1,26,0.04897809095520411,0.03713103033997467,0.026539182576000964,0.02165032189720051,414.05194091796875,
6,1,27,0.025673293372839967,0.018852306976401723,0.019246279165949454,0.014171507179842502,302.5716552734375,
7,1,0,0.00033281739491253237,0.0003174121143961761,0.00199131231992411,0.0019500694711956923,15.160131454467773,
7,1,1,0.0003965281411434374,0.00037697794996016665,0.0022489906638568646,0.002214651863666317,18.15328025817871,
7,1,2,0.000493033059225767,0.00047233582118588746,0.0014481844959799428,0.0015219517853136688,26.318326950073242,
7,1,3,0.0006117366010968128,0.0006004711220266579,0.0018700816554715338,0.002029737086355232,28.272052764892578,
7,1,4,0.0006452035784909604,0.0006487394833963878,0.001859029376244714,0.002036259669912721,30.058422088623047,
7,1,5,0.0005747625062493267,0.0005756537151528907,0.0017619492894439537,0.0018882336081711415,33.61446762084961,
7,1,6,0.000678958064566082,0.0006974461608898475,0.0021379817267012102,0.002184029396426812,40.02572250366211,
7,1,7,0.001459853916224052,0.0015790992912849688,0.004589965620822922,0.004513017291145949,43.056583404541016,
7,1,8,0.0022526164966772955,0.0022141830893305237,0.006078059460836394,0.005822874930704547,48.74042510986328,
7,1,9,0.009825618026602756,0.007484103575377543,0.00792691495999831,0.007202325127265041,51.16722869873047,
7,1,10,0.010807828628728644,0.008092838546801873,0.008606512893281737,0.00781477853529966,53.883766174316406,
7,1,11,0.013685244002384689,0.010539927372528735,0.013062995347264406,0.012010201926484054,54.083526611328125,
7,1,12,0.01455848582906416,0.01111622201208673,0.015240854870342546,0.014255436017650891,53.410362243652344,
7,1,13,0.02424797517472721,0.016001241686553702,0.0163993364640852,0.016991709826296608,59.54075622558594,
7,1,14,0.0230756387490898,0.017051512431347282,0.01772233502469589,0.020106662036271095,62.34248733520508,
7,1,15,0.022364724726390284,0.017280638715043484,0.01808458735331253,0.02017506830061211,67.09091186523438,
7,1,16,0.02712872519002385,0.021870363221073275,0.0221946331270364,0.025429132169610957,68.56507873535156,
7,1,17,0.0336818601051565,0.02768910356748855,0.027183097314993132,0.03247859751980797,69.4647445678711,
7,1,18,0.03943684213366816,0.03200032121998719,0.023775345854275876,0.028576217551778416,78.28641510009766,
7,1,19,0.04386445167700015,0.03363735533181944,0.02072066064110656,0.02376495988475391,95.61200714111328,
7,1,20,0.04234342376914124,0.02995441955913003,0.01800155902671363,0.021956413495960225,110.46350860595703,
7,1,21,0.052493472211059156,0.03463233134709032,0.01978720442438675,0.022274094644363918,136.7809295654297,
7,1,22,0.05904844977782486,0.04358586802679132,0.01858319970631872,0.022496538191292714,168.20938110351562,
7,1,23,0.05674558566471244,0.04444504786675241,0.01634228970588636,0.02107620182962766,210.35574340820312,
7,1,24,0.05216523534611528,0.04132128881666741,0.01374666556363402,0.01865716794292427,279.2043762207031,
7,1,25,0.054225983568923275,0.04455219852997616,0.01429966938505245,0.019891581525835367,338.2055358886719,
7,1,26,0.048129812175913056,0.04395928229589563,0.013199432456317162,0.019456715826113302,429.38519287109375,
7,1,27,0.026152666771131927,0.023545631780341414,0.007378215620803652,0.013150979182139144,318.5738830566406,
8,2,0,8.236531272964864e-05,8.505824346616286e-05,0.00021209586261228264,0.00022167456659127893,13.46068000793457,
8,2,1,6.528311402786979e-05,7.09981762491152e-05,0.00020785806102185944,0.00019538463506107995,23.664859771728516,
8,2,2,0.00014279875003719855,0.00011549695340562494,0.0005737906356487743,0.0004698478377941351,24.726173400878906,
8,2,3,0.0002882127119336886,0.00024275763318482024,0.0010331488560441082,0.0006870279285073888,22.74639320373535,
8,2,4,0.0005136125126771196,0.000604252809684791,0.0016605092182173653,0.0014575100039583289,24.887561798095703,
8,2,5,0.0004904395800279238,0.0005469361422942853,0.0021829178306128627,0.0019740859789726395,29.272193908691406,
8,2,6,0.0005141102663686059,0.0005697751821757135,0.003847679014643335,0.003220003194247756,32.111534118652344,
8,2,7,0.0007823171430785258,0.0008014155265897438,0.007128432247726413,0.005852919360330167,39.23735809326172,
8,2,8,0.0010833834982759694,0.001603814532483705,0.010013093561373254,0.007824015226641445,45.21664047241211,
8,2,9,0.005275569583463091,0.006218757891748861,0.012844812910630776,0.009478958928524794,51.33417892456055,
8,2,10,0.00474277591542227,0.005089099809252873,0.012971802650287967,0.009273867777608635,60.16298294067383,
8,2,11,0.005608435750641516,0.005538046530586982,0.016683807994134936,0.012703330128364665,60.07625198364258,
8,2,12,0.0052272296723878675,0.005135819637682837,0.018687843120058,0.014777997481773109,59.1542854309082,
8,2,13,0.004987752914077714,0.004802157069691226,0.015357289088565929,0.011950479501813938,65.76212310791016,
8,2,14,0.004495078284284415,0.004491411193961459,0.014662279420355473,0.011535914669521863,67.9425048828125,
8,2,15,0.003899588209865801,0.004043835449232924,0.012231459054038996,0.009729809058045435,73.60930633544922,
8,2,16,0.004147159149133772,0.004615156192516068,0.01337051435605785,0.010563657773149937,74.42459869384766,
8,2,17,0.004195611101158847,0.004812366157150749,0.014277436468103533,0.011395319818378158,75.71004486083984,
8,2,18,0.003708862924720502,0.00409396430309672,0.011166940823829297,0.009003932501756573,84.42539978027344,
8,2,19,0.004333753013193387,0.004532644853948886,0.010953823848016908,0.00892640813127732,91.59761047363281,
8,2,20,0.004492746321175578,0.004806483672429862,0.00929665617627895,0.007448823146758654,110.84515380859375,
8,2,21,0.0043929690483398565,0.004456184302189525,0.00852388359312406,0.0067893286318868595,138.2273712158203,
8,2,22,0.0054860195730837,0.0053922594411758284,0.009015334244907192,0.006999095432788094,169.55413818359375,
8,2,23,0.004760103556094464,0.004700066116619994,0.00757986924637899,0.0058618457043750904,231.09768676757812,
8,2,24,0.004645607685287323,0.004524409063687451,0.007785541275878938,0.006034076530409327,284.8489685058594,
8,2,25,0.004765413222250436,0.00458111441251996,0.008368829441300685,0.00647490958246566,344.1579895019531,
8,2,26,0.004758054974410064,0.004610738018187233,0.009493474463663554,0.006732958080002405,420.9580383300781,
8,2,27,0.004150320967268861,0.004401422514427766,0.009935387909169924,0.007056204300161628,330.84222412109375,
9,2,0,6.716132980888467e-05,6.633825886781519e-05,0.00021359717252167343,0.00021431875304678272,13.511701583862305,
9,2,1,7.383217874890047e-05,6.138609210637469e-05,0.00022487388451430945,0.00019741226875447104,23.649219512939453,
9,2,2,0.00014136640725848082,8.520611796991595e-05,0.0005159786926743903,0.00043035289238357866,24.71393394470215,
9,2,3,0.0002318946302659608,0.00015692443948001067,0.0008515765194478941,0.0006834129006486611,22.712797164916992,
9,2,4,0.0003368085704295032,0.0002962131022611336,0.0014404743563840583,0.0012908195955079194,24.842548370361328,
9,2,5,0.0003083982079490344,0.00025452884290100286,0.0019606293925651386,0.001852741502346933,29.35658836364746,
9,2,6,0.000405937177158755,0.00034078344942334304,0.00367401829850178,0.0035181899189726806,32.18791961669922,
9,2,7,0.0005422566228189263,0.0004730240341459524,0.006581252001466309,0.006358957659544862,39.35663604736328,
9,2,8,0.0007104151796910596,0.0005739270939137953,0.00903668017718351,0.008749835597747002,45.270484924316406,
9,2,9,0.0020473939065188684,0.0017986819562806344,0.011399756308490105,0.01085494167829748,51.96463394165039,
9,2,10,0.0024236444547506286,0.0018887964998405282,0.011796270877931558,0.010870670571221042,60.48118591308594,
9,2,11,0.002941765475649172,0.0021254250502192873,0.016003962393877913,0.014852723763758013,60.064109802246094,
9,2,12,0.002950752719198757,0.0021653118869847665,0.018877507909084268,0.017122466140244375,59.183204650878906,
9,2,13,0.0029283634218587595,0.001955759407918034,0.016854357014728927,0.014099404200484722,66.50360870361328,
9,2,14,0.00325009273238297,0.001932904071091368,0.01815303784253053,0.014078247914732112,68.07820129394531,
